"tau","beta1","beta3","beta.sd","omega","rho","FOI.0","I.0","seed","country","LogLik","seLogLik"
-1.52626113244274,-11.4649313704965,-10.1386435182199,-5.43631988734448,1.2349908329064,Inf,0,0,32570517,"Australia",-571.927833556409,0.0017809710947261
-1.52407904303055,-11.4613128608995,-10.1352845053533,-14.6600614786883,1.23689727208611,Inf,0,0,749759598,"Australia",-572.302071327371,1.42813273029007e-07
-1.51671288025853,-11.5071758943726,-10.1481800970554,-8.88599490000639,1.26199411926826,Inf,0,0,984477574,"Australia",-571.519223534124,3.59399068043041e-05
-1.52491699102158,-11.4430525571869,-10.138923131328,-4.99856108192318,1.24983810271221,Inf,0,0,611918607,"Australia",-571.796092412801,0.00166086931351699
-1.52413999302719,-11.4715772237175,-10.1369226972623,-12.3202843168926,1.23025204114043,Inf,0,0,991781709,"Australia",-572.153167258374,1.34908173109962e-06
-1.49082783461828,-11.4348025653821,-10.1412100366922,-11.270211117584,1.22426339925182,Inf,0,0,550399507,"Australia",-570.896650190283,3.97420530893738e-06
-1.50116983383873,-11.4608532158543,-10.1466686828932,-3.35980367093748,1.26284753906151,Inf,0,0,898777459,"Australia",-570.789552887787,0.0101546228391758
-1.52594318377347,-11.474415274693,-10.1392087530856,-6.45076514439141,1.22717391166975,Inf,0,0,1006833847,"Australia",-571.903852428957,0.000382811728879187
-1.50604835656196,-11.4501844235005,-10.1424991106367,-16.3743380172419,1.26421456346324,Inf,0,0,345699038,"Australia",-571.414678944334,2.12812509528164e-08
-1.51381722809378,-11.4975068969893,-10.1455728731874,-19.2906737775119,1.26965281645988,Inf,0,0,765694831,"Australia",-571.771299034083,1.50081664384173e-09
-1.51634620518465,-11.4629269709638,-10.1402678245277,-12.9354861029191,1.23959285632252,Inf,0,0,237975240,"Australia",-571.614055137872,4.87421209540873e-07
-1.48108039527377,-11.4760476584358,-10.1493250266297,-3.4521730772533,1.24115598711562,Inf,0,0,708633840,"Australia",-570.358071035572,0.0121133944565286
-1.49284066567532,-11.4612459062034,-10.1365344224064,-8.18001170499392,1.22346217887818,Inf,0,0,79668014,"Australia",-571.706137199394,7.02596576264846e-05
-1.50052686579907,-11.4720056003193,-10.144685210718,-7.06209813382633,1.22032215384909,Inf,0,0,345572437,"Australia",-570.898790286697,0.000207065938172912
-1.53367135242066,-11.4319599606356,-10.1355129302232,-4.05817066200983,1.21631281158551,Inf,0,0,98743180,"Australia",-571.951816215,0.00572217947637823
-1.48958055370757,-11.4675620240389,-10.143823558324,-21.02459566657,1.23555716019344,Inf,0,0,366863512,"Australia",-570.955577293745,2.4167641115153e-10
-1.52023692784074,-11.4900223006985,-10.1479569341856,-13.2766302396916,1.24269850781849,Inf,0,0,750886094,"Australia",-571.130273949042,5.17028780100849e-07
-1.52318975085501,-11.4862646422823,-10.1458650582175,-8.58680678837912,1.22256712382182,Inf,0,0,778037301,"Australia",-571.198186751806,5.48236998449258e-05
-1.63290007225838,-11.4494087903588,-10.1320464049194,-2.65673541329102,1.26346779025612,Inf,0,0,392704437,"Australia",-574.077030136279,0.0271661451251335
-1.53733039177672,-11.4655028887617,-10.1426286103657,-26.262721601408,1.25525612230387,Inf,0,0,941532323,"Australia",-571.872640911745,1.03051681958942e-12
-1.50887337699848,-11.4581496179792,-10.1441960682082,-10.9939227977075,1.23943012037725,Inf,0,0,155916341,"Australia",-571.024580723708,2.80669632285007e-06
-1.50273545090559,-11.4658210565696,-10.1424560677658,-10.4145226865445,1.23434944989422,Inf,0,0,341431858,"Australia",-571.190514443853,3.37546536117113e-06
-1.51040321966243,-11.4524261874873,-10.1412905572896,-13.6733766400976,1.23450505095174,Inf,0,0,24426197,"Australia",-571.274754795896,4.12604737799188e-07
-1.52284389815927,-11.4926216495086,-10.1462323207442,-3.28513355571878,1.22994883762685,Inf,0,0,234347263,"Australia",-571.026240346624,0.0138272128131808
-1.5575197933669,-11.4856144547379,-10.1318891210751,-18.7893951335338,1.24957473775166,Inf,0,0,934979488,"Australia",-573.844650315362,1.68187110333472e-09
-1.51731787362361,-11.4791742123434,-10.1410019417613,-8.60564541176667,1.22552875716417,Inf,0,0,73799656,"Australia",-571.609332689336,8.0267338076733e-05
-1.50466868730789,-11.4674782895443,-10.1426020673269,-7.33651928203389,1.23429899586534,Inf,0,0,755027501,"Australia",-571.209292596968,0.000228649713438568
-1.5150203815501,-11.4614568129902,-10.1385111449773,-14.0378194398002,1.24412104271687,Inf,0,0,370411465,"Australia",-571.839578672587,2.42293515386356e-07
-1.54940010776315,-11.438021596363,-10.1521140263859,-2.44375147971072,1.23921804180674,Inf,0,0,294057228,"Australia",-569.572168892815,0.0264787702132238
-1.50948443925635,-11.4635015219672,-10.1385549859096,-5.76514339436399,1.23225707418144,Inf,0,0,1015455588,"Australia",-571.683114343528,0.00117017144030445
-1.5221010340375,-11.4619845304413,-10.1383097092201,-15.7950673388085,1.22365253731509,Inf,0,0,542704975,"Australia",-571.804697176911,6.21114392480378e-08
-1.50945035786742,-11.4957211555351,-10.14509601648,-18.9097864634544,1.25815841195936,Inf,0,0,255273246,"Australia",-571.560343134279,2.23321647698714e-09
-1.50886842804691,-11.4464905299436,-10.1421527164038,-7.70584006112094,1.23142839343096,Inf,0,0,122587999,"Australia",-571.082424729529,8.82568135673942e-05
-1.53688272316158,-11.4402765616038,-10.13759628189,-7.33030062859321,1.23943060334089,Inf,0,0,448342374,"Australia",-572.024420016242,0.000208589967731595
-1.6053905383951,-11.4836560817346,-10.1363971609068,-2.52401975546152,1.2599655468084,Inf,0,0,602598024,"Australia",-572.911569445618,0.0332569204139934
-1.50857274516932,-11.4646050646781,-10.1449869118549,-8.14075811673413,1.24041330328619,Inf,0,0,100060477,"Australia",-571.006343145082,0.000100157349067847
-1.52005026812041,-11.4663742431074,-10.1366836564078,-10.0275390614108,1.24992344897924,Inf,0,0,601420246,"Australia",-572.255239931786,1.91866883743711e-05
-1.49319035546376,-11.487027896007,-10.1437586748034,-18.4934352420976,1.24812355234132,Inf,0,0,559250913,"Australia",-571.317310231687,1.88083508214949e-09
-1.5358593912571,-11.4589357277332,-10.1385951666832,-7.61106374814067,1.25998349361974,Inf,0,0,34542035,"Australia",-572.325368108351,0.000145371509363205
-1.5861717518417,-11.4414884635366,-10.140676980523,-2.48419213140284,1.24156927569684,Inf,0,0,703529898,"Australia",-571.28153656758,0.030844601125661
-1.50484653699936,-11.4773428047365,-10.1379470144877,-5.18821377225007,1.24382984903998,Inf,0,0,658054762,"Australia",-571.957665479968,0.00202687494321675
-1.53322059513189,-11.4571813288754,-10.1407939308275,-10.8044718157668,1.23788277720168,Inf,0,0,65522305,"Australia",-571.726374086257,1.05394372313679e-05
-1.50946101432563,-11.4661541327205,-10.1449704564654,-8.40678068918751,1.2522269759567,Inf,0,0,875052306,"Australia",-571.163658842114,9.3123104877813e-05
-1.50721196226852,-11.4630963656865,-10.1418505494725,-16.8004498554453,1.24873978228861,Inf,0,0,872185651,"Australia",-571.416673611628,1.75316195050433e-08
-1.53390285028278,-11.4607927015957,-10.1415424048561,-2.94624036307219,1.23839435485428,Inf,0,0,826715578,"Australia",-571.173107443926,0.0226919078318344
-1.48665186085808,-11.4715031676917,-10.143544550664,-13.8280036442443,1.24403609687677,Inf,0,0,304523383,"Australia",-571.083670913772,2.88462118806403e-07
-1.49922510417313,-11.4398326929182,-10.1490222132552,-9.29839678828239,1.23732118887664,Inf,0,0,382614635,"Australia",-570.254140054953,2.41056857510923e-05
-1.62146348983856,-11.4683529155397,-10.140721976043,-2.3938208693758,1.25806906532085,Inf,0,0,543718880,"Australia",-572.07759360149,0.0234446712781401
-1.52736753310185,-11.4813152421618,-10.1410093041379,-7.41345249519855,1.24679216897723,Inf,0,0,754096973,"Australia",-571.963058286078,0.000184846965477847
-1.50857792162678,-11.4761779535608,-10.1421241782585,-8.81558980517739,1.22532933749157,Inf,0,0,45330538,"Australia",-571.337549333632,6.68714776979812e-05
-1.51309185497867,-11.4655825680008,-10.1397810532024,-5.18840242339653,1.20030994244466,Inf,0,0,640819145,"Australia",-571.488300207023,0.00161543285448942
-1.54100965348602,-11.4815889845176,-10.1436474840104,-3.39331844953608,1.23182264338711,Inf,0,0,789509850,"Australia",-571.517406965301,0.0102832101947202
-1.52777658843095,-11.4764822409727,-10.1406060747501,-17.3001843381416,1.23452892421279,Inf,0,0,26629183,"Australia",-571.840015004497,8.69189640530547e-09
-1.5194412747442,-11.4614248738454,-10.1361391290357,-19.5844027570711,1.25130980220268,Inf,0,0,37960520,"Australia",-572.278958704149,8.25170162649843e-10
-1.51082140126328,-11.4597927407189,-10.1433637915191,-11.5745478980359,1.23710532382353,Inf,0,0,681933210,"Australia",-571.134629098108,1.98472802011697e-06
-1.50871347863648,-11.4602426766028,-10.1376748164249,-9.10369699592461,1.22241776933542,Inf,0,0,307515166,"Australia",-571.692503654821,3.5626178436314e-05
-1.48253452283624,-11.4625646717891,-10.1473249293464,-6.16902038845458,1.23574589629152,Inf,0,0,809851560,"Australia",-570.488773124379,0.000692047283173651
-1.54706946967937,-11.4857998206544,-10.1409615072126,-19.4670225653466,1.23181017832698,Inf,0,0,910956906,"Australia",-572.234654693672,1.27482859680548e-09
-1.50025748199065,-11.4862702367098,-10.1455439607451,-12.4312136027318,1.24517987039649,Inf,0,0,421608722,"Australia",-571.137816456505,1.72687070540237e-06
-1.4994993345836,-11.4786392083414,-10.1411948309007,-18.7090887125408,1.23399212102965,Inf,0,0,850246006,"Australia",-571.440486979064,2.15770608245321e-09
-1.51084103547455,-11.4545390447458,-10.1408871699904,-15.4721901738411,1.21256850580781,Inf,0,0,8380011,"Australia",-571.239847569232,6.10479282679931e-08
-1.50123638526208,-11.4610431613772,-10.1457150137054,-3.94302795098512,1.2228271552579,Inf,0,0,705538090,"Australia",-570.635252763121,0.00827774329420163
-1.4927456057463,-11.475045564543,-10.1429078349865,-18.1381647421107,1.22240577182684,Inf,0,0,336694749,"Australia",-571.075038870978,4.79447044509927e-09
-1.49878082982,-11.4607019157199,-10.1389944713254,-29.7847149220588,1.23515521951094,Inf,0,0,932379639,"Australia",-571.517742307203,3.03164936731046e-14
-1.50391975257461,-11.4462152278649,-10.1436578832817,-6.6469923753011,1.2467707791,Inf,0,0,398916033,"Australia",-570.995377732576,0.000555967479152481
-1.59396073891779,-11.3873061156207,-10.1327946396325,-2.5454691877328,1.27546811840832,Inf,0,0,12607135,"Australia",-572.383471732089,0.0355723299952302
-1.62215741899951,-11.4685616099694,-10.1414015522324,-2.59911255618494,1.24070505678056,Inf,0,0,897908333,"Australia",-572.357557222432,0.0256231114015075
-1.50127696228145,-11.4722481901353,-10.1408822218642,-8.81536435274936,1.21347198176705,Inf,0,0,741615752,"Australia",-571.319226449791,4.88742704568737e-05
-1.50097093077277,-11.4604412489199,-10.1461903654729,-19.9071005737553,1.24061710860215,Inf,0,0,817584639,"Australia",-570.761599288933,4.24270161060466e-10
-1.50286243182428,-11.4680721125949,-10.1390616466541,-11.3153200403621,1.23496713384662,Inf,0,0,250079609,"Australia",-571.622169332034,4.57048137389353e-06
-1.50182189824744,-11.4754596022915,-10.1473051536025,-10.5468286240416,1.23375758241256,Inf,0,0,609660604,"Australia",-570.742131416687,7.26465419470572e-06
-1.49431499569051,-11.4748264720262,-10.14693902797,-9.98310732636166,1.25165257208793,Inf,0,0,543082248,"Australia",-570.885329608476,1.35720636354753e-05
-1.52739964934289,-11.4667651821429,-10.1352446743579,-16.4983641599939,1.24625310315728,Inf,0,0,874351424,"Australia",-572.512731114477,2.23185425144609e-08
-1.51035546243552,-11.4776515527103,-10.1425685221619,-15.7652006776328,1.23110686342361,Inf,0,0,780036421,"Australia",-571.358733806502,4.21038622244115e-08
-1.49150207230873,-11.4555409306824,-10.1364592760545,-12.1016988133444,1.23328239225253,Inf,0,0,839232949,"Australia",-571.708487405219,9.68276912448101e-07
-1.50794190885421,-11.4707235239915,-10.1393004541377,-14.0164957593104,1.23029236165566,Inf,0,0,639478749,"Australia",-571.639267988162,2.7496879117763e-07
-1.49647310087233,-11.4666103405052,-10.1431353553208,-5.75105381466136,1.24628266277286,Inf,0,0,272732488,"Australia",-571.173859512112,0.00112533892610607
-1.48654860718184,-11.4736948198821,-10.1466161656585,-6.25492026625062,1.2483707667626,Inf,0,0,797247255,"Australia",-570.812902211691,0.000671166381646652
-1.50967270796888,-11.4718371256524,-10.1486583517055,-5.45148011178419,1.23728090040458,Inf,0,0,257681939,"Australia",-570.673571684726,0.00132607416021311
-1.53252918190134,-11.4570442663377,-10.1411837884217,-10.4789873855566,1.24423435250288,Inf,0,0,920088981,"Australia",-571.730274881634,1.21419527368014e-05
-1.49248894907728,-11.4711202382294,-10.1433047076447,-8.13969582698339,1.24211659800858,Inf,0,0,598358030,"Australia",-571.127952134777,9.8891611066219e-05
-1.50707312213474,-11.4557918005163,-10.1438427972752,-20.1840313645624,1.23210477214206,Inf,0,0,176911424,"Australia",-570.963511735287,6.64109652390833e-10
-1.52381349357662,-11.4710558833676,-10.1366730499662,-6.47052426317281,1.2173199411688,Inf,0,0,939467832,"Australia",-572.104176600564,0.000595244422179126
-1.50057782497849,-11.4811808000558,-10.1470442904338,-20.8647328822619,1.23011436437397,Inf,0,0,305522401,"Australia",-570.791710449336,3.30987567343921e-10
-1.56827483934052,-11.4402957975925,-10.1377016747814,-3.07735489501813,1.24085424557804,Inf,0,0,396781161,"Australia",-572.099976689893,0.0146546823391217
-1.51001764700798,-11.4525111878289,-10.1411067129036,-14.2786771093716,1.24194390900703,Inf,0,0,526515409,"Australia",-571.357010459901,1.78482236377477e-07
-1.52032801235014,-11.4604696224885,-10.1419666605905,-6.09851803079753,1.21533303217652,Inf,0,0,404686370,"Australia",-571.294250591512,0.000666563117722066
-1.51537731020516,-11.4952384765844,-10.1423509490754,-20.0025753942568,1.25998692337186,Inf,0,0,430933323,"Australia",-571.972945148025,5.22314155600728e-10
-1.49282384984834,-11.4840065987168,-10.1465812318596,-5.2373641293507,1.23467296923858,Inf,0,0,887553127,"Australia",-570.83470195358,0.00148424587379197
-1.52570813883752,-11.4543064168275,-10.1417487576104,-13.0321414080579,1.23250243921249,Inf,0,0,884713704,"Australia",-571.423892020063,9.74306999328336e-07
-1.50167145751359,-11.4519456613678,-10.1418959127145,-4.45789102898203,1.23839051652653,Inf,0,0,459601856,"Australia",-571.120020214576,0.00332255454595371
-1.51078517149976,-11.4790754791452,-10.145436608146,-38.2246089506314,1.24702228829735,Inf,0,0,304000930,"Australia",-571.202265151829,0
-1.52198204170735,-11.4623493936523,-10.1414694869205,-6.25087800746783,1.22804642776113,Inf,0,0,357112537,"Australia",-571.451508950696,0.000541268734652172
-1.48686904494715,-11.4470022744381,-10.1406707851515,-8.22972442219627,1.2308921171862,Inf,0,0,783642262,"Australia",-571.072242570105,7.70410149052311e-05
-1.53307511915087,-11.4960048099239,-10.1352521176158,-20.8838291675552,1.23819956616675,Inf,0,0,792944612,"Australia",-572.883049678565,2.9682160683016e-10
-1.63114895922509,-11.4339796216993,-10.138243233712,-2.43167207097672,1.27232163370696,Inf,0,0,407953001,"Australia",-572.450970529403,0.0388837804040296
-1.58178634645006,-11.4438600988709,-10.1390752631895,-2.64910014850975,1.2170710847012,Inf,0,0,895981097,"Australia",-571.49877115303,0.0334311367873264
-1.51764803899482,-11.4660143079082,-10.1453536455109,-5.85430840275816,1.21833475311065,Inf,0,0,661003240,"Australia",-570.94337550445,0.000709852737047216
-1.50956946522532,-11.4335102016033,-10.1390611279357,-27.2033102779181,1.23569290755523,Inf,0,0,382401563,"Australia",-571.367940387655,6.50613702521838e-13
-1.5129984007993,-11.464986928805,-10.1384473557964,-22.4307749585609,1.23731741557723,Inf,0,0,86598079,"Australia",-571.794907602463,8.17747860770958e-11
-1.51852665859861,-11.4741752066676,-10.1375755441504,-8.63072200048298,1.23808737649008,Inf,0,0,802067525,"Australia",-572.083277645287,7.54837222451892e-05
-1.5211655916029,-11.4631484290226,-10.1384588509157,-13.0329704430068,1.22867085710968,Inf,0,0,67553297,"Australia",-571.814631385329,7.94556343134833e-07
-1.5124893898794,-11.4582157595329,-10.1363799236319,-6.55164797505208,1.22518106874007,Inf,0,0,845438724,"Australia",-571.890643260652,0.000510505009829394
-1.5304965240277,-11.4469378097044,-10.140576685903,-14.104406846898,1.22793328772364,Inf,0,0,857389532,"Australia",-571.533115539609,2.48590005377392e-07
-1.51399683266289,-11.4831987264419,-10.140425981583,-15.7769179535144,1.24816568392179,Inf,0,0,210635358,"Australia",-571.880299180507,5.825323327306e-08
-1.5087570975194,-11.4468051362329,-10.1454779288506,-5.51988471452161,1.25490909628052,Inf,0,0,883670223,"Australia",-570.947997140678,0.000913775339387085
-1.50503064099694,-11.4795539099907,-10.1472093900061,-9.37090191132012,1.23517479958778,Inf,0,0,951588202,"Australia",-570.837855014566,1.82551041200167e-05
-1.52677964861803,-11.4607309241888,-10.1442096194941,-20.7111589970397,1.23071780134359,Inf,0,0,1002913385,"Australia",-571.212138743782,3.50797535074112e-10
-1.50598210537229,-11.4658335594434,-10.139433032412,-17.1639588650068,1.23833752748791,Inf,0,0,47881846,"Australia",-571.612969745496,1.2000704244441e-08
-1.52696662410314,-11.4694502354174,-10.1353615434852,-9.4599284916305,1.23371707141676,Inf,0,0,256073864,"Australia",-572.400135059237,2.2019801267928e-05
-1.5215464947286,-11.4675106114582,-10.1393157971907,-4.99791738506443,1.24143485035262,Inf,0,0,527029541,"Australia",-571.862383395493,0.00284537734765884
-1.54797270393472,-11.4583722547145,-10.1347789661094,-10.7240729723164,1.25375513680435,Inf,0,0,303453160,"Australia",-572.951275075497,6.94217055392878e-06
-1.49766842886449,-11.4790982575305,-10.1456510593218,-12.2766290222798,1.23681229948182,Inf,0,0,779048893,"Australia",-570.944300655236,1.80371420985254e-06
-1.59679193561483,-11.419564682049,-10.1411203644873,-2.50382035260987,1.24495721344339,Inf,0,0,67804309,"Australia",-571.185018091391,0.0332965313136121
-1.60491552497078,-11.3950671745255,-10.1389839733323,-2.58654864414917,1.25219286621196,Inf,0,0,233422703,"Australia",-571.586249667384,0.0253090439088723
-1.54197570038155,-11.4611711335286,-10.1387631905302,-14.6833520679041,1.23054313926776,Inf,0,0,175922001,"Australia",-572.10984489063,1.64038577812611e-07
-1.52086474704972,-11.4683636458618,-10.1423022835525,-13.3443775830392,1.24591276248197,Inf,0,0,179600459,"Australia",-571.557453696781,5.53439013705856e-07
-1.48509093658908,-11.4300708690761,-10.1444855807067,-7.58869461799181,1.24120852838412,Inf,0,0,215706591,"Australia",-570.578684275382,0.000126152949290773
-1.47992843404181,-11.4543633652587,-10.1471843798413,-9.63277246609865,1.224796158039,Inf,0,0,975419745,"Australia",-570.352129220416,2.35861553079076e-05
-1.51034331622756,-11.4717997566072,-10.1390023444058,-6.16548305150909,1.24035692477942,Inf,0,0,298426479,"Australia",-571.795239333316,0.000778187688910156
-1.47702780421906,-11.4567180735844,-10.1489176961055,-13.4049279532398,1.24647917094003,Inf,0,0,767179673,"Australia",-570.346657804354,3.22541284040856e-07
-1.52430563617094,-11.4679926598108,-10.138463951359,-7.95573895494673,1.24151355953982,Inf,0,0,509259357,"Australia",-572.017280544353,0.000137149643721743
-1.50717541680877,-11.4591252540301,-10.1419482791722,-9.78509545937071,1.25271199171155,Inf,0,0,528504652,"Australia",-571.412872734583,1.75015810807349e-05
-1.49713370835212,-11.4529422040526,-10.1397724821511,-9.51135964354964,1.24079624179714,Inf,0,0,315234423,"Australia",-571.381624874802,1.91583441984714e-05
-1.50406634003862,-11.4395115804108,-10.1444035538693,-7.61866100913691,1.24202082631565,Inf,0,0,180219211,"Australia",-570.810772496343,0.000102847862632344
-1.53039497760784,-11.485906299077,-10.1384555929292,-14.009596012661,1.22925024926057,Inf,0,0,114113361,"Australia",-572.217746527764,2.38705898561778e-07
-1.51503658641656,-11.4543262255373,-10.1402264173896,-28.515308653996,1.23554061592339,Inf,0,0,770422349,"Australia",-571.480551201937,8.99970946774196e-14
-1.49818987415358,-11.4757457215996,-10.1458097320369,-10.4202289015608,1.22916292489836,Inf,0,0,119589201,"Australia",-570.839891104997,1.03281595597771e-05
-1.50274336590367,-11.4609024030005,-10.1432367981952,-9.77726997235746,1.22983740143327,Inf,0,0,1028470581,"Australia",-571.021326258012,2.19661872951888e-05
-1.52519568767079,-11.4776760086853,-10.1376164371184,-7.13210784970115,1.23840466120878,Inf,0,0,790253077,"Australia",-572.217211343687,0.000186171193607785
-1.51274450445837,-11.4484466873511,-10.1442766800003,-3.02656176619897,1.2301236503696,Inf,0,0,782870747,"Australia",-570.560193735476,0.013811888073189
-1.66159339888474,-11.4281765013588,-10.1422845367362,-2.10391147792407,1.20494363854506,Inf,0,0,891375621,"Australia",-571.155780425109,0.0386459836578681
-1.48121819245316,-11.4619463767177,-10.1396648626574,-13.9379774782984,1.2459518841996,Inf,0,0,67721482,"Australia",-571.427638060984,2.5529845252884e-07
-1.49623218781264,-11.4848221947693,-10.1437644127224,-4.37136560103546,1.23270148819735,Inf,0,0,448744103,"Australia",-571.153380812519,0.00444063056834878
-1.50961939291737,-11.4477250798722,-10.1426916392533,-9.2874191678217,1.22004548175105,Inf,0,0,1054827438,"Australia",-570.981075446312,3.80603653142146e-05
-1.49722130603703,-11.4696677616166,-10.1455028153167,-20.4422725448109,1.24755291245502,Inf,0,0,742533742,"Australia",-570.963070322288,4.04901833599239e-10
-1.5120822544901,-11.4769380209096,-10.1407963953818,-9.57654244674164,1.21333292441169,Inf,0,0,218752956,"Australia",-571.492040880906,2.3939881012344e-05
-1.4947762782102,-11.4778971799078,-10.1480481070941,-12.7203964457023,1.23900643406424,Inf,0,0,998723284,"Australia",-570.670979037194,7.1849904227156e-07
-1.52391434814518,-11.4455897174922,-10.1378353288387,-15.7414775170759,1.24458576419453,Inf,0,0,178202744,"Australia",-571.888342966527,5.7561279259324e-08
-1.51054440660479,-11.4983932446012,-10.1466308985016,-3.72993533048188,1.24042488164889,Inf,0,0,990997315,"Australia",-571.132765118345,0.0058783061585717
-1.51304068646422,-11.4756526404447,-10.1442617461588,-15.0844049074052,1.23442841925908,Inf,0,0,844404993,"Australia",-571.200965931332,8.75227440088663e-08
-1.5341855717527,-11.4680031993639,-10.1431367090448,-3.17545670825741,1.24413042402414,Inf,0,0,171924661,"Australia",-571.299314495446,0.014944701663
-1.48327109549135,-11.4681246977989,-10.1481237084337,-6.08736445041476,1.25028993855288,Inf,0,0,910154293,"Australia",-570.603577224714,0.000922529043168528
-1.51651960884293,-11.4616729400014,-10.1418906167683,-8.78728660729905,1.25493729026604,Inf,0,0,506280865,"Australia",-571.586693476475,5.80155805079e-05
-1.48322345284292,-11.4707477865717,-10.1474926499198,-19.4563123481295,1.217328923842,Inf,0,0,286802352,"Australia",-570.452249377761,7.3804214016811e-10
-1.5587398641287,-11.4736726877048,-10.1388730060706,-2.63670152641886,1.23604147726592,Inf,0,0,140918947,"Australia",-571.638265809015,0.0269082534215619
-1.51677235180474,-11.4855607996882,-10.1433702924737,-21.7453248593033,1.21154509578046,Inf,0,0,662474851,"Australia",-571.340010391849,8.68643889408351e-11
-1.50111381591791,-11.4822136126905,-10.1455827636072,-18.2751746773179,1.23063411606321,Inf,0,0,341914069,"Australia",-570.969097054322,5.35433723263218e-09
-1.55593662243359,-11.4382924530849,-10.1319392386735,-12.9541519059167,1.24926110442072,Inf,0,0,181456818,"Australia",-573.231820072957,8.06530017523462e-07
-1.50155537566242,-11.462278714304,-10.1401252644529,-18.9062219776293,1.22956507145548,Inf,0,0,197366972,"Australia",-571.382543327639,1.54477432862992e-09
-1.51963828847229,-11.4854171462994,-10.1430008541603,-10.3895224877849,1.24514362512322,Inf,0,0,444318823,"Australia",-571.642369242098,7.1527434797393e-06
-1.48098005056817,-11.4488247593764,-10.1462254475259,-7.75362299126441,1.22888627283263,Inf,0,0,685824525,"Australia",-570.431709799183,0.000146404641964695
-1.52093076978449,-11.5027071262521,-10.1479505387657,-4.73255825624258,1.22313558712497,Inf,0,0,843869728,"Australia",-571.122664183462,0.00327066573061661
-1.55104848208726,-11.4733694551925,-10.1372054870223,-24.6633443138394,1.23650562844844,Inf,0,0,512832193,"Australia",-572.676153539108,4.70033934497479e-12
-1.48905135318981,-11.4685218000488,-10.1500085570283,-10.4305632900132,1.23451965666602,Inf,0,0,927997466,"Australia",-570.301387728922,1.3139368470596e-05
-1.60310727662547,-11.4556853419471,-10.1404027354479,-2.4864457778433,1.2541301433706,Inf,0,0,1064478031,"Australia",-571.772673233517,0.0378579251666161
-1.50160641898015,-11.492155310047,-10.1448116415634,-7.22123290287522,1.22925127882037,Inf,0,0,96226808,"Australia",-571.160824443097,0.000138973006706
-1.50785058869713,-11.434421620457,-10.1346054795219,-7.42099878550783,1.2411040885209,Inf,0,0,675466413,"Australia",-571.953719330141,0.000177288904565529
-1.54166935512008,-11.4690477928221,-10.1397133884032,-6.28634793064932,1.22190197725844,Inf,0,0,386526798,"Australia",-572.018363049381,0.000688465730925399
-1.535533505698,-11.4663145862392,-10.139391551716,-17.4942082781044,1.23523385297635,Inf,0,0,276567879,"Australia",-572.007947238956,6.55362875635596e-09
-1.49928613627811,-11.4700683505721,-10.1434031596976,-11.7631056862297,1.23705687111385,Inf,0,0,394263800,"Australia",-571.115880195037,2.60403661916849e-06
-1.54542338484534,-11.4910376422268,-10.1443157018602,-9.64942116422981,1.2670266877736,Inf,0,0,608446868,"Australia",-572.328090630686,1.99208541999649e-05
-1.57477618725449,-11.4384891947575,-10.1419191808039,-2.53336322122643,1.23909511234246,Inf,0,0,1032658074,"Australia",-570.927839342636,0.028492401720699
-1.5260814713018,-11.4887351554539,-10.1259677056476,-11.0299644649721,1.23913456835794,Inf,0,0,510331776,"Australia",-574.010194523187,6.92463267161746e-06
-1.57166536420094,-11.4303549430501,-10.1375669701957,-2.61013974808818,1.24690257417735,Inf,0,0,911061279,"Australia",-571.511860368465,0.0229636159641602
-1.49302831757959,-11.489937824005,-10.1478347748209,-13.5230711339605,1.2344205473934,Inf,0,0,408760665,"Australia",-570.769838417364,3.89441095768925e-07
-1.49176575809468,-11.4726279439882,-10.1494956090447,-16.978365481669,1.22762166035334,Inf,0,0,48629728,"Australia",-570.364242488478,1.06059239376164e-08
-1.52222861116857,-11.4397966966833,-10.1409805272484,-5.13068210846716,1.24252295477881,Inf,0,0,184707144,"Australia",-571.405365083894,0.00186954270082492
-1.51515947613867,-11.4914065538744,-10.1383702719689,-5.85041134827299,1.22276633595796,Inf,0,0,836913197,"Australia",-572.029226032319,0.000848411956820813
-1.48935373856097,-11.470185452238,-10.1410100419952,-7.44613369191456,1.21894217106955,Inf,0,0,269745618,"Australia",-571.206958534263,0.00013003823403402
-1.5287006988333,-11.4328808685268,-10.1348987500783,-6.40397318057688,1.27392934992056,Inf,0,0,22001931,"Australia",-572.645541722614,0.000643575881345015
-1.51908201578603,-11.4776740470856,-10.1431233640092,-15.7274427128747,1.24732913355736,Inf,0,0,903318307,"Australia",-571.556305931522,3.14577994648338e-08
-1.53269929959499,-11.4532845591048,-10.1347658179344,-9.9660954794721,1.23614374621435,Inf,0,0,815106436,"Australia",-572.413214378885,1.44453234765153e-05
-1.49962449345189,-11.4773803513154,-10.1495801114605,-4.34157071121014,1.24760778039819,Inf,0,0,630344086,"Australia",-570.609803946607,0.00507245081260298
-1.50644381798281,-11.4871502756218,-10.1446241051131,-10.6419770802984,1.22643534909222,Inf,0,0,690949942,"Australia",-571.156222780284,7.49549929920217e-06
-1.5119455570054,-11.4798706886233,-10.1426872656268,-5.63510010160445,1.24054722082938,Inf,0,0,625157776,"Australia",-571.465660827296,0.000721602002914931
