"alpha","tau","beta1","beta2","beta3","beta.sd","omega","rho","FOI.0","I.0","LogLik","seLogLik","seed"
-0.0459462787817023,-41.25130830956,-14.9328188886948,-23.3494563955028,-9.75706857831744,-1.27519363470055,1.05514609779909,Inf,0,0,-554.470446088352,0.702387019214513,695094083
