Date,Open,High,Low,Close,Volume,Adj Close
2016-04-14,754.01001,757.309998,752.705017,753.200012,1131000,753.200012
2016-04-13,749.159973,754.380005,744.260986,751.719971,1707100,751.719971
2016-04-12,738.00,743.830017,731.01001,743.090027,1349700,743.090027
2016-04-11,743.02002,745.00,736.049988,736.099976,1211800,736.099976
2016-04-08,743.969971,745.450012,735.549988,739.150024,1285800,739.150024
2016-04-07,745.369995,747.00,736.280029,740.280029,1429500,740.280029
2016-04-06,735.77002,746.23999,735.559998,745.690002,1050200,745.690002
2016-04-05,738.00,742.799988,735.369995,737.799988,1129800,737.799988
2016-04-04,750.059998,752.799988,742.429993,745.289978,1134200,745.289978
2016-04-01,738.599976,750.340027,737.00,749.909973,1574900,749.909973
2016-03-31,749.25,750.849976,740.940002,744.950012,1712400,744.950012
2016-03-30,750.099976,757.880005,748.73999,750.530029,1781000,750.530029
2016-03-29,734.590027,747.25,728.76001,744.77002,1902100,744.77002
2016-03-28,736.789978,738.98999,732.50,733.530029,1299800,733.530029
2016-03-24,732.01001,737.747009,731.00,735.299988,1564800,735.299988
2016-03-23,742.359985,745.719971,736.150024,738.059998,1421900,738.059998
2016-03-22,737.460022,745.00,737.460022,740.75,1264400,740.75
2016-03-21,736.50,742.50,733.515991,742.090027,1831800,742.090027
2016-03-18,741.859985,742.00,731.830017,737.599976,2796400,737.599976
2016-03-17,736.450012,743.070007,736.00,737.780029,1856800,737.780029
2016-03-16,726.369995,737.469971,724.51001,736.090027,1572300,736.090027
2016-03-15,726.919983,732.289978,724.77002,728.330017,1720100,728.330017
2016-03-14,726.809998,735.50,725.150024,730.48999,1716900,730.48999
2016-03-11,720.00,726.919983,717.125,726.820007,1963900,726.820007
2016-03-10,708.119995,716.440002,703.359985,712.820007,2829400,712.820007
2016-03-09,698.469971,705.679993,694.00,705.23999,1418700,705.23999
2016-03-08,688.590027,703.789978,685.340027,693.969971,2063400,693.969971
2016-03-07,706.900024,708.091003,686.900024,695.159973,2985100,695.159973
2016-03-04,714.98999,716.48999,706.02002,710.890015,1967900,710.890015
2016-03-03,718.679993,719.450012,706.02002,712.419983,1956800,712.419983
2016-03-02,719.00,720.00,712.00,718.849976,1627800,718.849976
2016-03-01,703.619995,718.809998,699.77002,718.809998,2147400,718.809998
2016-02-29,700.320007,710.890015,697.679993,697.77002,2280300,697.77002
2016-02-26,708.580017,713.429993,700.859985,705.070007,2240000,705.070007
2016-02-25,700.01001,705.97998,690.585022,705.75,1631900,705.75
2016-02-24,688.919983,700.00,680.780029,699.559998,1958600,699.559998
2016-02-23,701.450012,708.400024,693.580017,695.849976,1999700,695.849976
2016-02-22,707.450012,713.23999,702.51001,706.460022,1946100,706.460022
2016-02-19,695.030029,703.080994,694.049988,700.909973,1582300,700.909973
2016-02-18,710.00,712.349976,696.030029,697.349976,1859100,697.349976
2016-02-17,698.090027,709.75,691.380005,708.400024,2490000,708.400024
2016-02-16,692.97998,698.00,685.049988,691.00,2520000,691.00
2016-02-12,690.26001,693.75,678.599976,682.400024,2141400,682.400024
2016-02-11,675.00,689.349976,668.867981,683.109985,3024000,683.109985
2016-02-10,686.859985,701.309998,682.130005,684.119995,2638000,684.119995
2016-02-09,672.320007,699.900024,668.77002,678.109985,3608900,678.109985
2016-02-08,667.849976,684.030029,663.059998,682.73999,4247400,682.73999
2016-02-05,703.869995,703.98999,680.150024,683.570007,5105700,683.570007
2016-02-04,722.809998,727.00,701.859985,708.01001,5168700,708.01001
2016-02-03,770.219971,774.50,720.50,726.950012,6171000,726.950012
2016-02-02,784.50,789.869995,764.650024,764.650024,6348100,764.650024
2016-02-01,750.460022,757.859985,743.27002,752.00,5139200,752.00
2016-01-29,731.530029,744.98999,726.799988,742.950012,3474300,742.950012
2016-01-28,722.219971,733.690002,712.349976,730.960022,2676400,730.960022
2016-01-27,713.669983,718.234985,694.390015,699.98999,2194200,699.98999
2016-01-26,713.849976,718.280029,706.47998,713.039978,1331700,713.039978
2016-01-25,723.580017,729.679993,710.01001,711.669983,1711700,711.669983
2016-01-22,723.599976,728.130005,720.120972,725.25,2011800,725.25
2016-01-21,702.179993,719.190002,694.460022,706.590027,2412200,706.590027
2016-01-20,688.609985,706.849976,673.26001,698.450012,3445000,698.450012
2016-01-19,703.299988,709.97998,693.409973,701.789978,2268100,701.789978
2016-01-15,692.289978,706.73999,685.369995,694.450012,3592400,694.450012
2016-01-14,705.380005,721.924988,689.099976,714.719971,2225800,714.719971
2016-01-13,730.849976,734.73999,698.609985,700.559998,2501700,700.559998
2016-01-12,721.679993,728.75,717.317017,726.070007,2024500,726.070007
2016-01-11,716.609985,718.85498,703.539978,716.030029,2090600,716.030029
2016-01-08,731.450012,733.22998,713.00,714.469971,2450900,714.469971
2016-01-07,730.309998,738.50,719.059998,726.390015,2963700,726.390015
2016-01-06,730.00,747.179993,728.919983,743.619995,1947000,743.619995
2016-01-05,746.450012,752.00,738.640015,742.580017,1950700,742.580017
2016-01-04,743.00,744.059998,731.257996,741.840027,3272800,741.840027
2015-12-31,769.50,769.50,758.340027,758.880005,1489600,758.880005
2015-12-30,776.599976,777.599976,766.900024,771.00,1293300,771.00
2015-12-29,766.690002,779.97998,766.429993,776.599976,1765000,776.599976
2015-12-28,752.919983,762.98999,749.52002,762.51001,1515300,762.51001
2015-12-24,749.549988,751.349976,746.619995,748.400024,527200,748.400024
2015-12-23,753.469971,754.210022,744.00,750.309998,1565900,750.309998
2015-12-22,751.650024,754.849976,745.530029,750.00,1365400,750.00
2015-12-21,746.130005,750.00,740.00,747.77002,1525700,747.77002
2015-12-18,746.51001,754.130005,738.150024,739.309998,3148700,739.309998
2015-12-17,762.419983,762.679993,749.00,749.429993,1553400,749.429993
2015-12-16,750.00,760.590027,739.434998,758.090027,1993300,758.090027
2015-12-15,753.00,758.080017,743.01001,743.400024,2666200,743.400024
2015-12-14,741.789978,748.72998,724.169983,747.77002,2412500,747.77002
2015-12-11,741.159973,745.710022,736.75,738.869995,2224400,738.869995
2015-12-10,752.849976,755.849976,743.830017,749.460022,1984900,749.460022
2015-12-09,759.169983,764.22998,737.000977,751.609985,2700000,751.609985
2015-12-08,757.890015,764.799988,754.200012,762.369995,1829500,762.369995
2015-12-07,767.77002,768.72998,755.090027,763.25,1812300,763.25
2015-12-04,753.099976,768.48999,750.00,766.809998,2757300,766.809998
2015-12-03,766.01001,768.994995,745.630005,752.539978,2590600,752.539978
2015-12-02,768.900024,775.955017,758.960022,762.380005,2230400,762.380005
2015-12-01,747.109985,768.950012,746.700012,767.039978,2134600,767.039978
2015-11-30,748.809998,754.929993,741.27002,742.599976,2097600,742.599976
2015-11-27,748.460022,753.409973,747.48999,750.26001,838500,750.26001
2015-11-25,748.140015,752.00,746.059998,748.150024,1122100,748.150024
2015-11-24,752.00,755.278992,737.630005,748.280029,2333100,748.280029
2015-11-23,757.450012,762.708008,751.820007,755.97998,1414500,755.97998
2015-11-20,746.530029,757.919983,743.00,756.599976,2212300,756.599976
2015-11-19,738.73999,742.00,737.429993,738.409973,1327100,738.409973
2015-11-18,727.580017,741.409973,727.00,740.00,1684300,740.00
2015-11-17,729.289978,731.844971,723.026978,725.299988,1510900,725.299988
2015-11-16,715.599976,729.48999,711.330017,728.960022,1905900,728.960022
2015-11-13,729.169983,731.150024,716.72998,717.00,2075500,717.00
2015-11-12,731.00,737.799988,728.64502,731.22998,1837200,731.22998
2015-11-11,732.460022,741.00,730.22998,735.400024,1366400,735.400024
2015-11-10,724.400024,730.590027,718.50,728.320007,1608000,728.320007
2015-11-09,730.200012,734.710022,719.429993,724.890015,2069800,724.890015
2015-11-06,731.50,735.409973,727.01001,733.76001,1511600,733.76001
2015-11-05,729.469971,739.47998,729.469971,731.25,1861600,731.25
2015-11-04,722.00,733.099976,721.900024,728.109985,1706700,728.109985
2015-11-03,718.859985,724.650024,714.719971,722.159973,1565400,722.159973
2015-11-02,711.059998,721.619995,705.849976,721.109985,1886300,721.109985
