 YYYY,  MM,  DD, YYYYMMDD, WODC_Format , DOY ,  Hour ,  Total_Ozone ,  Wavelength  ,  Kind_of_Obs.
 1963,  12,  04, 19631204, 2900377   ,339  ,  5    ,    377       ,     AD       ,  Direct_Sun  
 1963,  12,  05, 19631205, 2733383   ,340  ,  3    ,    383       ,     CC       ,  Zenith_Cloud
 1963,  12,  06, 19631206, 2100365   ,340  , 21    ,    365       ,     AD       ,  Direct_Sun  
 1963,  12,  07, 19631207, 2700364   ,342  ,  3    ,    364       ,     AD       ,  Direct_Sun  
 1963,  12,  08, 19631208, 2700358   ,343  ,  3    ,    358       ,     AD       ,  Direct_Sun  
 1963,  12,  09, 19631209, 2735349   ,344  ,  3    ,    349       ,     CC       ,  Zenith_Cloud
 1963,  12,  10, 19631210, 2133353   ,344  , 21    ,    353       ,     CC       ,  Zenith_Cloud
 1963,  12,  11, 19631211, 2133336   ,345  , 21    ,    336       ,     CC       ,  Zenith_Cloud
 1963,  12,  12, 19631212, 2133318   ,346  , 21    ,    318       ,     CC       ,  Zenith_Cloud
 1963,  12,  13, 19631213, 2436334   ,348  ,  0    ,    334       ,     CC       ,  Zenith_Cloud
 1963,  12,  14, 19631214, 2135332   ,348  , 21    ,    332       ,     CC       ,  Zenith_Cloud
 1963,  12,  15, 19631215, 2435339   ,350  ,  0    ,    339       ,     CC       ,  Zenith_Cloud
 1963,  12,  16, 19631216, 2135341   ,350  , 21    ,    341       ,     CC       ,  Zenith_Cloud
 1963,  12,  17, 19631217, 2436339   ,352  ,  0    ,    339       ,     CC       ,  Zenith_Cloud
 1963,  12,  18, 19631218, 2132347   ,352  , 21    ,    347       ,     CC       ,  Zenith_Blue 
 1963,  12,  19, 19631219, 2100361   ,353  , 21    ,    361       ,     AD       ,  Direct_Sun  
 1963,  12,  20, 19631220, 2436353   ,355  ,  0    ,    353       ,     CC       ,  Zenith_Cloud
 1963,  12,  21, 19631221, 2433333   ,356  ,  0    ,    333       ,     CC       ,  Zenith_Cloud
 1963,  12,  22, 19631222, 2135329   ,356  , 21    ,    329       ,     CC       ,  Zenith_Cloud
 1963,  12,  23, 19631223, 2735344   ,358  ,  3    ,    344       ,     CC       ,  Zenith_Cloud
 1963,  12,  24, 19631224, 2736342   ,359  ,  3    ,    342       ,     CC       ,  Zenith_Cloud
 1963,  12,  25, 19631225, 2336341   ,359  , 23    ,    341       ,     CC       ,  Zenith_Cloud
 1963,  12,  26, 19631226, 2700320   ,361  ,  3    ,    320       ,     AD       ,  Direct_Sun  
 1963,  12,  27, 19631227, 2200336   ,361  , 22    ,    336       ,     AD       ,  Direct_Sun  
 1963,  12,  28, 19631228, 2434343   ,363  ,  0    ,    343       ,     CC       ,  Zenith_Cloud
 1963,  12,  29, 19631229, 2100335   ,363  , 21    ,    335       ,     AD       ,  Direct_Sun  
 1963,  12,  30, 19631230, 2435316   ,365  ,  0    ,    316       ,     CC       ,  Zenith_Cloud
 1963,  12,  31, 19631231, 2400309   ,366  ,  0    ,    309       ,     AD       ,  Direct_Sun  
 1964,  01,  01, 19640101, 2133309   ,  1  , 21    ,    309       ,     CC       ,  Zenith_Cloud
 1964,  01,  02, 19640102, 2736314   ,  3  ,  3    ,    314       ,     CC       ,  Zenith_Cloud
 1964,  01,  03, 19640103, 2136318   ,  3  , 21    ,    318       ,     CC       ,  Zenith_Cloud
 1964,  01,  04, 19640104, 2136315   ,  4  , 21    ,    315       ,     CC       ,  Zenith_Cloud
 1964,  01,  05, 19640105, 2135308   ,  5  , 21    ,    308       ,     CC       ,  Zenith_Cloud
 1964,  01,  06, 19640106, 2435319   ,  7  ,  0    ,    319       ,     CC       ,  Zenith_Cloud
 1964,  01,  07, 19640107, 2135317   ,  7  , 21    ,    317       ,     CC       ,  Zenith_Cloud
 1964,  01,  10, 19640110, 2400291   , 11  ,  0    ,    291       ,     AD       ,  Direct_Sun  
 1964,  01,  11, 19640111, 2400293   , 12  ,  0    ,    293       ,     AD       ,  Direct_Sun  
 1964,  01,  12, 19640112, 2100305   , 12  , 21    ,    305       ,     AD       ,  Direct_Sun  
 1964,  01,  13, 19640113, 2436309   , 14  ,  0    ,    309       ,     CC       ,  Zenith_Cloud
 1964,  01,  14, 19640114, 2132302   , 14  , 21    ,    302       ,     CC       ,  Zenith_Blue 
 1964,  01,  15, 19640115, 2435308   , 16  ,  0    ,    308       ,     CC       ,  Zenith_Cloud
 1964,  01,  16, 19640116, 2435304   , 17  ,  0    ,    304       ,     CC       ,  Zenith_Cloud
 1964,  01,  17, 19640117, 2136312   , 17  , 21    ,    312       ,     CC       ,  Zenith_Cloud
 1964,  01,  18, 19640118, 2435314   , 19  ,  0    ,    314       ,     CC       ,  Zenith_Cloud
 1964,  01,  19, 19640119, 2135314   , 19  , 21    ,    314       ,     CC       ,  Zenith_Cloud
 1964,  01,  20, 19640120, 2035304   , 20  , 20    ,    304       ,     CC       ,  Zenith_Cloud
 1964,  01,  21, 19640121, 2100294   , 21  , 21    ,    294       ,     AD       ,  Direct_Sun  
 1964,  01,  22, 19640122, 2700297   , 23  ,  3    ,    297       ,     AD       ,  Direct_Sun  
 1964,  01,  23, 19640123, 2100310   , 23  , 21    ,    310       ,     AD       ,  Direct_Sun  
 1964,  01,  24, 19640124, 2400299   , 25  ,  0    ,    299       ,     AD       ,  Direct_Sun  
 1964,  01,  25, 19640125, 2100298   , 25  , 21    ,    298       ,     AD       ,  Direct_Sun  
 1964,  01,  26, 19640126, 2136293   , 26  , 21    ,    293       ,     CC       ,  Zenith_Cloud
 1964,  01,  27, 19640127, 2400294   , 28  ,  0    ,    294       ,     AD       ,  Direct_Sun  
 1964,  01,  28, 19640128, 2132280   , 28  , 21    ,    280       ,     CC       ,  Zenith_Blue 
 1964,  01,  29, 19640129, 2732276   , 30  ,  3    ,    276       ,     CC       ,  Zenith_Blue 
 1964,  01,  30, 19640130, 2732275   , 31  ,  3    ,    275       ,     CC       ,  Zenith_Blue 
 1964,  01,  31, 19640131, 2400275   , 32  ,  0    ,    275       ,     AD       ,  Direct_Sun  
 1964,  02,  01, 19640201, 2135268   , 32  , 21    ,    268       ,     CC       ,  Zenith_Cloud
 1964,  02,  02, 19640202, 2533267   , 34  ,  1    ,    267       ,     CC       ,  Zenith_Cloud
 1964,  02,  03, 19640203, 2120272   , 34  , 21    ,    272       ,     CD       ,  Direct_Sun  
 1964,  02,  04, 19640204, 2732258   , 36  ,  3    ,    258       ,     CC       ,  Zenith_Blue 
 1964,  02,  05, 19640205, 2120261   , 36  , 21    ,    261       ,     CD       ,  Direct_Sun  
 1964,  02,  06, 19640206, 2420268   , 38  ,  0    ,    268       ,     CD       ,  Direct_Sun  
 1964,  02,  07, 19640207, 2432256   , 39  ,  0    ,    256       ,     CC       ,  Zenith_Blue 
 1964,  02,  08, 19640208, 2132256   , 39  , 21    ,    256       ,     CC       ,  Zenith_Blue 
 1964,  02,  09, 19640209, 2120267   , 40  , 21    ,    267       ,     CD       ,  Direct_Sun  
 1964,  02,  10, 19640210, 2120268   , 41  , 21    ,    268       ,     CD       ,  Direct_Sun  
 1964,  02,  11, 19640211, 2120269   , 42  , 21    ,    269       ,     CD       ,  Direct_Sun  
 1964,  02,  12, 19640212, 2720263   , 44  ,  3    ,    263       ,     CD       ,  Direct_Sun  
 1964,  02,  13, 19640213, 2433250   , 45  ,  0    ,    250       ,     CC       ,  Zenith_Cloud
 1964,  02,  14, 19640214, 2435249   , 46  ,  0    ,    249       ,     CC       ,  Zenith_Cloud
 1964,  02,  15, 19640215, 2732244   , 47  ,  3    ,    244       ,     CC       ,  Zenith_Blue 
 1964,  02,  16, 19640216, 2760258   , 48  ,  3    ,    258       ,     CDFI     ,  Direct_Sun  
 1964,  02,  20, 19640220, 2260313   , 51  , 22    ,    313       ,     CDFI     ,  Direct_Sun  
 1964,  02,  21, 19640221, 2760309   , 53  ,  3    ,    309       ,     CDFI     ,  Direct_Sun  
 1964,  02,  22, 19640222, 2460306   , 54  ,  0    ,    306       ,     CDFI     ,  Direct_Sun  
 1964,  02,  23, 19640223, 2760310   , 55  ,  3    ,    310       ,     CDFI     ,  Direct_Sun  
 1964,  02,  24, 19640224, 2760299   , 56  ,  3    ,    299       ,     CDFI     ,  Direct_Sun  
 1964,  03,  01, 19640301, 2160281   , 61  , 21    ,    281       ,     CDFI     ,  Direct_Sun  
 1964,  04,  27, 19640427, 2661301   ,119  ,  2    ,    301       ,     CDFI     ,  Direct_Moon 
 1964,  04,  28, 19640428, 2161273   ,119  , 21    ,    273       ,     CDFI     ,  Direct_Moon 
 1964,  04,  29, 19640429, 2161310   ,120  , 21    ,    310       ,     CDFI     ,  Direct_Moon 
 1964,  04,  30, 19640430, 2261308   ,121  , 22    ,    308       ,     CDFI     ,  Direct_Moon 
 1964,  05,  01, 19640501, 2861292   ,123  ,  4    ,    292       ,     CDFI     ,  Direct_Moon 
 1964,  05,  02, 19640502, 2861278   ,124  ,  4    ,    278       ,     CDFI     ,  Direct_Moon 
 1964,  05,  24, 19640524, 2961282   ,146  ,  5    ,    282       ,     CDFI     ,  Direct_Moon 
 1964,  05,  25, 19640525, 2561272   ,147  ,  1    ,    272       ,     CDFI     ,  Direct_Moon 
 1964,  05,  26, 19640526, 2661275   ,148  ,  2    ,    275       ,     CDFI     ,  Direct_Moon 
 1964,  05,  31, 19640531, 2361243   ,152  , 23    ,    243       ,     CDFI     ,  Direct_Moon 
 1964,  06,  23, 19640623, 3161252   ,176  ,  7    ,    252       ,     CDFI     ,  Direct_Moon 
 1964,  06,  24, 19640624, 3061255   ,177  ,  6    ,    255       ,     CDFI     ,  Direct_Moon 
 1964,  06,  27, 19640627, 2561255   ,180  ,  1    ,    255       ,     CDFI     ,  Direct_Moon 
 1964,  06,  28, 19640628, 2761262   ,181  ,  3    ,    262       ,     CDFI     ,  Direct_Moon 
 1964,  07,  19, 19640719, 2561288   ,202  ,  1    ,    288       ,     CDFI     ,  Direct_Moon 
 1964,  07,  20, 19640720, 2661274   ,203  ,  2    ,    274       ,     CDFI     ,  Direct_Moon 
 1964,  07,  22, 19640722, 3061274   ,205  ,  6    ,    274       ,     CDFI     ,  Direct_Moon 
 1964,  07,  23, 19640723, 3161275   ,206  ,  7    ,    275       ,     CDFI     ,  Direct_Moon 
 1964,  08,  18, 19640818, 2961252   ,232  ,  5    ,    252       ,     CDFI     ,  Direct_Moon 
 1964,  08,  20, 19640820, 3561240   ,234  , 11    ,    240       ,     CDFI     ,  Direct_Moon 
 1964,  08,  21, 19640821, 2661253   ,235  ,  2    ,    253       ,     CDFI     ,  Direct_Moon 
 1964,  08,  22, 19640822, 2861241   ,236  ,  4    ,    241       ,     CDFI     ,  Direct_Moon 
 1964,  10,  20, 19641020, 2460325   ,295  ,  0    ,    325       ,     CDFI     ,  Direct_Sun  
 1964,  10,  21, 19641021, 2360338   ,295  , 23    ,    338       ,     CDFI     ,  Direct_Sun  
 1964,  10,  22, 19641022, 2260343   ,296  , 22    ,    343       ,     CDFI     ,  Direct_Sun  
 1964,  10,  23, 19641023, 2360330   ,297  , 23    ,    330       ,     CDFI     ,  Direct_Sun  
 1964,  10,  24, 19641024, 2160318   ,298  , 21    ,    318       ,     CDFI     ,  Direct_Sun  
 1964,  10,  26, 19641026, 2234341   ,300  , 22    ,    341       ,     CC       ,  Zenith_Cloud
 1964,  10,  27, 19641027, 2433365   ,302  ,  0    ,    365       ,     CC       ,  Zenith_Cloud
 1964,  10,  28, 19641028, 2332370   ,302  , 23    ,    370       ,     CC       ,  Zenith_Blue 
 1964,  10,  29, 19641029, 2432369   ,304  ,  0    ,    369       ,     CC       ,  Zenith_Blue 
 1964,  10,  30, 19641030, 2232389   ,304  , 22    ,    389       ,     CC       ,  Zenith_Blue 
 1964,  10,  31, 19641031, 2233433   ,305  , 22    ,    433       ,     CC       ,  Zenith_Cloud
 1964,  11,  01, 19641101, 2135422   ,306  , 21    ,    422       ,     CC       ,  Zenith_Cloud
 1964,  11,  02, 19641102, 2435403   ,308  ,  0    ,    403       ,     CC       ,  Zenith_Cloud
 1964,  11,  03, 19641103, 2732425   ,309  ,  3    ,    425       ,     CC       ,  Zenith_Blue 
 1964,  11,  04, 19641104, 2460439   ,310  ,  0    ,    439       ,     CDFI     ,  Direct_Sun  
 1964,  11,  05, 19641105, 2132422   ,310  , 21    ,    422       ,     CC       ,  Zenith_Blue 
 1964,  11,  06, 19641106, 2435400   ,312  ,  0    ,    400       ,     CC       ,  Zenith_Cloud
 1964,  11,  07, 19641107, 2333404   ,312  , 23    ,    404       ,     CC       ,  Zenith_Cloud
 1964,  11,  08, 19641108, 2732429   ,314  ,  3    ,    429       ,     CC       ,  Zenith_Blue 
 1964,  11,  09, 19641109, 2700377   ,315  ,  3    ,    377       ,     AD       ,  Direct_Sun  
 1964,  11,  10, 19641110, 2220429   ,315  , 22    ,    429       ,     CD       ,  Direct_Sun  
 1964,  11,  11, 19641111, 2420410   ,317  ,  0    ,    410       ,     CD       ,  Direct_Sun  
 1964,  11,  12, 19641112, 2720414   ,318  ,  3    ,    414       ,     CD       ,  Direct_Sun  
 1964,  11,  13, 19641113, 2420410   ,319  ,  0    ,    410       ,     CD       ,  Direct_Sun  
 1964,  11,  14, 19641114, 2120394   ,319  , 21    ,    394       ,     CD       ,  Direct_Sun  
 1964,  11,  15, 19641115, 2720413   ,321  ,  3    ,    413       ,     CD       ,  Direct_Sun  
 1964,  11,  16, 19641116, 2700388   ,322  ,  3    ,    388       ,     AD       ,  Direct_Sun  
 1964,  11,  17, 19641117, 2232399   ,322  , 22    ,    399       ,     CC       ,  Zenith_Blue 
 1964,  11,  18, 19641118, 2100391   ,323  , 21    ,    391       ,     AD       ,  Direct_Sun  
 1964,  11,  19, 19641119, 2400368   ,325  ,  0    ,    368       ,     AD       ,  Direct_Sun  
 1964,  11,  20, 19641120, 2100376   ,325  , 21    ,    376       ,     AD       ,  Direct_Sun  
 1964,  11,  21, 19641121, 2400374   ,327  ,  0    ,    374       ,     AD       ,  Direct_Sun  
 1964,  11,  22, 19641122, 2200373   ,327  , 22    ,    373       ,     AD       ,  Direct_Sun  
 1964,  11,  23, 19641123, 2435376   ,329  ,  0    ,    376       ,     CC       ,  Zenith_Cloud
 1964,  11,  24, 19641124, 2700379   ,330  ,  3    ,    379       ,     AD       ,  Direct_Sun  
 1964,  11,  25, 19641125, 2400377   ,331  ,  0    ,    377       ,     AD       ,  Direct_Sun  
 1964,  11,  26, 19641126, 2500376   ,332  ,  1    ,    376       ,     AD       ,  Direct_Sun  
 1964,  11,  27, 19641127, 2700390   ,333  ,  3    ,    390       ,     AD       ,  Direct_Sun  
 1964,  11,  28, 19641128, 2100372   ,333  , 21    ,    372       ,     AD       ,  Direct_Sun  
 1964,  11,  29, 19641129, 2400376   ,335  ,  0    ,    376       ,     AD       ,  Direct_Sun  
 1964,  11,  30, 19641130, 2100363   ,335  , 21    ,    363       ,     AD       ,  Direct_Sun  
 1964,  12,  01, 19641201, 2100363   ,336  , 21    ,    363       ,     AD       ,  Direct_Sun  
 1964,  12,  02, 19641202, 2135379   ,337  , 21    ,    379       ,     CC       ,  Zenith_Cloud
 1964,  12,  03, 19641203, 2700382   ,339  ,  3    ,    382       ,     AD       ,  Direct_Sun  
 1964,  12,  04, 19641204, 2100381   ,339  , 21    ,    381       ,     AD       ,  Direct_Sun  
 1964,  12,  05, 19641205, 2100384   ,340  , 21    ,    384       ,     AD       ,  Direct_Sun  
 1964,  12,  06, 19641206, 2100371   ,341  , 21    ,    371       ,     AD       ,  Direct_Sun  
 1964,  12,  07, 19641207, 2100371   ,342  , 21    ,    371       ,     AD       ,  Direct_Sun  
 1964,  12,  08, 19641208, 2135370   ,343  , 21    ,    370       ,     CC       ,  Zenith_Cloud
 1964,  12,  09, 19641209, 2400364   ,345  ,  0    ,    364       ,     AD       ,  Direct_Sun  
 1964,  12,  11, 19641211, 2400359   ,347  ,  0    ,    359       ,     AD       ,  Direct_Sun  
 1964,  12,  12, 19641212, 2400361   ,348  ,  0    ,    361       ,     AD       ,  Direct_Sun  
 1964,  12,  13, 19641213, 2400336   ,349  ,  0    ,    336       ,     AD       ,  Direct_Sun  
 1964,  12,  14, 19641214, 2100334   ,349  , 21    ,    334       ,     AD       ,  Direct_Sun  
 1964,  12,  15, 19641215, 2200349   ,350  , 22    ,    349       ,     AD       ,  Direct_Sun  
 1964,  12,  16, 19641216, 2100348   ,351  , 21    ,    348       ,     AD       ,  Direct_Sun  
 1964,  12,  17, 19641217, 2400344   ,353  ,  0    ,    344       ,     AD       ,  Direct_Sun  
 1964,  12,  18, 19641218, 2100346   ,353  , 21    ,    346       ,     AD       ,  Direct_Sun  
 1964,  12,  19, 19641219, 2400345   ,355  ,  0    ,    345       ,     AD       ,  Direct_Sun  
 1964,  12,  20, 19641220, 2436348   ,356  ,  0    ,    348       ,     CC       ,  Zenith_Cloud
 1964,  12,  21, 19641221, 2435352   ,357  ,  0    ,    352       ,     CC       ,  Zenith_Cloud
 1964,  12,  22, 19641222, 2100343   ,357  , 21    ,    343       ,     AD       ,  Direct_Sun  
 1964,  12,  23, 19641223, 2136345   ,358  , 21    ,    345       ,     CC       ,  Zenith_Cloud
 1964,  12,  24, 19641224, 2400332   ,360  ,  0    ,    332       ,     AD       ,  Direct_Sun  
 1964,  12,  25, 19641225, 2400331   ,361  ,  0    ,    331       ,     AD       ,  Direct_Sun  
 1964,  12,  26, 19641226, 2200328   ,361  , 22    ,    328       ,     AD       ,  Direct_Sun  
 1964,  12,  27, 19641227, 2135328   ,362  , 21    ,    328       ,     CC       ,  Zenith_Cloud
 1964,  12,  28, 19641228, 2400324   ,364  ,  0    ,    324       ,     AD       ,  Direct_Sun  
 1964,  12,  29, 19641229, 2100321   ,364  , 21    ,    321       ,     AD       ,  Direct_Sun  
 1964,  12,  30, 19641230, 2435323   ,366  ,  0    ,    323       ,     CC       ,  Zenith_Cloud
 1964,  12,  31, 19641231, 2135328   ,366  , 21    ,    328       ,     CC       ,  Zenith_Cloud
 1965,  01,  01, 19650101, 2133329   ,  1  , 21    ,    329       ,     CC       ,  Zenith_Cloud
 1965,  01,  02, 19650102, 2700319   ,  3  ,  3    ,    319       ,     AD       ,  Direct_Sun  
 1965,  01,  03, 19650103, 2100310   ,  3  , 21    ,    310       ,     AD       ,  Direct_Sun  
 1965,  01,  04, 19650104, 2100310   ,  4  , 21    ,    310       ,     AD       ,  Direct_Sun  
 1965,  01,  05, 19650105, 2400312   ,  6  ,  0    ,    312       ,     AD       ,  Direct_Sun  
 1965,  01,  06, 19650106, 2200308   ,  6  , 22    ,    308       ,     AD       ,  Direct_Sun  
 1965,  01,  07, 19650107, 2435301   ,  8  ,  0    ,    301       ,     CC       ,  Zenith_Cloud
 1965,  01,  08, 19650108, 2235300   ,  8  , 22    ,    300       ,     CC       ,  Zenith_Cloud
 1965,  01,  09, 19650109, 2835303   , 10  ,  4    ,    303       ,     CC       ,  Zenith_Cloud
 1965,  01,  10, 19650110, 2135297   , 10  , 21    ,    297       ,     CC       ,  Zenith_Cloud
 1965,  01,  11, 19650111, 2400294   , 12  ,  0    ,    294       ,     AD       ,  Direct_Sun  
 1965,  01,  12, 19650112, 2100297   , 12  , 21    ,    297       ,     AD       ,  Direct_Sun  
 1965,  01,  13, 19650113, 2400299   , 14  ,  0    ,    299       ,     AD       ,  Direct_Sun  
 1965,  01,  14, 19650114, 2435307   , 15  ,  0    ,    307       ,     CC       ,  Zenith_Cloud
 1965,  01,  15, 19650115, 2435301   , 16  ,  0    ,    301       ,     CC       ,  Zenith_Cloud
 1965,  01,  16, 19650116, 2735304   , 17  ,  3    ,    304       ,     CC       ,  Zenith_Cloud
 1965,  01,  17, 19650117, 2400305   , 18  ,  0    ,    305       ,     AD       ,  Direct_Sun  
 1965,  01,  18, 19650118, 2100302   , 18  , 21    ,    302       ,     AD       ,  Direct_Sun  
 1965,  01,  19, 19650119, 2135296   , 19  , 21    ,    296       ,     CC       ,  Zenith_Cloud
 1965,  01,  20, 19650120, 2400299   , 21  ,  0    ,    299       ,     AD       ,  Direct_Sun  
 1965,  01,  21, 19650121, 2435278   , 22  ,  0    ,    278       ,     CC       ,  Zenith_Cloud
 1965,  01,  22, 19650122, 2100270   , 22  , 21    ,    270       ,     AD       ,  Direct_Sun  
 1965,  01,  23, 19650123, 2736291   , 24  ,  3    ,    291       ,     CC       ,  Zenith_Cloud
 1965,  01,  24, 19650124, 2536291   , 25  ,  1    ,    291       ,     CC       ,  Zenith_Cloud
 1965,  01,  25, 19650125, 2220293   , 25  , 22    ,    293       ,     CD       ,  Direct_Sun  
 1965,  01,  26, 19650126, 2436292   , 27  ,  0    ,    292       ,     CC       ,  Zenith_Cloud
 1965,  01,  27, 19650127, 2420294   , 28  ,  0    ,    294       ,     CD       ,  Direct_Sun  
 1965,  01,  28, 19650128, 2720295   , 29  ,  3    ,    295       ,     CD       ,  Direct_Sun  
 1965,  01,  29, 19650129, 2420301   , 30  ,  0    ,    301       ,     CD       ,  Direct_Sun  
 1965,  01,  30, 19650130, 2135296   , 30  , 21    ,    296       ,     CC       ,  Zenith_Cloud
 1965,  02,  01, 19650201, 2420294   , 33  ,  0    ,    294       ,     CD       ,  Direct_Sun  
 1965,  02,  02, 19650202, 2720292   , 34  ,  3    ,    292       ,     CD       ,  Direct_Sun  
 1965,  02,  03, 19650203, 2435275   , 35  ,  0    ,    275       ,     CC       ,  Zenith_Cloud
 1965,  02,  04, 19650204, 2435271   , 36  ,  0    ,    271       ,     CC       ,  Zenith_Cloud
 1965,  02,  05, 19650205, 2736260   , 37  ,  3    ,    260       ,     CC       ,  Zenith_Cloud
 1965,  02,  06, 19650206, 2435255   , 38  ,  0    ,    255       ,     CC       ,  Zenith_Cloud
 1965,  02,  07, 19650207, 2735265   , 39  ,  3    ,    265       ,     CC       ,  Zenith_Cloud
 1965,  02,  08, 19650208, 2135261   , 39  , 21    ,    261       ,     CC       ,  Zenith_Cloud
 1965,  02,  09, 19650209, 2135256   , 40  , 21    ,    256       ,     CC       ,  Zenith_Cloud
 1965,  02,  10, 19650210, 2135260   , 41  , 21    ,    260       ,     CC       ,  Zenith_Cloud
 1965,  02,  11, 19650211, 2435265   , 43  ,  0    ,    265       ,     CC       ,  Zenith_Cloud
 1965,  02,  12, 19650212, 2436271   , 44  ,  0    ,    271       ,     CC       ,  Zenith_Cloud
 1965,  02,  13, 19650213, 2236267   , 44  , 22    ,    267       ,     CC       ,  Zenith_Cloud
 1965,  02,  14, 19650214, 2560278   , 46  ,  1    ,    278       ,     CDFI     ,  Direct_Sun  
 1965,  02,  15, 19650215, 1560273   , 46  , 15    ,    273       ,     CDFI     ,  Direct_Sun  
 1965,  02,  16, 19650216, 1860276   , 47  , 18    ,    276       ,     CDFI     ,  Direct_Sun  
 1965,  02,  17, 19650217, 2460276   , 49  ,  0    ,    276       ,     CDFI     ,  Direct_Sun  
 1965,  02,  18, 19650218, 1860274   , 49  , 18    ,    274       ,     CDFI     ,  Direct_Sun  
 1965,  02,  19, 19650219, 1860266   , 50  , 18    ,    266       ,     CDFI     ,  Direct_Sun  
 1965,  02,  20, 19650220, 2460281   , 52  ,  0    ,    281       ,     CDFI     ,  Direct_Sun  
 1965,  02,  25, 19650225, 1860261   , 56  , 18    ,    261       ,     CDFI     ,  Direct_Sun  
 1965,  02,  26, 19650226, 2460257   , 58  ,  0    ,    257       ,     CDFI     ,  Direct_Sun  
 1965,  02,  27, 19650227, 1860255   , 58  , 18    ,    255       ,     CDFI     ,  Direct_Sun  
 1965,  02,  28, 19650228, 1860242   , 59  , 18    ,    242       ,     CDFI     ,  Direct_Sun  
 1965,  03,  01, 19650301, 2460245   , 61  ,  0    ,    245       ,     CDFI     ,  Direct_Sun  
 1965,  03,  02, 19650302, 2460253   , 62  ,  0    ,    253       ,     CDFI     ,  Direct_Sun  
 1965,  04,  17, 19650417, 1861304   ,107  , 18    ,    304       ,     CDFI     ,  Direct_Moon 
 1965,  04,  18, 19650418, 1861340   ,108  , 18    ,    340       ,     CDFI     ,  Direct_Moon 
 1965,  04,  19, 19650419, 1341322   ,109  , 13    ,    322       ,     ADFI     ,  Direct_Moon 
 1965,  04,  20, 19650420, 1761318   ,110  , 17    ,    318       ,     CDFI     ,  Direct_Moon 
 1965,  04,  21, 19650421, 1861314   ,111  , 18    ,    314       ,     CDFI     ,  Direct_Moon 
 1965,  04,  22, 19650422, 1761288   ,112  , 17    ,    288       ,     CDFI     ,  Direct_Moon 
 1965,  04,  23, 19650423, 1761314   ,113  , 17    ,    314       ,     CDFI     ,  Direct_Moon 
 1965,  05,  14, 19650514, 1361248   ,134  , 13    ,    248       ,     CDFI     ,  Direct_Moon 
 1965,  05,  15, 19650515, 2441283   ,136  ,  0    ,    283       ,     ADFI     ,  Direct_Moon 
 1965,  05,  16, 19650516, 2561304   ,137  ,  1    ,    304       ,     CDFI     ,  Direct_Moon 
 1965,  06,  10, 19650610, 2461299   ,162  ,  0    ,    299       ,     CDFI     ,  Direct_Moon 
 1965,  06,  12, 19650612, 2441285   ,164  ,  0    ,    285       ,     ADFI     ,  Direct_Moon 
 1965,  06,  14, 19650614, 1361304   ,165  , 13    ,    304       ,     CDFI     ,  Direct_Moon 
 1965,  06,  15, 19650615, 1361298   ,166  , 13    ,    298       ,     CDFI     ,  Direct_Moon 
 1965,  06,  16, 19650616, 1341285   ,167  , 13    ,    285       ,     ADFI     ,  Direct_Moon 
 1965,  07,  08, 19650708, 2161295   ,189  , 21    ,    295       ,     CDFI     ,  Direct_Moon 
 1965,  07,  10, 19650710, 1361267   ,191  , 13    ,    267       ,     CDFI     ,  Direct_Moon 
 1965,  07,  11, 19650711, 2341288   ,192  , 23    ,    288       ,     ADFI     ,  Direct_Moon 
 1965,  07,  12, 19650712, 2341316   ,193  , 23    ,    316       ,     ADFI     ,  Direct_Moon 
 1965,  07,  13, 19650713, 1661313   ,194  , 16    ,    313       ,     CDFI     ,  Direct_Moon 
 1965,  07,  14, 19650714, 1361294   ,195  , 13    ,    294       ,     CDFI     ,  Direct_Moon 
 1965,  07,  15, 19650715, 2561273   ,197  ,  1    ,    273       ,     CDFI     ,  Direct_Moon 
 1965,  08,  05, 19650805, 2441256   ,218  ,  0    ,    256       ,     ADFI     ,  Direct_Moon 
 1965,  08,  08, 19650808, 1361298   ,220  , 13    ,    298       ,     CDFI     ,  Direct_Moon 
 1965,  08,  09, 19650809, 2161277   ,221  , 21    ,    277       ,     CDFI     ,  Direct_Moon 
 1965,  10,  17, 19651017, 2160237   ,290  , 21    ,    237       ,     CDFI     ,  Direct_Sun  
 1965,  10,  18, 19651018, 2160227   ,291  , 21    ,    227       ,     CDFI     ,  Direct_Sun  
 1965,  10,  19, 19651019, 1560240   ,292  , 15    ,    240       ,     CDFI     ,  Direct_Sun  
 1965,  10,  20, 19651020, 1660247   ,293  , 16    ,    247       ,     CDFI     ,  Direct_Sun  
 1965,  10,  22, 19651022, 2460242   ,296  ,  0    ,    242       ,     CDFI     ,  Direct_Sun  
 1965,  10,  23, 19651023, 1760256   ,296  , 17    ,    256       ,     CDFI     ,  Direct_Sun  
 1965,  10,  26, 19651026, 2232254   ,299  , 22    ,    254       ,     CC       ,  Zenith_Blue 
 1965,  10,  27, 19651027, 2432259   ,301  ,  0    ,    259       ,     CC       ,  Zenith_Blue 
 1965,  10,  28, 19651028, 2432267   ,302  ,  0    ,    267       ,     CC       ,  Zenith_Blue 
 1965,  10,  29, 19651029, 2232277   ,302  , 22    ,    277       ,     CC       ,  Zenith_Blue 
 1965,  10,  30, 19651030, 2460281   ,304  ,  0    ,    281       ,     CDFI     ,  Direct_Sun  
 1965,  10,  31, 19651031, 1560275   ,304  , 15    ,    275       ,     CDFI     ,  Direct_Sun  
