Date,Rate
9-Jul-08,1.9812
10-Jul-08,1.9777
11-Jul-08,1.9895
14-Jul-08,1.9925
15-Jul-08,2.0036
16-Jul-08,1.9995
17-Jul-08,2.0038
18-Jul-08,1.9985
21-Jul-08,1.9979
22-Jul-08,1.9941
23-Jul-08,2.0021
24-Jul-08,1.9832
25-Jul-08,1.988
28-Jul-08,1.9943
29-Jul-08,1.9805
30-Jul-08,1.981
31-Jul-08,1.9806
1-Aug-08,1.9743
4-Aug-08,1.9606
5-Aug-08,1.9532
6-Aug-08,1.9479
7-Aug-08,1.9439
8-Aug-08,1.9193
11-Aug-08,1.9144
12-Aug-08,1.9005
13-Aug-08,1.8682
14-Aug-08,1.8715
15-Aug-08,1.8651
18-Aug-08,1.8673
19-Aug-08,1.8655
20-Aug-08,1.8603
21-Aug-08,1.8758
22-Aug-08,1.8544
25-Aug-08,1.8587
26-Aug-08,1.8387
27-Aug-08,1.8318
28-Aug-08,1.8264
29-Aug-08,1.819
1-Sep-08,ND
2-Sep-08,1.7853
3-Sep-08,1.7795
4-Sep-08,1.7689
5-Sep-08,1.7687
8-Sep-08,1.7543
9-Sep-08,1.7672
10-Sep-08,1.7547
11-Sep-08,1.7497
12-Sep-08,1.7896
15-Sep-08,1.7877
16-Sep-08,1.7802
17-Sep-08,1.7895
18-Sep-08,1.8186
19-Sep-08,1.8297
22-Sep-08,1.8484
23-Sep-08,1.8558
24-Sep-08,1.8502
25-Sep-08,1.8406
26-Sep-08,1.84
29-Sep-08,1.8044
30-Sep-08,1.7804
1-Oct-08,1.7804
2-Oct-08,1.7655
3-Oct-08,1.774
6-Oct-08,1.738
7-Oct-08,1.7592
8-Oct-08,1.731
9-Oct-08,1.7225
10-Oct-08,1.7037
13-Oct-08,ND
14-Oct-08,1.7482
15-Oct-08,1.7432
16-Oct-08,1.7243
17-Oct-08,1.7307
20-Oct-08,1.7134
21-Oct-08,1.6837
22-Oct-08,1.6174
23-Oct-08,1.6181
24-Oct-08,1.5631
27-Oct-08,1.5472
28-Oct-08,1.5591
29-Oct-08,1.6298
30-Oct-08,1.627
31-Oct-08,1.6165
3-Nov-08,1.5855
4-Nov-08,1.6095
5-Nov-08,1.6156
6-Nov-08,1.5814
7-Nov-08,1.5788
10-Nov-08,1.5639
11-Nov-08,ND
12-Nov-08,1.5012
13-Nov-08,1.4799
14-Nov-08,1.486
17-Nov-08,1.503
18-Nov-08,1.5042
19-Nov-08,1.5095
20-Nov-08,1.4789
21-Nov-08,1.4816
24-Nov-08,1.5177
25-Nov-08,1.5349
26-Nov-08,1.5218
27-Nov-08,ND
28-Nov-08,1.5348
1-Dec-08,1.484
2-Dec-08,1.4949
3-Dec-08,1.4783
4-Dec-08,1.4791
5-Dec-08,1.4606
8-Dec-08,1.4831
9-Dec-08,1.4776
10-Dec-08,1.483
11-Dec-08,1.4953
12-Dec-08,1.4874
15-Dec-08,1.5278
16-Dec-08,1.532
17-Dec-08,1.5457
18-Dec-08,1.5103
19-Dec-08,1.4854
22-Dec-08,1.4805
23-Dec-08,1.4761
24-Dec-08,1.4673
25-Dec-08,ND
26-Dec-08,1.47
29-Dec-08,1.4591
30-Dec-08,1.4395
31-Dec-08,1.4619
1-Jan-09,ND
2-Jan-09,1.452
5-Jan-09,1.4602
6-Jan-09,1.4777
7-Jan-09,1.5254
8-Jan-09,1.519
9-Jan-09,1.5239
12-Jan-09,1.4827
13-Jan-09,1.4528
14-Jan-09,1.4617
15-Jan-09,1.4602
16-Jan-09,1.4737
19-Jan-09,ND
20-Jan-09,1.4023
21-Jan-09,1.3728
22-Jan-09,1.384
23-Jan-09,1.3658
26-Jan-09,1.396
27-Jan-09,1.4148
28-Jan-09,1.4317
29-Jan-09,1.4262
30-Jan-09,1.4413
2-Feb-09,1.4228
3-Feb-09,1.4394
4-Feb-09,1.4472
5-Feb-09,1.4633
6-Feb-09,1.4775
9-Feb-09,1.4936
10-Feb-09,1.4604
11-Feb-09,1.4367
12-Feb-09,1.4248
13-Feb-09,1.4422
16-Feb-09,ND
17-Feb-09,1.4224
18-Feb-09,1.4235
19-Feb-09,1.4307
20-Feb-09,1.4333
23-Feb-09,1.4553
24-Feb-09,1.4408
25-Feb-09,1.4265
26-Feb-09,1.4342
27-Feb-09,1.4276
2-Mar-09,1.3989
3-Mar-09,1.4034
4-Mar-09,1.4142
5-Mar-09,1.4124
6-Mar-09,1.411
9-Mar-09,1.3757
10-Mar-09,1.384
11-Mar-09,1.378
12-Mar-09,1.3811
13-Mar-09,1.3972
16-Mar-09,1.4091
17-Mar-09,1.4018
18-Mar-09,1.3974
19-Mar-09,1.4584
20-Mar-09,1.4435
23-Mar-09,1.4496
24-Mar-09,1.473
25-Mar-09,1.4585
26-Mar-09,1.4497
27-Mar-09,1.4325
30-Mar-09,1.4148
31-Mar-09,1.43
1-Apr-09,1.4402
2-Apr-09,1.47
3-Apr-09,1.4801
6-Apr-09,1.4712
7-Apr-09,1.4744
8-Apr-09,1.4692
9-Apr-09,1.4623
10-Apr-09,1.4635
13-Apr-09,1.4831
14-Apr-09,1.4907
15-Apr-09,1.499
16-Apr-09,1.4909
17-Apr-09,1.4778
20-Apr-09,1.4532
21-Apr-09,1.4688
22-Apr-09,1.4496
23-Apr-09,1.4635
24-Apr-09,1.4697
27-Apr-09,1.4678
28-Apr-09,1.4607
29-Apr-09,1.4802
30-Apr-09,1.4799
1-May-09,1.4881
4-May-09,1.4985
5-May-09,1.5099
6-May-09,1.5063
7-May-09,1.5019
8-May-09,1.509
11-May-09,1.5145
12-May-09,1.524
13-May-09,1.5165
14-May-09,1.5195
15-May-09,1.5222
18-May-09,1.5309
19-May-09,1.5501
20-May-09,1.567
21-May-09,1.5763
22-May-09,1.5892
25-May-09,ND
26-May-09,1.5938
27-May-09,1.6068
28-May-09,1.5956
29-May-09,1.616
1-Jun-09,1.6448
2-Jun-09,1.6515
3-Jun-09,1.6405
4-Jun-09,1.6173
5-Jun-09,1.6017
8-Jun-09,1.5976
9-Jun-09,1.6267
10-Jun-09,1.6334
11-Jun-09,1.6547
12-Jun-09,1.6523
15-Jun-09,1.6268
16-Jun-09,1.6446
17-Jun-09,1.6293
18-Jun-09,1.6369
19-Jun-09,1.6537
22-Jun-09,1.6343
23-Jun-09,1.6344
24-Jun-09,1.6486
25-Jun-09,1.6336
26-Jun-09,1.6498
29-Jun-09,1.6533
30-Jun-09,1.6452
1-Jul-09,1.6524
2-Jul-09,1.6398
3-Jul-09,1.6336
6-Jul-09,1.623
7-Jul-09,1.6158
8-Jul-09,1.6027
9-Jul-09,1.6301
10-Jul-09,1.6185
13-Jul-09,1.6179
14-Jul-09,1.6294
15-Jul-09,1.6439
16-Jul-09,1.6417
17-Jul-09,1.633
20-Jul-09,1.6494
21-Jul-09,1.6419
22-Jul-09,1.6439
23-Jul-09,1.6562
24-Jul-09,1.6432
27-Jul-09,1.6486
28-Jul-09,1.6477
29-Jul-09,1.6379
30-Jul-09,1.6483
31-Jul-09,1.6713
3-Aug-09,1.6956
4-Aug-09,1.6932
5-Aug-09,1.6977
6-Aug-09,1.6774
7-Aug-09,1.6669
10-Aug-09,1.6487
11-Aug-09,1.6501
12-Aug-09,1.6538
13-Aug-09,1.658
14-Aug-09,1.6529
17-Aug-09,1.6323
18-Aug-09,1.6418
19-Aug-09,1.6555
20-Aug-09,1.6494
21-Aug-09,1.6503
24-Aug-09,1.6417
25-Aug-09,1.643
26-Aug-09,1.6235
27-Aug-09,1.6212
28-Aug-09,1.6331
31-Aug-09,1.6314
1-Sep-09,1.6168
2-Sep-09,1.6269
3-Sep-09,1.6354
4-Sep-09,1.6378
7-Sep-09,ND
8-Sep-09,1.6512
9-Sep-09,1.6557
10-Sep-09,1.6649
11-Sep-09,1.6695
14-Sep-09,1.6588
15-Sep-09,1.6436
16-Sep-09,1.6501
17-Sep-09,1.6522
18-Sep-09,1.6266
21-Sep-09,1.6228
22-Sep-09,1.638
23-Sep-09,1.6404
24-Sep-09,1.6068
25-Sep-09,1.5967
28-Sep-09,1.591
29-Sep-09,1.5924
30-Sep-09,1.6004
1-Oct-09,1.595
2-Oct-09,1.5878
5-Oct-09,1.5926
6-Oct-09,1.5904
7-Oct-09,1.5899
8-Oct-09,1.609
9-Oct-09,1.5896
12-Oct-09,ND
13-Oct-09,1.5896
14-Oct-09,1.5974
15-Oct-09,1.6249
16-Oct-09,1.635
19-Oct-09,1.64
20-Oct-09,1.638
21-Oct-09,1.661
22-Oct-09,1.6595
23-Oct-09,1.6351
26-Oct-09,1.6351
27-Oct-09,1.6334
28-Oct-09,1.6375
29-Oct-09,1.6559
30-Oct-09,1.6479
2-Nov-09,1.641
3-Nov-09,1.6383
4-Nov-09,1.6571
5-Nov-09,1.6565
6-Nov-09,1.6586
9-Nov-09,1.6721
10-Nov-09,1.6681
11-Nov-09,ND
12-Nov-09,1.6543
13-Nov-09,1.6657
16-Nov-09,1.6795
17-Nov-09,1.6768
18-Nov-09,1.6756
19-Nov-09,1.6658
20-Nov-09,1.6529
23-Nov-09,1.6599
24-Nov-09,1.6577
25-Nov-09,1.6671
26-Nov-09,ND
27-Nov-09,1.6494
30-Nov-09,1.6409
1-Dec-09,1.6626
2-Dec-09,1.6641
3-Dec-09,1.6578
4-Dec-09,1.6515
7-Dec-09,1.6429
8-Dec-09,1.6302
9-Dec-09,1.6242
10-Dec-09,1.6257
11-Dec-09,1.6236
14-Dec-09,1.6285
15-Dec-09,1.6234
16-Dec-09,1.6369
17-Dec-09,1.6135
18-Dec-09,1.6083
21-Dec-09,1.6083
22-Dec-09,1.5956
23-Dec-09,1.5955
24-Dec-09,1.5941
25-Dec-09,ND
28-Dec-09,1.6001
29-Dec-09,1.5892
30-Dec-09,1.605
31-Dec-09,1.6167
1-Jan-10,ND
4-Jan-10,1.6109
5-Jan-10,1.6009
6-Jan-10,1.6016
7-Jan-10,1.5912
8-Jan-10,1.5993
11-Jan-10,1.6146
12-Jan-10,1.6181
13-Jan-10,1.6288
14-Jan-10,1.632
15-Jan-10,1.624
18-Jan-10,ND
19-Jan-10,1.637
20-Jan-10,1.6287
21-Jan-10,1.6214
22-Jan-10,1.612
25-Jan-10,1.6236
26-Jan-10,1.6109
27-Jan-10,1.6204
28-Jan-10,1.6242
29-Jan-10,1.6009
1-Feb-10,1.5924
2-Feb-10,1.5968
3-Feb-10,1.5915
4-Feb-10,1.5763
5-Feb-10,1.5619
8-Feb-10,1.565
9-Feb-10,1.5679
10-Feb-10,1.5606
11-Feb-10,1.5674
12-Feb-10,1.5669
15-Feb-10,ND
16-Feb-10,1.5732
17-Feb-10,1.5704
18-Feb-10,1.5582
19-Feb-10,1.5437
22-Feb-10,1.5477
23-Feb-10,1.5464
24-Feb-10,1.5432
25-Feb-10,1.5201
26-Feb-10,1.5239
1-Mar-10,1.4974
2-Mar-10,1.494
3-Mar-10,1.5124
4-Mar-10,1.5031
5-Mar-10,1.5115
8-Mar-10,1.506
9-Mar-10,1.5003
10-Mar-10,1.4977
11-Mar-10,1.5052
12-Mar-10,1.5188
15-Mar-10,1.5043
16-Mar-10,1.5192
17-Mar-10,1.5296
18-Mar-10,1.5247
19-Mar-10,1.5014
22-Mar-10,1.5071
23-Mar-10,1.5067
24-Mar-10,1.4914
25-Mar-10,1.4884
26-Mar-10,1.4906
29-Mar-10,1.4969
30-Mar-10,1.509
31-Mar-10,1.5186
1-Apr-10,1.529
2-Apr-10,1.5197
5-Apr-10,1.5284
6-Apr-10,1.523
7-Apr-10,1.5246
8-Apr-10,1.5272
9-Apr-10,1.5371
12-Apr-10,1.5368
13-Apr-10,1.5416
14-Apr-10,1.5484
15-Apr-10,1.5465
16-Apr-10,1.5395
19-Apr-10,1.5263
20-Apr-10,1.5375
21-Apr-10,1.5397
22-Apr-10,1.5368
23-Apr-10,1.5363
26-Apr-10,1.5466
27-Apr-10,1.5285
28-Apr-10,1.516
29-Apr-10,1.5303
30-Apr-10,1.5308
3-May-10,1.5242
4-May-10,1.5135
5-May-10,1.5134
6-May-10,1.4889
7-May-10,1.4739
10-May-10,1.498
11-May-10,1.4952
12-May-10,1.4855
13-May-10,1.4659
14-May-10,1.4557
17-May-10,1.4388
18-May-10,1.4439
19-May-10,1.4349
20-May-10,1.4344
21-May-10,1.4466
24-May-10,1.4437
25-May-10,1.4352
26-May-10,1.4401
27-May-10,1.4569
28-May-10,1.4492
31-May-10,ND
1-Jun-10,1.4673
2-Jun-10,1.4641
3-Jun-10,1.4616
4-Jun-10,1.4493
7-Jun-10,1.4498
8-Jun-10,1.4422
9-Jun-10,1.4585
10-Jun-10,1.4674
11-Jun-10,1.4545
14-Jun-10,1.477
15-Jun-10,1.4827
16-Jun-10,1.4838
17-Jun-10,1.4806
18-Jun-10,1.4787
21-Jun-10,1.4826
22-Jun-10,1.485
23-Jun-10,1.4952
24-Jun-10,1.4986
25-Jun-10,1.4985
28-Jun-10,1.5098
29-Jun-10,1.5081
30-Jun-10,1.4947
1-Jul-10,1.5126
2-Jul-10,1.5179
5-Jul-10,ND
6-Jul-10,1.518
7-Jul-10,1.5179
8-Jul-10,1.5157
9-Jul-10,1.5095
12-Jul-10,1.5016
13-Jul-10,1.5175
14-Jul-10,1.5284
15-Jul-10,1.5376
16-Jul-10,1.5289
19-Jul-10,1.5222
20-Jul-10,1.5255
21-Jul-10,1.5201
22-Jul-10,1.5283
23-Jul-10,1.5425
26-Jul-10,1.549
27-Jul-10,1.5538
28-Jul-10,1.5611
29-Jul-10,1.5591
30-Jul-10,1.5714
2-Aug-10,1.5897
3-Aug-10,1.5941
4-Aug-10,1.5887
5-Aug-10,1.586
6-Aug-10,1.5979
9-Aug-10,1.5945
10-Aug-10,1.5776
11-Aug-10,1.5688
12-Aug-10,1.5573
13-Aug-10,1.558
16-Aug-10,1.5679
17-Aug-10,1.5586
18-Aug-10,1.5619
19-Aug-10,1.5612
20-Aug-10,1.5515
23-Aug-10,1.5532
24-Aug-10,1.5471
25-Aug-10,1.546
26-Aug-10,1.5574
27-Aug-10,1.5528
30-Aug-10,1.5473
31-Aug-10,1.5358
1-Sep-10,1.5472
2-Sep-10,1.5393
3-Sep-10,1.5452
6-Sep-10,ND
7-Sep-10,1.5315
8-Sep-10,1.5513
9-Sep-10,1.5448
10-Sep-10,1.5387
13-Sep-10,1.5466
14-Sep-10,1.5559
15-Sep-10,1.5641
16-Sep-10,1.5612
17-Sep-10,1.5635
20-Sep-10,1.5564
21-Sep-10,1.5551
22-Sep-10,1.5649
23-Sep-10,1.5723
24-Sep-10,1.5829
27-Sep-10,1.5851
28-Sep-10,1.5808
29-Sep-10,1.5812
30-Sep-10,1.5731
1-Oct-10,1.5829
4-Oct-10,1.5849
5-Oct-10,1.5915
6-Oct-10,1.5903
7-Oct-10,1.593
8-Oct-10,1.5951
11-Oct-10,ND
12-Oct-10,1.5799
13-Oct-10,1.5843
14-Oct-10,1.5992
15-Oct-10,1.6027
18-Oct-10,1.5907
19-Oct-10,1.5739
20-Oct-10,1.5857
21-Oct-10,1.5753
22-Oct-10,1.5677
25-Oct-10,1.5748
26-Oct-10,1.5871
27-Oct-10,1.5782
28-Oct-10,1.5945
29-Oct-10,1.602
1-Nov-10,1.605
2-Nov-10,1.601
3-Nov-10,1.608
4-Nov-10,1.6282
5-Nov-10,1.6211
8-Nov-10,1.615
9-Nov-10,1.605
10-Nov-10,1.6071
11-Nov-10,ND
12-Nov-10,1.6172
15-Nov-10,1.6064
16-Nov-10,1.5881
17-Nov-10,1.5941
18-Nov-10,1.601
19-Nov-10,1.5961
22-Nov-10,1.5932
23-Nov-10,1.5824
24-Nov-10,1.5774
25-Nov-10,ND
26-Nov-10,1.5616
29-Nov-10,1.5557
30-Nov-10,1.5578
1-Dec-10,1.5603
2-Dec-10,1.561
3-Dec-10,1.5723
6-Dec-10,1.568
7-Dec-10,1.5802
8-Dec-10,1.5792
9-Dec-10,1.5733
10-Dec-10,1.5809
13-Dec-10,1.5882
14-Dec-10,1.5795
15-Dec-10,1.5613
16-Dec-10,1.5612
17-Dec-10,1.548
20-Dec-10,1.5521
21-Dec-10,1.5462
22-Dec-10,1.539
23-Dec-10,1.54
24-Dec-10,ND
27-Dec-10,1.5382
28-Dec-10,1.5361
29-Dec-10,1.5463
30-Dec-10,1.5392
31-Dec-10,ND
3-Jan-11,1.549
4-Jan-11,1.5586
5-Jan-11,1.5497
6-Jan-11,1.549
7-Jan-11,1.556
10-Jan-11,1.5583
11-Jan-11,1.5628
12-Jan-11,1.5716
13-Jan-11,1.587
14-Jan-11,1.5874
17-Jan-11,ND
18-Jan-11,1.6
19-Jan-11,1.5991
20-Jan-11,1.5875
21-Jan-11,1.5997
24-Jan-11,1.5995
25-Jan-11,1.5818
26-Jan-11,1.5886
27-Jan-11,1.5905
28-Jan-11,1.5838
31-Jan-11,1.6042
1-Feb-11,1.6124
2-Feb-11,1.6167
3-Feb-11,1.6159
4-Feb-11,1.6089
7-Feb-11,1.6111
8-Feb-11,1.6091
9-Feb-11,1.6089
10-Feb-11,1.6132
11-Feb-11,1.5986
14-Feb-11,1.6023
15-Feb-11,1.6128
16-Feb-11,1.6063
17-Feb-11,1.6172
18-Feb-11,1.6245
21-Feb-11,ND
22-Feb-11,1.6129
23-Feb-11,1.6221
24-Feb-11,1.6106
25-Feb-11,1.6078
28-Feb-11,1.6247
1-Mar-11,1.6309
2-Mar-11,1.6311
3-Mar-11,1.6266
4-Mar-11,1.625
7-Mar-11,1.6204
8-Mar-11,1.6164
9-Mar-11,1.6202
10-Mar-11,1.6063
11-Mar-11,1.6033
14-Mar-11,1.6181
15-Mar-11,1.6064
16-Mar-11,1.6028
17-Mar-11,1.6143
18-Mar-11,1.6187
21-Mar-11,1.6276
22-Mar-11,1.6387
23-Mar-11,1.6246
24-Mar-11,1.6159
25-Mar-11,1.6086
28-Mar-11,1.6024
29-Mar-11,1.5983
30-Mar-11,1.6038
31-Mar-11,1.6048
1-Apr-11,1.6132
4-Apr-11,1.6129
5-Apr-11,1.6282
6-Apr-11,1.6314
7-Apr-11,1.6304
8-Apr-11,1.6341
11-Apr-11,1.6386
12-Apr-11,1.6263
13-Apr-11,1.6285
14-Apr-11,1.635
15-Apr-11,1.6325
18-Apr-11,1.6229
19-Apr-11,1.6315
20-Apr-11,1.6405
21-Apr-11,1.6572
22-Apr-11,1.6517
25-Apr-11,1.6497
26-Apr-11,1.6465
27-Apr-11,1.653
28-Apr-11,1.6636
29-Apr-11,1.6691
2-May-11,1.669
3-May-11,1.6536
4-May-11,1.6524
5-May-11,1.6427
6-May-11,1.6417
9-May-11,1.6338
10-May-11,1.6331
11-May-11,1.6412
12-May-11,1.629
13-May-11,1.6179
16-May-11,1.624
17-May-11,1.6206
18-May-11,1.6148
19-May-11,1.6179
20-May-11,1.6222
23-May-11,1.6102
24-May-11,1.6185
25-May-11,1.6277
26-May-11,1.6346
27-May-11,1.6494
30-May-11,ND
31-May-11,1.6439
1-Jun-11,1.6391
2-Jun-11,1.6325
3-Jun-11,1.6397
6-Jun-11,1.6362
7-Jun-11,1.6444
8-Jun-11,1.6381
9-Jun-11,1.6382
10-Jun-11,1.6254
13-Jun-11,1.6308
14-Jun-11,1.6388
15-Jun-11,1.6218
16-Jun-11,1.613
17-Jun-11,1.6186
20-Jun-11,1.6206
21-Jun-11,1.6232
22-Jun-11,1.6131
23-Jun-11,1.5977
24-Jun-11,1.5985
27-Jun-11,1.5972
28-Jun-11,1.6016
29-Jun-11,1.607
30-Jun-11,1.6067
1-Jul-11,1.607
4-Jul-11,ND
5-Jul-11,1.6085
6-Jul-11,1.5998
7-Jul-11,1.5967
8-Jul-11,1.603
11-Jul-11,1.5932
12-Jul-11,1.594
13-Jul-11,1.6111
14-Jul-11,1.6125
15-Jul-11,1.6149
18-Jul-11,1.6024
19-Jul-11,1.6135
20-Jul-11,1.6139
21-Jul-11,1.6301
22-Jul-11,1.6319
25-Jul-11,1.6285
26-Jul-11,1.6392
27-Jul-11,1.6357
28-Jul-11,1.6338
29-Jul-11,1.6455
1-Aug-11,1.6278
2-Aug-11,1.6287
3-Aug-11,1.6406
4-Aug-11,1.6308
5-Aug-11,1.6362
8-Aug-11,1.6354
9-Aug-11,1.6194
10-Aug-11,1.6169
11-Aug-11,1.6228
12-Aug-11,1.6284
15-Aug-11,1.6387
16-Aug-11,1.6424
17-Aug-11,1.6591
18-Aug-11,1.6489
19-Aug-11,1.6544
22-Aug-11,1.6452
23-Aug-11,1.6509
24-Aug-11,1.6375
25-Aug-11,1.6289
26-Aug-11,1.6321
29-Aug-11,1.6398
30-Aug-11,1.6279
31-Aug-11,1.6269
1-Sep-11,1.6179
2-Sep-11,1.619
5-Sep-11,ND
6-Sep-11,1.5954
7-Sep-11,1.5948
8-Sep-11,1.6021
9-Sep-11,1.587
12-Sep-11,1.5814
13-Sep-11,1.5805
14-Sep-11,1.5773
15-Sep-11,1.5808
16-Sep-11,1.5802
19-Sep-11,1.5674
20-Sep-11,1.5718
21-Sep-11,1.5619
22-Sep-11,1.5358
23-Sep-11,1.5475
26-Sep-11,1.5553
27-Sep-11,1.5681
28-Sep-11,1.5648
29-Sep-11,1.5685
30-Sep-11,1.5624
3-Oct-11,1.5474
4-Oct-11,1.5403
5-Oct-11,1.5436
6-Oct-11,1.5398
7-Oct-11,1.5628
10-Oct-11,ND
11-Oct-11,1.5594
12-Oct-11,1.5757
13-Oct-11,1.5729
14-Oct-11,1.5808
17-Oct-11,1.5778
18-Oct-11,1.5654
19-Oct-11,1.5799
20-Oct-11,1.5726
21-Oct-11,1.5945
24-Oct-11,1.5986
25-Oct-11,1.5994
26-Oct-11,1.5905
27-Oct-11,1.6081
28-Oct-11,1.613
31-Oct-11,1.6141
1-Nov-11,1.5946
2-Nov-11,1.5974
3-Nov-11,1.5959
4-Nov-11,1.6026
7-Nov-11,1.6024
8-Nov-11,1.6076
9-Nov-11,1.5958
10-Nov-11,1.5935
11-Nov-11,ND
14-Nov-11,1.5899
15-Nov-11,1.5818
16-Nov-11,1.577
17-Nov-11,1.5801
18-Nov-11,1.5783
21-Nov-11,1.5662
22-Nov-11,1.5646
23-Nov-11,1.5511
24-Nov-11,ND
25-Nov-11,1.5467
28-Nov-11,1.5538
29-Nov-11,1.5625
30-Nov-11,1.5705
1-Dec-11,1.5698
2-Dec-11,1.5592
5-Dec-11,1.5689
6-Dec-11,1.558
7-Dec-11,1.5691
8-Dec-11,1.5635
9-Dec-11,1.5642
12-Dec-11,1.5597
13-Dec-11,1.5528
14-Dec-11,1.5445
15-Dec-11,1.5486
16-Dec-11,1.5514
19-Dec-11,1.5531
20-Dec-11,1.5674
21-Dec-11,1.568
22-Dec-11,1.5667
23-Dec-11,1.5615
26-Dec-11,ND
27-Dec-11,1.5671
28-Dec-11,1.5478
29-Dec-11,1.5386
30-Dec-11,1.5537
2-Jan-12,ND
3-Jan-12,1.5655
4-Jan-12,1.5638
5-Jan-12,1.548
6-Jan-12,1.5431
9-Jan-12,1.5436
10-Jan-12,1.5489
11-Jan-12,1.5325
12-Jan-12,1.5325
13-Jan-12,1.5301
16-Jan-12,ND
17-Jan-12,1.5356
18-Jan-12,1.541
19-Jan-12,1.5484
20-Jan-12,1.554
23-Jan-12,1.5582
24-Jan-12,1.5595
25-Jan-12,1.557
26-Jan-12,1.5706
27-Jan-12,1.5716
30-Jan-12,1.569
31-Jan-12,1.5754
1-Feb-12,1.5849
2-Feb-12,1.5813
3-Feb-12,1.5779
6-Feb-12,1.5832
7-Feb-12,1.5891
8-Feb-12,1.582
9-Feb-12,1.5838
10-Feb-12,1.5748
13-Feb-12,1.578
14-Feb-12,1.5691
15-Feb-12,1.571
16-Feb-12,1.5795
17-Feb-12,1.5813
20-Feb-12,ND
21-Feb-12,1.5796
22-Feb-12,1.5677
23-Feb-12,1.57
24-Feb-12,1.5869
27-Feb-12,1.5845
28-Feb-12,1.5887
29-Feb-12,1.5951
1-Mar-12,1.5953
2-Mar-12,1.5852
5-Mar-12,1.587
6-Mar-12,1.572
7-Mar-12,1.5746
8-Mar-12,1.5822
9-Mar-12,1.5677
12-Mar-12,1.5615
13-Mar-12,1.5736
14-Mar-12,1.5686
15-Mar-12,1.5669
16-Mar-12,1.5845
19-Mar-12,1.5894
20-Mar-12,1.5857
21-Mar-12,1.5848
22-Mar-12,1.5807
23-Mar-12,1.5864
26-Mar-12,1.5939
27-Mar-12,1.5972
28-Mar-12,1.5855
29-Mar-12,1.5911
30-Mar-12,1.5985
2-Apr-12,1.6022
3-Apr-12,1.5966
4-Apr-12,1.5879
5-Apr-12,1.5822
6-Apr-12,1.5877
9-Apr-12,1.5879
10-Apr-12,1.5836
11-Apr-12,1.5892
12-Apr-12,1.5939
13-Apr-12,1.5851
16-Apr-12,1.5865
17-Apr-12,1.5931
18-Apr-12,1.602
19-Apr-12,1.6058
20-Apr-12,1.6123
23-Apr-12,1.6102
24-Apr-12,1.6135
25-Apr-12,1.6146
26-Apr-12,1.6188
27-Apr-12,1.6239
30-Apr-12,1.6225
1-May-12,1.6221
2-May-12,1.6193
3-May-12,1.6185
4-May-12,1.6148
7-May-12,1.6192
8-May-12,1.6159
9-May-12,1.613
10-May-12,1.6161
11-May-12,1.608
14-May-12,1.6116
15-May-12,1.6025
16-May-12,1.5933
17-May-12,1.5823
18-May-12,1.5788
21-May-12,1.579
22-May-12,1.5775
23-May-12,1.5691
24-May-12,1.5698
25-May-12,1.5648
28-May-12,ND
29-May-12,1.563
30-May-12,1.5532
31-May-12,1.5405
1-Jun-12,1.5383
4-Jun-12,1.5382
5-Jun-12,1.5355
6-Jun-12,1.5475
7-Jun-12,1.5557
8-Jun-12,1.5433
11-Jun-12,1.5515
12-Jun-12,1.5562
13-Jun-12,1.5557
14-Jun-12,1.5533
15-Jun-12,1.5654
18-Jun-12,1.5665
19-Jun-12,1.5732
20-Jun-12,1.575
21-Jun-12,1.5633
22-Jun-12,1.5582
25-Jun-12,1.5555
26-Jun-12,1.562
27-Jun-12,1.5549
28-Jun-12,1.5503
29-Jun-12,1.5686
2-Jul-12,1.5679
3-Jul-12,1.5702
4-Jul-12,ND
5-Jul-12,1.5531
6-Jul-12,1.548
9-Jul-12,1.5507
10-Jul-12,1.5506
11-Jul-12,1.5532
12-Jul-12,1.5425
13-Jul-12,1.555
16-Jul-12,1.5635
17-Jul-12,1.5613
18-Jul-12,1.5636
19-Jul-12,1.5719
20-Jul-12,1.563
23-Jul-12,1.5512
24-Jul-12,1.5521
25-Jul-12,1.5479
26-Jul-12,1.5683
27-Jul-12,1.5728
30-Jul-12,1.5694
31-Jul-12,1.5686
1-Aug-12,1.5596
2-Aug-12,1.55
3-Aug-12,1.565
6-Aug-12,1.5625
7-Aug-12,1.5658
8-Aug-12,1.5659
9-Aug-12,1.5623
10-Aug-12,1.5679
13-Aug-12,1.569
14-Aug-12,1.5692
15-Aug-12,1.5686
16-Aug-12,1.5738
17-Aug-12,1.5697
20-Aug-12,1.5707
21-Aug-12,1.5788
22-Aug-12,1.58
23-Aug-12,1.5882
24-Aug-12,1.5815
27-Aug-12,1.58
28-Aug-12,1.5828
29-Aug-12,1.5839
30-Aug-12,1.5794
31-Aug-12,1.5864
3-Sep-12,ND
4-Sep-12,1.5889
5-Sep-12,1.5907
6-Sep-12,1.5922
7-Sep-12,1.6016
10-Sep-12,1.6009
11-Sep-12,1.6071
12-Sep-12,1.6111
13-Sep-12,1.6125
14-Sep-12,1.6244
17-Sep-12,1.6263
18-Sep-12,1.6251
19-Sep-12,1.6219
20-Sep-12,1.6198
21-Sep-12,1.6251
24-Sep-12,1.6199
25-Sep-12,1.6232
26-Sep-12,1.6145
27-Sep-12,1.6217
28-Sep-12,1.6132
1-Oct-12,1.6142
2-Oct-12,1.6186
