YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2006-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.108,1,0.108,1,0.266,2,0.16,0
2006-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,51,0.108,1,0.108,1,0.268,51,0.16,0
2006-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.108,1,0.108,1,0.269,51,0.16,0
2006-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.108,1,0.108,1,0.271,51,0.16,0
2006-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.108,1,0.108,1,0.273,51,0.16,0
2006-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.108,1,0.108,1,0.275,51,0.16,0
2006-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,3,0.108,1,0.108,1,0.276,51,0.16,0
2006-01-01,8:00,87.4,121.7,36,790,2,1,8,0,1,15,2,1,8,7,24,0,27,7,24,9,10,41,16,7,10,-9900,99,-9900,99,-9900,99,2.1,51,0.108,1,0.122,1,0.278,51,0.16,0
2006-01-01,9:00,80.1,129.4,243,1415,23,0,8,0,0,15,23,0,8,35,24,0,27,35,24,112,10,372,16,48,10,-9900,99,-9900,99,-9900,99,2.3,51,0.108,1,0.122,1,0.280,51,0.16,0
2006-01-01,10:00,71.7,140.7,443,1415,48,0,8,0,0,15,48,0,8,74,25,0,28,74,25,256,10,591,16,71,10,-9900,99,-9900,99,-9900,99,2.5,3,0.108,1,0.122,1,0.281,51,0.16,0
2006-01-01,11:00,65.3,153.9,590,1415,73,0,8,0,0,15,73,0,8,109,24,0,27,109,24,376,10,693,16,87,10,-9900,99,-9900,99,-9900,99,2.6,51,0.108,1,0.122,1,0.283,51,0.16,0
2006-01-01,12:00,61.5,168.7,674,1415,133,0,8,0,0,15,133,0,8,131,24,0,27,131,24,448,10,737,16,96,10,-9900,99,-9900,99,-9900,99,2.6,51,0.108,1,0.122,1,0.285,51,0.16,0
2006-01-01,13:00,60.8,184.4,690,1415,222,0,8,25,0,15,210,0,8,134,24,0,27,134,24,461,10,744,16,98,10,-9900,99,-9900,99,-9900,99,2.7,3,0.108,1,0.122,1,0.287,51,0.16,0
2006-01-01,14:00,63.3,199.7,636,1415,195,0,8,20,0,15,186,0,8,121,24,0,27,121,24,414,10,717,16,92,10,-9900,99,-9900,99,-9900,99,2.7,51,0.108,1,0.122,1,0.288,51,0.16,0
