YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2002-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,3,0.108,1,0.108,1,0.255,1,0.16,0
2002-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,3,0.108,1,0.108,1,0.255,1,0.16,0
2002-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,3,0.108,1,0.108,1,0.255,1,0.16,0
2002-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,3,0.108,1,0.108,1,0.255,1,0.16,0
2002-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,3,0.108,1,0.108,1,0.255,1,0.16,0
2002-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,3,0.108,1,0.108,1,0.255,1,0.16,0
2002-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,3,0.108,1,0.108,1,0.255,1,0.16,0
2002-01-01,8:00,87.4,121.7,36,790,1,0,8,0,0,15,1,0,8,7,10,3,16,7,10,11,10,90,16,7,10,-9900,99,-9900,99,-9900,99,3.4,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,9:00,80.1,129.4,243,1415,23,0,8,0,0,15,23,0,8,39,10,0,16,39,10,121,10,479,16,38,10,-9900,99,-9900,99,-9900,99,3.3,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,10:00,71.7,140.8,443,1415,52,0,8,0,0,15,52,0,8,82,10,0,16,82,10,267,10,679,16,55,10,-9900,99,-9900,99,-9900,99,3.3,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,11:00,65.3,153.9,590,1415,73,0,8,0,0,15,73,0,8,118,10,0,16,118,10,387,10,767,16,67,10,-9900,99,-9900,99,-9900,99,3.4,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,12:00,61.5,168.7,674,1415,79,0,8,0,0,15,79,0,8,139,10,0,16,139,10,458,10,806,16,74,10,-9900,99,-9900,99,-9900,99,3.4,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,13:00,60.8,184.4,690,1415,105,0,8,0,0,15,105,0,8,277,11,86,16,235,11,471,10,811,16,75,10,-9900,99,-9900,99,-9900,99,3.5,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,14:00,63.3,199.7,636,1415,149,0,8,0,0,15,149,0,8,139,10,140,16,76,10,427,10,792,16,71,10,-9900,99,-9900,99,-9900,99,3.1,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,15:00,68.6,213.7,516,1415,73,0,8,0,0,15,73,0,8,205,10,93,16,172,10,328,10,733,16,61,10,-9900,99,-9900,99,-9900,99,2.8,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,16:00,76.2,225.8,338,1415,80,0,8,0,0,15,80,0,8,58,10,0,16,58,10,189,10,599,16,46,10,-9900,99,-9900,99,-9900,99,2.4,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,17:00,85.2,236.2,117,1415,14,1,8,0,1,15,14,1,8,30,10,68,16,24,10,46,10,269,16,23,10,-9900,99,-9900,99,-9900,99,2.6,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,18:00,89.9,240.9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.8,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.9,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.0,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.1,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.2,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.2,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.2,3,0.108,1,0.074,1,0.255,1,0.16,0
2002-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.2,3,0.108,1,0.074,1,0.266,1,0.16,0
2002-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.0,3,0.108,1,0.074,1,0.266,1,0.16,0
