YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2004-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.108,1,0.093,1,0.264,1,0.16,0
2004-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.108,1,0.093,1,0.264,1,0.16,0
2004-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.108,1,0.093,1,0.264,1,0.16,0
2004-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.108,1,0.093,1,0.264,1,0.16,0
2004-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.093,1,0.264,1,0.16,0
2004-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,8:00,87.4,121.6,36,790,1,0,8,0,0,15,1,0,8,8,10,25,16,7,10,10,10,69,16,7,10,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,9:00,80.1,129.4,243,1415,68,0,8,21,0,15,64,0,8,88,10,144,16,63,10,120,10,450,16,42,10,-9900,99,-9900,99,-9900,99,1.1,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,10:00,71.7,140.7,443,1415,154,0,8,47,0,15,139,0,8,229,10,77,16,205,10,270,10,666,16,62,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,11:00,65.3,153.8,591,1415,195,0,8,32,0,15,182,0,8,198,10,37,16,182,10,394,10,763,16,76,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,12:00,61.5,168.6,675,1415,306,0,8,167,0,15,226,0,8,185,10,85,16,144,10,468,10,806,16,83,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,13:00,60.8,184.3,691,1415,141,0,8,0,0,15,141,0,8,246,10,126,16,184,10,482,10,812,16,85,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,14:00,63.2,199.7,637,1415,135,0,8,0,0,15,135,0,8,122,10,113,16,71,10,434,10,787,16,80,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,15:00,68.6,213.6,517,1415,59,0,8,0,0,15,59,0,8,196,10,99,16,160,10,331,10,718,16,69,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,16:00,76.1,225.8,339,1415,180,0,8,235,0,15,124,0,8,114,10,88,16,93,10,188,10,569,16,52,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,17:00,85.2,236.2,119,1415,32,1,8,116,1,15,22,1,8,19,10,0,16,19,10,45,10,229,16,25,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,18:00,89.9,240.9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-02,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.108,1,0.093,1,0.277,1,0.16,0
2004-01-03,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.093,1,0.311,1,0.16,0
2004-01-03,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.093,1,0.311,1,0.16,0
2004-01-03,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.108,1,0.093,1,0.311,1,0.16,0
2004-01-03,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.108,1,0.093,1,0.311,1,0.16,0
2004-01-03,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.108,1,0.093,1,0.311,1,0.16,0
2004-01-03,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.108,1,0.093,1,0.311,1,0.16,0
2004-01-03,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.108,1,0.093,1,0.311,1,0.16,0
2004-01-03,8:00,87.4,121.5,36,790,2,0,8,62,0,15,0,0,8,13,10,140,16,6,10,13,10,140,16,6,10,-9900,99,-9900,99,-9900,99,0.8,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,9:00,80.1,129.2,243,1415,131,0,8,426,0,15,58,0,8,131,10,576,16,32,10,131,10,576,16,32,10,-9900,99,-9900,99,-9900,99,0.8,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,10:00,71.7,140.5,443,1415,287,0,8,608,0,15,97,0,8,287,10,769,16,45,10,287,10,769,16,45,10,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,11:00,65.3,153.7,592,1415,354,0,8,493,0,15,148,0,8,360,10,662,16,83,10,413,10,854,16,56,10,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,12:00,61.4,168.5,677,1415,417,0,8,515,0,15,171,0,8,451,10,707,16,113,10,487,10,890,16,61,10,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,13:00,60.7,184.2,693,1415,418,0,8,440,0,15,203,0,8,483,10,780,16,101,10,502,10,897,16,63,10,-9900,99,-9900,99,-9900,99,0.8,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,14:00,63.1,199.6,640,1415,456,0,8,672,0,15,152,0,8,406,10,686,16,96,10,454,10,874,16,59,10,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,15:00,68.4,213.6,520,1415,356,0,8,722,0,15,90,0,8,301,10,581,16,87,10,350,10,815,16,51,10,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,16:00,76.0,225.7,343,1415,197,0,8,469,0,15,83,0,8,151,10,329,16,72,10,204,10,685,16,39,10,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,17:00,85.0,236.2,122,1415,47,1,8,313,1,15,20,1,8,55,10,336,16,26,10,53,10,369,16,21,10,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,18:00,89.8,241.0,0,35,0,1,8,1,1,15,0,1,8,0,24,3,27,0,24,0,10,5,16,0,10,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-03,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.311,1,0.16,0
2004-01-04,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.050,1,0.255,1,0.16,0
2004-01-04,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.050,1,0.255,1,0.16,0
2004-01-04,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.050,1,0.255,1,0.16,0
2004-01-04,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.050,1,0.255,1,0.16,0
2004-01-04,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.050,1,0.255,1,0.16,0
2004-01-04,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.050,1,0.255,1,0.16,0
2004-01-04,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.050,1,0.255,1,0.16,0
2004-01-04,8:00,87.4,121.3,36,790,1,0,8,4,0,15,1,0,8,7,24,15,27,7,24,12,10,116,16,7,10,-9900,99,-9900,99,-9900,99,1.1,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,9:00,80.1,129.1,243,1415,138,0,8,333,0,15,81,0,8,71,24,63,27,60,24,128,10,537,16,35,10,-9900,99,-9900,99,-9900,99,1.1,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,10:00,71.7,140.4,444,1415,295,0,8,685,0,15,80,0,8,133,24,125,27,94,24,282,10,737,16,50,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,11:00,65.2,153.5,593,1415,414,0,8,770,0,15,92,0,8,260,24,376,27,103,24,407,10,825,16,62,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,12:00,61.3,168.3,678,1415,477,0,8,714,0,15,135,0,8,291,24,461,27,70,24,482,10,863,16,68,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,13:00,60.6,184.1,696,1415,425,0,8,459,0,15,200,0,8,386,24,558,27,112,24,496,10,869,16,69,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,14:00,63.0,199.5,643,1415,459,0,8,606,0,15,184,0,8,377,24,444,27,175,24,450,10,846,16,65,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,15:00,68.3,213.5,523,1415,270,0,8,273,0,15,169,0,8,235,24,254,27,142,24,347,10,786,16,56,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,16:00,75.8,225.7,346,1415,217,0,8,375,0,15,125,0,8,189,24,413,27,88,24,203,10,653,16,43,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,17:00,84.9,236.2,126,1415,53,1,8,250,1,15,31,1,8,53,10,271,16,29,10,53,10,334,16,23,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,18:00,89.8,241.1,0,59,0,1,8,2,1,15,0,1,8,0,24,1,27,0,24,0,10,6,16,0,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-04,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.108,1,0.062,1,0.255,1,0.16,0
2004-01-05,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.062,1,0.246,1,0.16,0
2004-01-05,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.062,1,0.246,1,0.16,0
2004-01-05,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.062,1,0.246,1,0.16,0
2004-01-05,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.062,1,0.246,1,0.16,0
2004-01-05,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.062,1,0.246,1,0.16,0
2004-01-05,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.062,1,0.246,1,0.16,0
2004-01-05,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.062,1,0.246,1,0.16,0
2004-01-05,8:00,87.4,121.2,36,790,9,1,8,67,1,15,6,1,8,9,24,35,27,7,24,9,10,35,16,7,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.133,1,0.246,1,0.16,0
2004-01-05,9:00,80.1,128.9,244,1415,125,0,8,251,0,15,82,0,8,112,24,360,27,50,24,112,10,360,16,50,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.133,1,0.246,1,0.16,0
2004-01-05,10:00,71.7,140.2,445,1415,276,0,8,599,0,15,88,0,8,260,24,590,27,75,24,260,10,590,16,75,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.133,1,0.246,1,0.16,0
2004-01-05,11:00,65.2,153.4,594,1415,387,0,8,652,0,15,114,0,8,386,24,697,27,93,24,386,10,697,16,93,10,-9900,99,-9900,99,-9900,99,1.2,3,0.108,1,0.133,1,0.246,1,0.16,0
2004-01-05,12:00,61.3,168.2,680,1415,429,0,8,545,0,15,167,0,8,461,24,745,27,103,24,461,10,745,16,103,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.133,1,0.246,1,0.16,0
2004-01-05,13:00,60.4,184.0,698,1415,421,0,8,500,0,15,175,0,8,476,24,753,27,105,24,476,10,753,16,105,10,-9900,99,-9900,99,-9900,99,1.3,3,0.108,1,0.133,1,0.246,1,0.16,0
2004-01-05,14:00,62.8,199.5,646,1415,397,0,8,547,0,15,148,0,8,399,24,608,27,121,24,432,10,729,16,99,10,-9900,99,-9900,99,-9900,99,1.1,3,0.108,1,0.133,1,0.246,1,0.16,0
2004-01-05,15:00,68.1,213.5,527,1415,327,0,8,570,0,15,115,0,8,289,24,497,27,104,24,330,10,659,16,85,10,-9900,99,-9900,99,-9900,99,1.0,3,0.108,1,0.133,1,0.246,1,0.16,0
2004-01-05,16:00,75.7,225.7,350,1415,171,0,8,301,0,15,96,0,8,178,24,401,27,79,24,188,10,505,16,63,10,-9900,99,-9900,99,-9900,99,0.8,3,0.108,1,0.133,1,0.246,1,0.16,0
2004-01-05,17:00,84.8,236.2,129,1415,42,1,8,201,1,15,24,1,8,44,10,139,16,32,10,46,10,172,16,31,10,-9900,99,-9900,99,-9900,99,0.9,3,0.108,1,0.133,1,0.246,1,0.16,0
