Date,Open,High,Low,Close,Volume,Adj Close
2016-04-01,4461.77002,4534.319824,4452.109863,4532.080078,1812250000,4532.080078
2016-03-31,4491.009766,4504.240234,4478.129883,4483.660156,1774270000,4483.660156
2016-03-30,4494.700195,4518.180176,4481.839844,4490.879883,1717820000,4490.879883
2016-03-29,4391.189941,4471.77002,4384.27002,4467.720215,1806490000,4467.720215
2016-03-28,4415.040039,4417.569824,4393.080078,4398.069824,1381000000,4398.069824
2016-03-24,4380.22998,4405.990234,4374.709961,4405.529785,1590990000,4405.529785
2016-03-23,4431.819824,4434.759766,4394.959961,4402.560059,1732630000,4402.560059
2016-03-22,4403.470215,4450.759766,4401.259766,4437.620117,1596200000,4437.620117
2016-03-21,4403.089844,4430.439941,4400.350098,4426.97998,1609230000,4426.97998
2016-03-18,4408.819824,4420.879883,4387.799805,4410.830078,2829040000,4410.830078
2016-03-17,4390.060059,4413.080078,4376.870117,4400.259766,1907190000,4400.259766
2016-03-16,4359.669922,4416.109863,4357.740234,4404.200195,1781060000,4404.200195
2016-03-15,4354.379883,4371.290039,4339.859863,4367.080078,1692420000,4367.080078
2016-03-14,4347.939941,4378.350098,4347.549805,4367.330078,1615100000,4367.330078
2016-03-11,4337.120117,4361.830078,4320.549805,4361.830078,1801790000,4361.830078
2016-03-10,4307.870117,4335.330078,4232.080078,4286.970215,1936470000,4286.970215
2016-03-09,4281.100098,4293.22998,4258.080078,4293.22998,1789550000,4293.22998
2016-03-08,4272.720215,4308.839844,4258.830078,4265.509766,1993060000,4265.509766
2016-03-07,4303.810059,4330.279785,4271.560059,4303.330078,2084390000,4303.330078
2016-03-04,4334.029785,4356.339844,4301.350098,4329.00,2171230000,4329.00
2016-03-03,4330.399902,4331.490234,4296.319824,4325.859863,1936290000,4325.859863
2016-03-02,4328.720215,4335.430176,4301.089844,4334.390137,1912510000,4334.390137
2016-03-01,4238.080078,4333.609863,4225.930176,4333.609863,2080150000,4333.609863
2016-02-29,4228.569824,4263.310059,4200.149902,4201.120117,2065260000,4201.120117
2016-02-26,4273.589844,4275.830078,4227.290039,4235.620117,1814920000,4235.620117
2016-02-25,4212.47998,4241.25,4173.25,4241.060059,1667840000,4241.060059
2016-02-24,4116.02002,4205.97998,4088.120117,4200.660156,1978180000,4200.660156
2016-02-23,4209.319824,4217.990234,4158.560059,4162.540039,1777750000,4162.540039
2016-02-22,4203.600098,4235.120117,4199.930176,4231.27002,1794020000,4231.27002
2016-02-19,4129.75,4175.080078,4121.589844,4164.089844,1903770000,4164.089844
2016-02-18,4212.220215,4212.580078,4146.100098,4151.490234,1955870000,4151.490234
2016-02-17,4138.430176,4204.620117,4125.830078,4199.100098,2296440000,4199.100098
2016-02-16,4077.330078,4104.330078,4049.879883,4104.330078,2117920000,4104.330078
2016-02-12,3996.639893,4022.120117,3965.73999,4019.189941,1983190000,4019.189941
2016-02-11,3910.570068,3988.709961,3902.860107,3962.219971,2812330000,3962.219971
2016-02-10,3996.77002,4045.47998,3962.699951,3966.280029,2448380000,3966.280029
2016-02-09,3903.929932,4008.060059,3902.73999,3947.800049,2465790000,3947.800049
2016-02-08,3947.98999,3979.090088,3888.780029,3960.669922,2702070000,3960.669922
2016-02-05,4150.350098,4152.72998,4008.449951,4024.469971,2479280000,4024.469971
2016-02-04,4158.049805,4200.990234,4120.580078,4167.77002,2200930000,4167.77002
2016-02-03,4213.669922,4218.160156,4099.240234,4171.970215,2466190000,4171.970215
2016-02-02,4262.450195,4265.040039,4180.569824,4193.100098,2185180000,4193.100098
2016-02-01,4254.410156,4301.629883,4238.200195,4286.560059,1983340000,4286.560059
2016-01-29,4186.350098,4279.169922,4184.310059,4279.169922,2607550000,4279.169922
2016-01-28,4197.200195,4197.47998,4116.50,4186.060059,2322310000,4186.060059
2016-01-27,4214.939941,4226.089844,4111.930176,4128.859863,2115710000,4128.859863
2016-01-26,4211.919922,4250.970215,4177.850098,4233.850098,1981180000,4233.850098
2016-01-25,4245.470215,4268.109863,4193.319824,4196.529785,2028880000,4196.529785
2016-01-22,4226.439941,4260.549805,4209.240234,4259.77002,2153340000,4259.77002
2016-01-21,4146.450195,4200.359863,4099.299805,4142.600098,2447750000,4142.600098
2016-01-20,4078.22998,4178.640137,3992.909912,4136.279785,3204130000,4136.279785
2016-01-19,4199.560059,4202.040039,4101.049805,4147.080078,2394550000,4147.080078
2016-01-15,4123.870117,4184.689941,4085.790039,4141.080078,2818630000,4141.080078
2016-01-14,4201.22998,4308.25,4133.319824,4272.970215,2565560000,4272.970215
2016-01-13,4352.640137,4359.50,4177.299805,4183.120117,2533200000,4183.120117
2016-01-12,4322.77002,4353.189941,4273.02002,4333.720215,2147470000,4333.720215
2016-01-11,4300.970215,4311.140137,4217.629883,4283.549805,2391110000,4283.549805
2016-01-08,4336.120117,4362.459961,4264.810059,4270.779785,2288750000,4270.779785
2016-01-07,4349.140137,4403.609863,4303.660156,4305.720215,2552590000,4305.720215
2016-01-06,4409.779785,4467.549805,4409.490234,4443.97998,2168620000,4443.97998
2016-01-05,4512.040039,4522.120117,4466.049805,4484.180176,1927380000,4484.180176
2016-01-04,4485.060059,4497.859863,4439.129883,4497.859863,2218420000,4497.859863
2015-12-31,4634.160156,4642.549805,4592.879883,4593.27002,1437480000,4593.27002
2015-12-30,4687.160156,4688.660156,4651.72998,4652.009766,1247530000,4652.009766
2015-12-29,4645.080078,4702.740234,4644.319824,4691.080078,1383470000,4691.080078
2015-12-28,4610.410156,4621.680176,4580.129883,4621.350098,1310650000,4621.350098
2015-12-24,4626.319824,4635.589844,4620.799805,4622.77002,706880000,4622.77002
2015-12-23,4612.160156,4626.169922,4605.359863,4624.589844,1591490000,4624.589844
2015-12-22,4580.609863,4596.080078,4560.540039,4589.259766,1556670000,4589.259766
2015-12-21,4547.919922,4560.709961,4519.819824,4560.549805,1673400000,4560.549805
2015-12-18,4578.689941,4593.399902,4513.22998,4514.830078,3765210000,4514.830078
2015-12-17,4680.629883,4681.129883,4597.649902,4598.140137,1897220000,4598.140137
2015-12-16,4633.850098,4673.540039,4582.870117,4664.560059,2016610000,4664.560059
2015-12-15,4607.200195,4636.77002,4592.720215,4597.330078,2054710000,4597.330078
2015-12-14,4535.560059,4571.569824,4478.25,4570.160156,2196060000,4570.160156
2015-12-11,4583.080078,4600.910156,4534.049805,4537.560059,2084950000,4537.560059
2015-12-10,4627.77002,4674.00,4619.97998,4643.049805,1746520000,4643.049805
2015-12-09,4674.799805,4698.25,4595.009766,4622.140137,2003450000,4622.140137
2015-12-08,4646.430176,4708.470215,4643.649902,4694.77002,1871450000,4694.77002
2015-12-07,4718.549805,4720.819824,4671.870117,4693.620117,1952690000,4693.620117
