"logLik","logLik_se","b1","b2","b3","b4","b5","b6","b7","psi","rho","tau","sigma_dem","sigma_env","SO_0","IO_0","delta","K","SB1_0","SB2_0","SB3_0","SB4_0","SB5_0","SB6_0"
-812.339012907332,0.146860713834457,6.17359456154219,5.0993025837111,6.06784171025216,3.82963693911457,4.58886395134279,6.20670381310997,4.68014749812245,1.92606333342524e-06,0.675768856891432,0.0412759141094257,0.0053625404114551,0.775137283215127,0.920396186430275,0.00121990290886241,0.016666667,7,13206,13206,13206,13206,13206,13206
-812.355938717141,0.0971683704152201,5.98241754952167,5.31516939877778,5.76433314434542,4.05560680560368,4.51634560139749,6.11547647487646,4.76835450421378,3.24420279029945e-06,0.579834464500358,0.0394161552723117,0.00109224319360453,0.768106665212952,0.909363343755586,0.00114914377848939,0.016666667,7,13206,13206,13206,13206,13206,13206
-815.284707749061,0.149365095965125,6.03941494291953,5.64101706047519,5.54200887457479,4.49678772515153,3.72697555967233,6.61779416631249,4.53718416121524,8.54068886206694e-06,0.715020282020033,0.0158906339378727,0.000956105646197192,0.839984109628565,0.949077943267996,0.00100265047757903,0.016666667,7,13206,13206,13206,13206,13206,13206
-812.748251867509,0.0854889237162438,6.19307281382052,5.21686085854746,6.00064138985914,3.57426897851938,4.95607391477181,5.90120343336861,4.83341563257809,1.06256369428544e-05,0.642598143004276,0.0247771243302898,0.00452576053787765,0.74366477959162,0.957424394792835,0.000919053490237425,0.016666667,7,13206,13206,13206,13206,13206,13206
-813.50453981592,0.0904779898361251,6.43541295901316,5.2464041826314,5.93323403340161,4.00051371769752,4.31769258318869,6.54487040774612,4.16368249186057,3.22455813743142e-06,0.613743347224028,0.00682286258034638,0.00415702302761199,0.800813313395623,0.974443314563748,0.000778961837688719,0.016666667,7,13206,13206,13206,13206,13206,13206
-813.933217788275,0.21893183730944,6.0729421956729,5.2981496296819,5.76901553571946,4.20648659599044,4.25054568136526,6.33355106365092,4.65855576599458,1.20049447139279e-05,0.653198139598453,0.0303739781010947,0.0118049686097281,0.691980328243802,0.950591217088514,0.00137844402609516,0.016666667,7,13206,13206,13206,13206,13206,13206
-813.246630719883,0.16537247066923,6.51759349123797,5.13072076215192,6.05231877158532,3.76269000843502,4.54026351542551,6.3064427381298,4.57738822357929,3.39130001418292e-06,0.468718014655938,0.00736992330497484,0.000761497835699518,0.765383423867975,0.94639390141743,0.00125879127267098,0.016666667,7,13206,13206,13206,13206,13206,13206
-813.196531100072,0.140723285549589,5.94974907405166,5.34911342586676,5.8473178852297,3.93829577532412,4.62647969772518,5.79701043335205,5.09557733766587,1.31943160733203e-05,0.85126666406375,0.00667408435008401,0.00352455433381092,0.735279389942642,0.97302049300198,0.00154221484720102,0.016666667,7,13206,13206,13206,13206,13206,13206
-812.203935484745,0.132535886059638,5.92715258050295,5.32047466007511,5.95632246885734,3.8983370968213,4.62572661207723,6.0249150817738,4.834672619678,5.19875085010082e-06,0.777082640758503,0.0203124586240283,0.00356360935021817,0.750915820312842,0.963867760048392,0.00174947626864613,0.016666667,7,13206,13206,13206,13206,13206,13206
-813.482477033601,0.142600749267921,5.8893552788015,5.25520421614199,5.9317779576665,3.86042761366574,4.53309509523153,6.1327968244282,4.96667513872505,1.09980143531176e-05,0.525218749128693,0.0163312498461756,0.00453260747169184,0.77923548358453,0.94448962300079,0.0021663827023739,0.016666667,7,13206,13206,13206,13206,13206,13206
-813.542674050978,0.103728959942666,5.9327557787564,5.36426026711062,5.69930172850019,3.84340497395094,4.48485311640137,5.81156932857761,5.03260398554877,3.29653231790453e-06,0.762187811774355,0.0135312142380048,0.00583471862394788,0.762532716166082,0.982229436483129,0.00184658295327008,0.016666667,7,13206,13206,13206,13206,13206,13206
-2235.95771154176,2.12566556781095,6.46297917375577,5.29708570333953,5.79826185090467,4.16472006950394,4.36298113926195,6.2936045618195,4.48531734948812,3.40061315378674e-06,0.676604321942831,0.015456465798535,0.00120018080690712,0.758675976030893,0.971446341439793,0.000568368342088117,0.016666667,7,13206,13206,13206,13206,13206,13206
-813.422107748204,0.101914480525214,6.02762830393583,4.83234501566152,6.17233202112202,3.78694035883208,4.4412307481748,6.31573508604869,4.59912720273937,5.13041336832625e-06,0.725886561373661,0.00496193869201902,0.00209446361272928,0.774875371328998,0.962054125885843,0.00114436367310423,0.016666667,7,13206,13206,13206,13206,13206,13206
-813.517981327328,0.150020139829052,6.03813153641305,5.28991504424328,5.71909577311662,4.11575094827374,4.36691122070221,6.0370613482612,4.54812606372388,6.37108696589604e-06,0.689233003622204,0.00472489280207969,0.00200725645427396,0.774318740189705,0.956878007106738,0.00045479962187626,0.016666667,7,13206,13206,13206,13206,13206,13206
-812.289052700858,0.111629623188681,6.13295465404707,5.26909402971703,5.92392279081193,4.04427035122114,4.46610795023811,6.13494612824544,4.70738977161623,9.71850837502222e-06,0.699713508088804,0.0156317358596633,0.00206227651373832,0.769861624093163,0.981872783746921,0.000605555135495411,0.016666667,7,13206,13206,13206,13206,13206,13206
-813.323939482239,0.113173135646694,5.51519681749289,5.8228397104984,5.58559856681294,4.07252134867149,4.48351644651332,6.23409864328943,5.09603130788429,3.14621079885322e-06,0.761106430901661,0.00794145775839613,0.00485499137361294,0.740605884215204,0.9387989912104,0.00177557269533099,0.016666667,7,13206,13206,13206,13206,13206,13206
-812.27684919951,0.136419007665992,6.17296373301048,5.10471807538849,5.9763654851365,3.85487460489779,4.67147964426378,6.02061314193985,4.77918896209572,7.32436041927686e-06,0.615737898908064,0.0198070656949908,0.00529986649662756,0.749672532875391,0.944456199750393,0.00149408313644139,0.016666667,7,13206,13206,13206,13206,13206,13206
-813.945547063683,0.101747916999423,5.65738967211995,5.48394828436986,5.92261676105395,3.69484830875641,4.52146149801608,6.15561374370267,4.73159445023575,6.18322746487664e-06,0.619241530135549,0.0227808240505502,0.00171288347200074,0.758134834608645,0.975204819927304,0.00185286228139042,0.016666667,7,13206,13206,13206,13206,13206,13206
-811.39501169693,0.0957449557836524,6.11279300854863,5.1419329278619,5.99775512451183,3.81188536371243,4.56353805554639,6.30239199684455,4.60104502678012,2.17928190811603e-06,0.792625404935903,0.00546288529140968,0.00350103077820162,0.769634091247996,0.941074488138741,0.000889032696145428,0.016666667,7,13206,13206,13206,13206,13206,13206
-2351.56653702154,2.70792712167087,6.07651275963673,5.11733711019979,5.83050890768201,3.98136991475943,4.28860284012174,6.38725049092426,4.51679050917395,2.81497841870553e-06,0.62726533150707,0.0230661556733716,0.0011453960685463,0.766219001214537,0.962288599975711,0.00705684970173957,0.016666667,7,13206,13206,13206,13206,13206,13206
-1072.59082345822,2.07977820193751,-1.02483504421184,1.03251271065484,3.77960870767955,-0.894010014257376,0.104243520329159,4.90437573358564,1.60651268873026,0.00962003901866827,0.233772085453079,0.00127372846102372,0.127811828465947,0.452085863145034,0.530217271224315,0.0131748311898137,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-966.185520531322,1.38132389499444,6.25875979460659,8.13399656599055,-0.74502741744666,0.0936142713250697,5.14989932967315,6.81570418551718,-0.974708188223451,0.00582733978640409,0.322924771221201,0.108528616139899,0.0778260370256354,1.29975916867091,0.519713797959378,0.00159495642556696,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-895.502688215219,0.434680566179339,5.14100240931512,6.03535115274527,2.64092000682784,7.19644473150103,0.443981352366729,4.48570950610201,7.00136505390739,0.00376675526161958,0.27380063924507,0.113678177755793,0.0532028340260734,1.08672677823936,0.590869048834586,0.00304464316464966,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-864.715948318158,0.156087585684661,4.07863365774958,6.82546207547688,4.64492841693728,5.60273472486269,4.28684066762271,1.37985950372385,7.49328870720249,0.00117066062872511,0.450658508196155,0.0519335643431145,0.0399017870873977,0.886036003625014,0.0133747005206305,0.0094634197307923,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-893.117795172414,0.107172788951381,3.09593665292299,6.29086396453903,6.49374404456458,2.53035379441663,-0.137872361610718,-1.77487544522667,2.64065414673449,0.00319916541467824,0.520740482026154,0.116064892785786,0.0403989573477911,1.02974616509587,0.919712755934577,0.0137123301579502,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-915.485579740908,0.184617432498253,4.42718358150276,3.75478954458446,5.21367055155481,1.79729562862502,6.43713636101468,5.8069971309197,6.90195260552643,0.0049340758655308,0.347642428416891,0.105996531316946,0.0243109480437243,1.35841316521984,0.593879538288175,0.0184631019045194,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-968.990800714856,0.950370105202779,2.77353286930355,4.20688999778117,2.56438781089382,-0.172116332659231,1.48946545146773,4.555909258015,5.95515565476094,0.0085635692861086,0.317890691102471,0.109038137367458,0.13806044064453,0.313621927714312,0.332090395434752,0.00872174077424846,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-991.416066439019,15.0297404924938,6.42619689636258,0.0657185789972501,6.28147871331923,3.39142284371239,1.21944689528466,6.37351415643055,2.8725525526508,0.0103604862356009,0.200644265443419,0.0658317910079119,0.138473183771472,0.25050093153763,0.993704548884566,0.0101621727797503,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-926.831288987036,0.141422409879421,2.37574441252637,4.72154031063039,4.6489210617343,4.61790233853243,7.27988089146818,7.24645519572974,-0.775110308591143,0.0100831171211962,0.338568403428484,0.12960216554779,0.05927653309509,1.3755268785046,0.0918212841591453,0.00739810651587425,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-941.425192201847,0.133384441623913,6.67146436546643,6.10754825855047,-1.51111708984098,-0.852373265054639,-1.08361530221843,3.95035235108366,1.61269670138213,0.0185509364665854,0.275234414572773,0.137722569067948,0.219956904996609,0.0427721515499733,0.0205487415521544,4.45369198780997e-05,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-925.807710499132,0.578079850541209,0.213681114226096,7.52660402764878,4.16442459885697,0.792329125982723,3.69846661460993,5.60084745870345,5.76427839161347,0.00209088997994988,0.47458109141965,0.147505155812457,0.0477111499729135,1.1831522323591,0.836844434406275,0.0145093086736311,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-1024.65657502435,1.78235015155879,5.77406324295472,1.87460979771793,5.7435845316587,3.50116878297587,-0.777168801156141,0.678853817207863,5.78258970208049,0.00666129461367153,0.177499298737307,0.0647050937368188,0.101309988808963,0.524032537369406,0.645573731490259,0.00428111834807841,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-960.755981810471,0.708706637866651,6.40814218770086,7.54677507705587,0.376583155032788,-2.26806706576881,5.98819143185682,-0.752614875414822,1.81539649761056,0.00945439948103261,0.219393193368948,0.0910633229270124,0.117015390202314,0.936191672319603,0.104476569893565,0.00340002784179793,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-1013.36985211666,7.23547090479386,5.00757595233947,-0.723412767001543,4.4121774147878,0.547947097648984,1.78868097267625,3.42234765819387,3.31334209927382,0.00911566697082639,0.24346081173257,0.124556715479366,0.089917686546881,0.805872859975701,0.699091873463658,0.00851386612183926,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-992.17130859537,13.7958327755981,0.193633086308482,0.862511002465912,4.60256811056895,0.645091951901622,-0.468385784751624,5.44826136807191,3.27409749509684,0.00995561471195526,0.255693298368821,0.111330335765759,0.106016518186896,0.725390088637055,0.304144694391301,0.0432087687052973,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-945.374852294781,0.105934728977161,5.65870121753577,-1.13780505594928,2.01924100087696,6.62291317136506,5.976722729372,2.53586278249187,-0.294279147172099,0.0205753608634324,0.322704502345414,0.134502106614622,0.0886035822178319,1.42968600791546,0.223602229896682,0.0116595173749676,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-1038.47247264125,0.507728225449551,4.3369689412161,-0.412912882851716,1.12382642372081,0.154138910922503,-1.75643464556915,6.23099871856754,2.22429725774091,0.0142452280453944,0.206657316856109,0.00780869652473568,0.0776735254227119,1.3665478117765,0.715254030381663,0.020078987384376,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-1054.58044400829,3.84647359630243,-0.0886319111649323,4.22930149357263,6.45878532821023,0.729657415145606,6.72882836645444,4.64621447958796,3.62654593847317,0.00539753266414779,0.350262788850619,0.00169194100327749,0.108787649674431,0.287591478101309,0.109310371431469,0.00421915008034289,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-965.510238661566,1.93358992416595,1.34568531839907,5.46286685118174,2.57929575036741,6.14854568306141,1.80485295998731,2.10264932073688,7.34910225844822,0.0044531809926406,0.235810168344654,0.0804536258661277,0.0582309908212512,1.01968495982629,0.103200140149742,0.0130984087393939,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-977.060672083046,2.76999210649976,2.64647729928513,2.7304864239127,0.0315725641873076,1.79121787158819,0.814523324894403,4.52524073007234,5.21605166264821,0.0037392279990519,0.618171665226467,0.27411583736254,0.058737605785529,1.04614950290463,0.162308529408572,0.00600043597813838,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-941.532275160759,0.135851738193938,2.11648312601247,5.11948825671257,7.31819709299412,-0.865418555634457,0.625604945674195,4.28758270308298,1.98431265016817,0.043295865840063,0.109419223802254,0.0625769165250472,0.318802540858801,0.138130003052191,0.681037910556169,0.00578202837864711,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-928.866903206059,0.713345523987174,1.8843307826217,4.54469651634799,3.73653961838987,5.131078026653,5.19477774204644,0.132775672065793,-0.652141472258931,0.00844452124752946,0.273345850925043,0.088077464004462,0.0389713821498405,1.28535006616107,0.961954174893519,0.0100800037600332,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-864.572065191227,0.0328187396600381,-2.27730867687009,6.77023771949723,9.95826695587027,8.60462395141474,9.12030358228846,-1.62889035741203,8.02264272002019,0.338743822465536,0.074950224313833,0.0517158597320506,0.0607796085298226,0.528755329958023,0.629885286047361,0.0209341731412773,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-891.172339043014,0.431159964574585,5.23913931462636,7.23598875499069,2.95915450499195,6.28292913476094,-2.64810736772525,-0.291481823953515,6.05699377988731,0.00211736673406771,0.379772169909609,0.0580395263845955,0.0308955994291489,1.08177783939037,0.741498067627405,0.00432762133581177,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-987.452496529815,1.20780408357441,2.2823760349749,5.53251619017857,0.451705311003007,1.425257791215,6.91493519495202,1.8509264889066,0.00685867115202337,0.022757507961981,0.0922979681234334,0.0611780424925619,0.0768593036824784,1.39452175928908,0.207960984058389,0.0228655667578199,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-1061.59108782153,6.84443758894543,-1.80873718157182,0.191665548810005,1.38868208644107,6.19066178773653,6.91757088125793,3.83403657093447,2.89899571872893,0.0129031938729446,0.237997123832437,0.0304101994896265,0.0779654461061919,1.25794561041658,0.263665310777107,5.44992110399258e-05,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-945.317124269062,0.105028282286611,1.10668314001863,-1.24045048251588,6.08825055886468,4.99502738485713,0.27761843627125,5.72009894829549,2.17373997130705,0.0438440107066741,0.165227077862425,0.0788722473596421,0.333781627748155,0.340513018400209,0.271934655260165,0.000947541897632095,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-948.387377703606,0.10651687370048,-0.884154156734199,-0.134845819514555,2.8419802602728,-0.424433806287461,3.29228527326563,2.47197656062932,4.86718803684739,0.0300422258331485,0.250740683096297,0.111341387807717,0.102423635349025,1.43054755796719,0.637837163869051,0.00977480913182037,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-914.427384091297,0.267945882757772,3.88190078819815,7.71024317820484,2.78527286439281,2.83480954824632,-0.510068357896138,6.59218161705941,6.43662767526651,0.0101302574165435,0.313230295562763,0.111584472088741,0.12452630741256,0.882129121860586,0.802544095067828,0.00567698386699012,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-881.411585002284,0.112240826504176,6.24699775899757,6.86301475860818,3.80365737896291,6.56593897344324,3.19368236142628,5.48208503434228,-0.487051724491698,0.00218808235657438,0.512276731699588,0.0643342359665818,0.0392294869957183,1.03336982549219,0.568829262379536,0.00365117490261928,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-1045.6087225324,1.54607931032844,0.582120039512662,6.05780197747389,5.06912024020245,3.96134173720517,3.21060778471504,-0.380939274951873,-1.42449788527248,0.00264900603757554,0.597323780864294,0.0565202985021981,0.0759025286215406,0.155333743476837,0.935232234981606,0.000314526652164285,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-894.430653679522,0.0716705872046993,1.17209677086101,7.7508969125214,5.71371582177922,4.22456367428435,-1.49550861802325,6.06197025132603,3.03050333884084,0.00495331100209204,0.38302009292553,0.0705269492829722,0.04841576272986,1.11469000885392,0.884411054594454,0.0187929412350143,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-873.761843132637,0.155804634103477,7.32504596762918,5.08312381636981,5.96682393955333,3.94316836711335,5.99079684174248,0.996559553511678,-1.68323873075246,0.00258558301779227,0.451294141872004,0.00865832825181568,0.0599603958719321,0.808102132669535,0.484624701151429,0.00581227649896525,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-1019.70550281024,9.10806914462168,-3.85693916758739,3.43291987290789,5.85559451975924,3.43309742516914,-0.717875913524276,0.648100957961033,2.82379843271686,0.00827849175919553,0.196882075718611,0.121498413247773,0.112603909063554,0.338079024406832,0.353056623756968,0.00715445398884622,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-995.008062517702,1.80818629255398,2.01553290857094,-0.91361128091397,6.21742502062038,4.47565719663856,0.404475114939463,-0.450623395374128,7.96662149127228,0.00893175225625313,0.213411963040721,0.0805001494884783,0.0726340025530234,1.0911454524037,0.116187533376116,0.0163853005204286,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-1037.08740183076,0.453185138219611,4.68574381754881,-0.228685528781139,-0.685169411521141,4.02986791824394,-1.23909809280567,5.46397871566959,1.80933218500259,0.00649270902971099,0.298563183468151,0.110343849928229,0.0816830503486649,1.05834498520695,0.253733076535488,0.00602407750701073,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-1043.28736246841,0.863244989516038,4.59910091597612,3.23475951422539,7.46288984286558,1.18487701420016,-1.39030742396664,4.06558406384739,4.61492888560358,0.00679552730916782,0.19255925897642,0.076339585933459,0.108267219094214,0.281594253965361,0.961586263856754,0.000268085598712065,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-865.01697818726,0.103472631522903,6.64318941956363,5.46275860754101,5.99821352351752,3.68402406071023,5.12269068302806,6.65894539385278,0.287855021123499,0.00147336208947712,0.497927879561271,0.0570752948267474,0.0527564624887211,0.728969434743489,0.535061792761195,0.00396940339928719,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-849.907609888042,0.25710809244813,4.76264230265355,6.39153959852038,4.8491663492796,5.835504879773,3.0723642668891,4.79083256981566,6.47158491133988,0.00105545849597992,0.32191624886625,0.0347209220029574,0.0461515716048847,0.807436258363889,0.327489060326578,0.00307184181907046,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-997.873575707228,19.0205878913917,-0.054540334873817,1.2307356538956,8.37550375812394,0.377541742299702,-2.28235846512895,2.23422658784108,6.46173259743712,0.00439432649650427,0.353826391895945,0.168967259785565,0.0770080206616176,0.542385699225508,0.609099119660418,0.0260683730446619,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-940.469678277897,3.87311996086604,5.55324326437841,5.78511696376254,4.69998542742817,0.00992737123290057,6.52885704797876,-0.509251467494891,6.66083002214937,0.00198306340294035,0.392199448541649,0.0882697425802362,0.034562523225379,1.14661662280933,0.292267223243358,0.0011469135085743,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-875.191014087898,0.117925826451164,4.61911404218386,6.01919678221767,5.43122040710395,3.32923746176098,6.33671737260082,4.9747767339792,2.35163025549584,0.00234223701755491,0.350461946590582,0.027190432446012,0.0604634008990901,0.868876455110451,0.18390621338523,0.00581400524072303,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-998.564775566391,1.88437140627711,1.22059482743737,2.56298524802018,6.29140682488679,1.06671641039221,2.72462404749778,1.87966329636038,2.69942178934721,0.0079391457688721,0.191742752490155,0.123064411465453,0.0777208753568074,0.908962012639361,0.225226116957508,0.0101846367194042,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-970.154227427445,1.88369987098673,4.52223050469933,2.92813781572692,3.77781285611335,-0.823853685425107,-0.237172353299244,2.34019625221921,-3.44885847186409,0.0143150712589492,0.167245375732467,0.0716307786566041,0.0925633894528912,1.39370711964655,0.908788649968349,0.00132032145765311,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
-835.093840180113,0.0756684804079545,4.89316501299884,6.63667597649247,5.33719877996117,4.81322012505677,4.28798368462943,5.52371708988044,6.00131860761625,0.000611762543068724,0.293467615001268,0.047263856905971,0.0311378453178524,0.796709370272689,0.000381209118868039,0.00681208442575738,0.0166666666666667,7,13206,13206,13206,13206,13206,13206
