Date,AMERICAN SHELLED CORN,AMERICAN SWEET CORN,AMERICAN SWEET CORN STEAMED PCK 1PC,AMERICAN SWEET CORN STEAMED PCK 2PC,APPLE FUJI,APPLE FUJI LOOSE,APPLE GOLDEN,APPLE KASHMIR,APPLE PACIFIC ROSE LOOSE,APPLE PACK,APPLE PINK LADY KG,APPLE RED DEL. MEDIUM,APPLE ROYAL GALA LOOSE,APPLE SHIMLA,APPLE VARIETY,BABY CORN PACK,BABY CORN PEELED PACK,BANANA FLOWER UNIT,BANANA KARPOORAVALLI,BANANA NENDRAN  - VWT,BANANA POOVAN,BANANA RAW PC,BANANA RED KG,BANANA ROBUSTA kg,BANANA STEM UNITS,BANANA YELAKKI 10-12PC VAR WT,BEANS BUSH,BEANS CLUSTER,BEANS CLUSTER kg,BEETROOT kg,BITTER GOURD,BLACK GRAPES SEEDLESS,BOTTLE GOURD LOOSE,BRINJAL LONG GREEN 250GM,BRINJAL LONG GREEN kg,BRINJAL LONG VIOLET 250GM,BRINJAL LONG VOILET kg,BRINJAL NAGPUR 250GM,BRINJAL NAGPUR kg,BRINJAL ROUND GREEN 250GM,BRINJAL ROUND VIOLET kg,BRINJAL STRIPPED(VARI) - 250 GMS PK,BRINJAL SUPHAL,BRINJAL VARI kg,BROCOLLI MEDIUM VWT,BUSH BEANS-LOOSE,CABBAGE,CABBAGE CHINESE (MEDIUM),CABBAGE RED,CABBAGE SANDOZE (MEDIUM),CAPSICUM BELL GREEN,CAPSICUM COLOURED,CARROT HILL PREMIUM,CARROT kg,CARROT PLAIN 500GM,CAULIFLOWER CUT PACK,CAULIFLOWER MEDIUM UNIT,CELERY PC,CHANNA WHITE STEAMED PCK,CHERRIES 200g,CHERRY FRESH PACK,CHERRY PACK.,CHILLI GREEN,CHILLI GREEN kg,CHOW CHOW-LOOSE,CHOW CHOW VWT,COCCINEA kg,COCONUT MEDIUM UNIT,COLACASIA,CORIANDER LEAF PC-KOL,CUCUMBER HYB ORGANIC,CUCUMBER HYBRID (MEDIUM) -VWT,CUCUMBER MALABAR,CUCUMBER PACK,CURRY LEAF UNIT,DATES RAW GOLDEN,DRUM STICK PC,FRESH TUTY FRUITY PACK,GARLIC 250 GMS,GARLIC BOLD,GARLIC CHINA,GARLIC HILL,GARLIC PEELED,GARLIC PKT,GARLIC PREMIUM PACK,GINGER (MANGO),GINGER PACK,GOOSEBERRY 250GM,GOOSEBERRY kg,GRAPES BANGALORE BLUE,GRAPES GREEN KG,GRAPES PANEER GULABI,GREEN ONION UNIT,GREEN PEAS PACK,GROUNDNUT PACK,GUAVA JAMA,JUMBO DEHYDRATED AMLA TREAT PACK 50g,JUMBO ROYAL DATES PACK 200g,JUMBO ROYAL DATES PACK 400g,KIWI,KNOL KHOL PLAIN-LOOSE,KNOOL KHOL,LADIES FINGER-OKHRA kg,LADY'S FINGER PACK,LEEK PC,LEMON PACK,LEMON PC,LETTUCE,LITCHI,MANGO ALPHONSO,MANGO BANGENPALLI,MANGO JAWAHAR PASAND,MANGO NEELAM,MANGO RAW LOOSE,MANGOSTEEN KG,MELODY MELON (MEDIUM),METHI UNIT,MINT LEAVES,MUSAMBI PREMIUM KG,MUSHROOM BUTTON 200GM,MUSK MELON KEERNI,MUSK MELON KEERNI KG,MUSK MELON KOREAN LARGE,ONION,ONION BULK PACK KG,ONION ECONOMY 1KG,ONION PREMIUM,ONION PREMIUM 1KG PK,ONION SAMBAR (PEELED),ONION SAMBAR PACK,ONION WHITE,ORANGE,ORANGE IMPORTED,ORANGE KINNOW,PALAK PC-KOL,PAPAYA kg,PAPAYA ORGANIC,PEAR CHINA,PEAR COUNTRY,PEARS COUNTRY MEDIUM 500GM,PINEAPPLE PC,PLUMS LOOSE,POMEGRANATE KABUL PREMIUM KG,POMOGRANATE - KABUL (MEDIUM),POOJA ITEM PACK 1,POTATO,POTATO BABY 500 GMS,POTATO BABY PC,POTATO LOW SUGAR PCK,POTATO PREMIUM,PUMKIN DISCO,PUMPKIN SLICE VWT,RAMBUTAN,RIDGE GOURD(HYBRID),SAN-BANANA HILL,SAPOTA-KG-AHD,SIPPY CORN COB,SIPPY CORN KERNALS 300g,SNAKE GOURD LOOSE,SP DRY COPRA 200 GMS,SPROUT CHENNA WHITE PACK,SPROUT GREEN GRAM PACK,SPROUT PEANUT 200GM,SPROUTS- NAVA RATHENA,SPROUTS - CORN,SPROUTS - MIXED,SUN MELON,SWEET CORN COMBI PACK,SWEET CORN STEAMED CHAT MASALA KERNEL PK,SWEET CORN STEAMEDPERI MASALA KERNEL PK,TOMATO,TOMATO HYBRID,TOMATO HYBRID PREMIUM-KG,WATERMELON KIRAN,WATERMELON VAR WT,WET DATES KIMIA PACK,WET DATES KRAFT 200g,WOOD APPLE PC,YAM SLICE VWT
7/21/2014,0,3,1,5,0,1.47,0,0,0,1,0,2.45,2.47,0,0,1,0,0,3.79,0.88,2.81,4,3.37,1.6,0,2.28,4,1,0,1.37,0.6,0,0.79,0,0,0,0,1,0,0,0,6,1.87,0,0,0,0.68,0,0.46,3.58,2.25,1.35,0,0,8,0,6,1,0,0,0,0,9,0,0,0,0,1,0,12,0,2.91,0,3,0,0,2,0,0,1,0,0,0,2,0,0,6,0,0.15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,1,11,15,1,0,0,0,0,9.4,0,0,11.18,6,4,2.37,4,0,0,0,3.67,0,0,15,0,2,0,0,0,0,0,7,1.78,0,0,0,0,1,0,0,0.28,0,8.52,0,1,0,5,0,0,0,0.79,0,0,2,1,1.66,1,1,1,0,0,0,0,0,0,0,1,9.21,8.9,0,0,0,2,0,0,0
7/22/2014,0,3,5,4,0,1.43,0,0,0,11,0,3.12,0.93,0,0,2,2,0,1.84,2.31,3.32,1,3.6,0,0,2.19,0,4,0,0.57,0.49,0,0.57,0,0,0,0,1,0,0,0,2,1.98,0,0,0,1.47,1,1.17,0.57,1.69,0.55,0,0,8,0,4,0,0,0,0,0,5,0,0.6,0,0.68,2,0,11,0,6.19,0,1,0,0,0,0,0,2,1,2,1,1,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,17,0,4,6,1,0,0,0,0,0.33,1.55,0,8.77,6,7,1.98,0,0,0,0,4.55,0,0,8,0,3,2,0,0,0,0,4,2.56,0,0,4,0,0,0,0,0,0,5.46,0,0,0,1,0,0,0,0,0,0,0,0,0.26,0,4,4,0,0,0,1,0,0,0,2,4.96,5.26,7,0,0,0,0,0,0
7/23/2014,1,0,0,3,0,0.83,0,0,0,5,0,3.41,0,0,0,0,1,2,4.23,1.99,1.69,0,3.98,0,0,0.85,0,3,0,1.29,0.94,0,0.67,0,0,0,0,3,0,0,0,4,2.15,0,0,0,1.33,3,1.22,1.28,1.46,1.01,0,0,9,0,4,0,0,0,0,0,10,0,0,0,0.3,0,1,8,0,2.43,0,0,0,0,3,0,3,0,0,0,3,1,0,0,4,1,0,0,0,0,6,0,0,0,0,0,0,0,0.82,0,0,11,1,4,10,0,0,0,0,0,10.91,1.52,0,4.77,9,5,11.13,0,0,1.06,1.04,4.84,0,0,18,0,0,1,0,0,0,0,3,0,0,0,0.52,0,3,0,0,0,0,4.67,1,0,0,5,1.75,0,0,2.81,1.65,0,1,0,0.94,0,2,3,0,0,0,1,0,0,1,1,9.35,7.97,0,0,0,1,0,0,0
7/24/2014,0,2,1,0,0,0,0,0,0,21,0,5.87,1.29,0,0,1,3,0,1.88,3.12,1.85,1,1.81,0,0,2.33,4,0,0,0.91,0.79,0,2.7,0,0,0,0,4,0,0,0,4,2.43,0,0,0,0,1,0.47,0,1.33,0.68,0,0,8,0,3,0,0,0,0,0,10,0,0,0,0,2,1,11,0,3.46,0,2,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0.85,0,0,16,1,4,6,0,0,0,0.01,0,23.73,1.5,0,11.3,6,4,2.02,0,0,2,0,13.07,0,0,6,0,2,1,0,0,0,0,8,0,0,0,0.51,0,0,0,0,7.92,0,7.42,0,1,0,2,0,0,0,0.94,0.6,0,0,0,1.52,0,1,4,0,0,0,0,0,0,0,0,6.94,7.36,0,0,0,1,0,0,0
7/25/2014,0,0,2,2,0,0,0,0,0,10,0,1.99,0.26,0,0,0,2,1,0.95,2.28,2.29,5,0.93,0,0,1.18,13,1,0,0.18,0,0,2.1,0,0,0,0,3,0,0,0,4,0.29,0,0,0,0,1,0,1.07,2.09,0.46,0,0,8,0,3,0,0,0,0,0,10,0,0,0,1.4,0,0,11,0,3.48,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0.32,0,0,21,1,5,6,0,0,0,0,0,5.32,0.86,0,2.56,5,5,2.03,3,1.49,0,0,6.54,0,0,4,0,0,3,0,0,0,0,10,1.86,0,0,2.55,0,1,0,0,3.27,0,3.3,0,0,0,3,0.53,0,0,2.85,0.51,0,0,0,2.15,0,0,2,0,0,0,1,0,0,0,0,4.13,4.06,0,0,0,0,0,0,0
7/26/2014,2,13,0,0,0,2.09,0,0,0,6,0,3.71,0.37,0,0,0,0,0,1.44,5.12,3.91,4,1.25,0,0,0.91,6,3,1,0,0.8,0,1.37,1,0,4,0,2,0,0,0,1,1.46,0,0,0,0,0,0,1.52,2.62,1.11,0,0,10,0,6,0,0,0,0,0,9,0,0,0,0.47,12,2,9,0,2.75,0,0,0,0,1,0,1,0,2,0,0,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0.43,0,2,9,0,8,17,0,0,0,0,0,28.7,2.18,0,14.18,6,1,5.24,4,0,2.62,0,8.06,0,0,9,0,3,1,0,0,0.49,0,2,5,0,0,0,0,1,0,0,5.6,0,4.02,1,0,0,3,1.78,0,0,0.34,0,0,0,0,0.97,0,1,1,0,0,0,1,0,0,0,0,4.64,11.99,0,0,0,0,0,0,0
7/27/2014,0,12,0,8,0,0.89,0,0,0,0,0,3.42,0.63,0,0,0,1,0,1.71,0.75,1.94,2,2.11,0,0,1.32,13,3,0,0.63,0,0,1.86,0,0,1,0,5,0,1,0,4,2.1,0,1.08,0,0,1,0.81,0.84,0.36,0.11,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0.25,11,3,10,0,2.9,0,5,0,0,0,0,1,0,3,1,0,3,0,0,9,1,0,0,0,0,6,0,3,0,0,0,0,0,0.54,0,-2,21,1,9,2,1,0,0,0,0,31.67,0.93,0,1.68,6,7,4.11,1,0,1.62,0,5.02,0,0,15,0,0,1,0,0,5.33,0,0,2.54,0,0,0,0,0,0.5,0,4.74,0,1.04,1,0,0,0,-0.2,0,0,1.63,0,0,0,0,0.22,0,2,1,0,1,0,0,0,0,1,1,16.5,7.93,0,0,0,1,0,0,0
7/28/2014,0,5,0,1,0,5.17,0,0,0,0,0,2.21,0.9,0,0,0,0,0,3.09,1.55,3.95,1,4.15,0,0,1.04,6,0,0,0.86,0.67,0,0.49,0,0,0,0,1,0,0,0,2,2.25,0,0,0,0,0,0,2.9,0.91,0,0,0,9,0,3,0,0,0,0,0,5,0,0,0,0.52,13,0,12,0,4.96,0,2,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0.1,0,0,17,1,3,4,2,0,0,0.01,0,26.34,1.77,0,7.8,4,4,2.81,4,0,3.95,0,2.77,0,0,8,0,2,2,0,0,4.37,0,6,3.68,0,0,0,0,1,0.48,0,8.07,0,0,3,0,0,4,0,0,0,0.24,0,0,0,0,0.2,0,0,4,0,0,0,0,0,0,0,2,4.48,6.97,0,0,0,0,0,0,0
7/29/2014,0,3,0,2,0,2.93,0,0,0,0,0,2.59,0,0,0,2,1,1,1.3,1.57,2.9,1,1.96,0,0,2.57,2,3,0,0.4,0.56,0,0,0,0,0,0,3,0,0,0,9,0.82,0,0,0,0.63,0,1.52,1.22,2.26,0.69,0,0,6,0,1,0,0,0,0,0,6,0,0,0,0.39,5,3,9,0,1.78,0,4,0,0,0,0,0,2,2,0,4,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,2,8,4,0,0,0,0,0,26.84,0,0,8.29,7,2,4.37,0,1.34,0,0,5.63,0,0,6,0,3,1,0,0,3.35,0,0,2.67,0,0,0,0,4,0.53,0,3.88,0,5.4,2,0,0,2,0.53,0.26,0,1.2,0,0,0,0,0.48,0,1,5,0,2,0,3,0,0,0,0,11.18,3.77,3,0,0,0,0,0,0
7/30/2014,0,6,0,2,0,8.09,0,0,0,0,0,1.08,7.32,0,0,1,0,2,0.98,1.43,4.76,3,3.05,1.83,0,3.75,1,1,0,0.22,0.38,0,0.59,0,0,1,0,2,0,0,0,2,1.8,0,1.49,0,0,0,0.3,0.76,1.17,0,0,0,12,0,2,0,0,0,0,0,14,0,0,0,1.14,7,2,8,0,3.15,0,5,0,0,1,0,0,1,1,0,0,5,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0.31,0,0,16,0,3,7,1,0,0,0,0,19.05,0,0,16.39,9,3,2.14,0,0,0,0,9.01,0,0,8,0,1,2,2,0,1.62,0,3,2.33,0,0,0,0,0,0,0,6.42,0,9.83,0,0,0,4,1.71,0,0,1.22,0,0,1,0,1.33,0,3,3,0,0,0,1,0,0,2,0,9.87,4.47,5,0,0,0,0,0,0
7/31/2014,0,1,0,2,5,5.02,0,0,0,9,0,0,4.52,0,0,1,1,0,2.26,0.22,2.62,0,2.38,2.15,0,2.04,3,0,0,0.1,0,0,1.15,0,0,0,0,2,0,0,0,3,0.34,0,0.14,0,0.71,0,0,1.93,1.27,0.74,0,0,6,0,2,0,0,0,0,0,10,0,0,0,0,4,0,9,0,1.35,0.4,1,0,1,2,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,15.76,1.44,0,8.43,7,5,1.38,3,1.24,0,0,10.16,0,0,3.55,0,0,1,2,1.47,1.64,0,4,2.17,0,0,0,0,1,0,0,10.34,0,6.81,0,2,0,2,0,0,0,0,0,0,2,1,0.87,0,0,0,0,0,0,0,0,1,0,0,8.8,6.85,0,0,0,0,1,0,0
8/1/2014,0,20,1,0,2,1.36,0,0,0,8,0,0,3.22,0,0,0,1,0,2.37,0.35,1.03,0,2,0,2,1.97,7,1,0,0,0,0,1.04,0,0,0,0,0,0,0,0,10,0,0,1.89,0,0,1,1.12,2.52,3.48,1.33,0,0,13,0,2,0,0,0,0,0,12,0,0,0,0,13,0,10,0,0.96,0,1,0,0,1,0,0,1,1,0,0,2,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,35,0,7,4,0,0,0,0,0,17.38,0.41,0,11.83,9,8,2.39,3,0,0,0,40.74,0,0,4,4,2,0,2,0.82,2.95,0,6,4.63,0,0,0,0,1,0,0,12.13,0,37.2,1,0,1,1,0.87,0,0,0.83,0,0,0,0,0.72,2,0,0,0,0,0,1,0,0,0,0,40.75,13.8,0,0,0,1,0,0,0
8/2/2014,0,12,0,1,3,4.77,0,0,0,15,0,1.63,6.84,0,0,2,4,0,5.92,2.5,3.93,4,4.22,0,0,2.42,9,5,0,0.23,0.2,0,0.78,0,0,0,0,2,0,0,0,26,0,0,0.7,0,0,0,0.71,4.07,2.57,0.24,0,0,9,0,5,0,0,0,0,0,16,0,0,0,0.27,15,4,10,0,0.52,0,1,0,0,0,0,0,0,1,0,0,2,0,0,8,2,0.23,0,0,0,4,0,0,0,0,0,0,10,0,0,0,41,0,8,3,0,0,0,0,0,35.92,0,0,13.3,7,0,5.06,1,0,0,0,31.72,0,0,3,2,0,4,1,2.85,3.9,0,4,7.28,0,0,0,0,1,0,0,24.96,0,28.7,0,3,0,0,2.11,0,0,0.99,0,0,4,0,0.66,0,0,0,0,1,1,4,0,0,1,0,25.21,10.41,0,0,0,1,0,0,0
8/3/2014,0,25,0,2,0,6.21,0,0,0,14,0,10.5,3.53,0,0,2,0,0,4.74,6.13,4.42,3,0,0.44,0,4.06,13,1,0,2.34,1.23,0,1.63,0,0,0,0,1,1.05,0,0,19,0,0,1.22,0,0.85,0,0.73,1.41,5.13,1.42,0,0,16,0,3,0,0,0,0,1,13,0,0,0,0.49,8,2,9,0,0,0,2,0,0,0,2,5,1,1,0,0,1,0,0,8,2,0,0,0,0,7,0,0,0,1,0,0,10,0.75,0,0.25,55,0,7,4,0,0,0,0,0,22.53,0,0,9.38,3,0,2.7,0,0,0,0,26.74,0,0,9,6,3,2,3,1.67,1.32,0,1,1,0,0,0,0,0,0,0,27.49,0,19,0,0,3,6.26,0.48,0,0,0.81,0,0,2,0,0.62,2,0,3,0,0,0,0,0,0,1,1,14.45,12.84,0,0,3.5,1,0,0,0
8/4/2014,0,7,0,2,0,3.19,0,0,0,26,0,2.19,2.1,0,0,3,2,0,0,2.12,3.55,2,3.83,2.46,0,2.28,4,1,0,0,0.25,0,1.81,0,0,0,0,1,0,0,0,8,2.67,0,0,0,0.84,0,0.22,1.16,2,0.53,0,2,5,0,3,1,0,0,0,0,5,0,0,0,1,6,2,11,0,0,0,1,0,0,1,1,0,0,2,0,0,2,0,0,7,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,24,0,7,6,1,0,0,0,0,30.7,0.47,0,11.48,9,3,3.92,2,0,0,0,12.51,0,0,9,1,1,6,0,0,2.41,0,6,0,0,0,0,0,0,0,0,8.54,0,13.39,1,0,0,0,0.98,0,0,2.45,0,0,1,1,0.33,0,1,1,0,0,0,2,1.34,0,0,0,9.99,11.72,0,0,4,0,0,0,0
8/5/2014,0,5,0,4,0,2.47,0,0,0,10,0,0.6,4.7,0,0,1,4,0,0.98,3.47,1.33,1,2.24,0.72,0,1.82,7,0,0,0.88,0,0,1.74,1,0,0,0,4,0,0,0,4,2.83,0,2.97,0,0,0,0.53,3.11,2.28,0.55,0,0.5,10,0,6,2,0,0,0,0,18,0,0,0,0.52,15,3,11,0,2.24,0,4,0,0,0,4,1,0,3,1,3,2,0,0,8,3,0,0,0,0,3,0,1,0,0,0,0,7,0,0,0,19,1,14,7,0,0,0,0,0,14.73,0,0,9.28,8,2,4.4,2,0,0,0,7.51,0,0,3,1,2,2,5,0,3.47,0,2,2.76,0,0,0,0,1,0,0,5.92,0,11.88,2,0,0,4,0,0,0,0.51,0,0,0,0,0.71,0,1,1,1,0,0,2,1.28,0,3,0,8.87,6.3,4,0,0,0,0,0,0
8/6/2014,0,1,0,0,0,2.29,0,0,0,19,0,0.82,2.17,0,0,1,0,0,3.95,0.5,3.94,0,0.47,0.21,0,2.71,5,1,0,0.23,0.69,0,1.65,0,0,0,0,0,0,0,0,3,2.12,0,0.57,0,1.85,0,0,1.16,1.74,0.65,0,0,10,0,1,0,0,0,0,1,17,0,0,0,0.39,7,0,12,0,1.67,0.37,5,0,0,3,0,1,3,0,0,0,1,0,0,4,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,4,0,9,17,1,0,0,0,0,22.13,1.13,0,5.85,10,5,2.02,7,0,0,0,14.9,0,0,4,0,1,3,2.5,0.16,2.67,0,3,3.89,0,0,0,0,1,0,0,7.42,0,12.57,0,0,0,4,0,0,0,1.9,0,0,1,0,0.47,0,0,0,0,0,0,0,0,0,0,1,13.15,6.35,1,0,1.8,0,0,0,0
8/7/2014,0,1,0,3,0,2.18,1,0,0,12,0,1.06,1.31,1,0,1,2,1,3.06,4.95,5.01,4,4.2,0,0,1.58,12,2,0,0.47,1.38,0,0.64,2,0,0,0,1,0,0,0,1,2.16,0,0.48,0,0,0,0.27,2.46,1.31,1.51,0,0,11,1,7,0,0,0,0,1,12,0,0,0,0,11,6,11,0,3.77,0,2,0,0,2,0,1,1,1,1,0,2,0,0,4,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0.25,0,9,0,2,20,0,0,0,0,0,7.16,0,0,4.87,4,2,4.94,0,1.4,1.19,0,4.95,0,0,6,0,2,0,1,0,2.59,0,10,3.81,0,0,0,0,0,0,0,1.75,0,2.99,0,1,0,6,0,0,0,0,0,0,0,0,1.75,0,2,2,0,0,0,2,0,0,0,0,8.42,11.31,0,0,3.52,0,1,0,0
8/8/2014,0,0,0,0,0,1.19,0,0,0,2,0,0.34,0.45,0,0,1,1,0,1.24,1.17,3.23,0,4.08,2.6,0,0.96,3,0,0,0,0.41,0,1.9,0,0,0,0,2,0,0,0,0,1.2,0,0.36,0,0,0,0.87,0.57,1.04,0,0,0,5,0,3,0,0,0,0,2,9,0,0,0,0.56,2,0,9,0,1.75,0,0,0,0,0,0,0,2,4,0,0,2,0,0,4,1,0.1,0,0,0,6,0,1,0,0,0,1,2,0,0,0,5,0,3,3,1,0,0,0,0,0,0.77,0,0,4,2,0,2,0,1.47,0,7.5,0,0,1,2,1,1,0,0,0.58,0,6,0.92,0,0,0,0,1,0,0,0.4,0,7.35,0,0,0,0,1.9,0,0,1.77,0,0,0,0,1.08,0,0,1,0,0,0,0,0,0,0,0,4.93,5,0,0,0,0,0,0,0
8/9/2014,0,1,0,1,0,0,0,0,0,31,0,0.34,0.29,4.67,0,4,3,0,1.92,0.88,4.69,8,2.07,0,0,3.62,4,6,0,0.8,0.87,0,4.54,0,0,0,0,8,0,0,0,3,2.6,0,1.12,0,0.75,3,0.73,2.14,2.41,1.1,0,0,12,0,6,0,0,0,0,3,23,0,0,0,0,6,2,10,0,4.74,0,1,0,0,0,0,1,3,2,1,0,4,0,0,4,0,0.07,0,0,0,4,0,1,0,0,0,0,0,0.19,0,0,17,0,7,8,0,0,0,0,0,16.79,2.13,0,7.97,6,7,1.85,0,0,0,0,13.15,0,0,2,0,2,1,0,0,0,0,8,6.95,0,0,0,0,2,0,0,14.27,0,17.77,0,0,0,0,0,0,0,0.89,0.54,0,2,0,2.79,1,2,1,0,1,0,0,0,0,0,3,9.82,12,0,0,0,1,0,0,0
8/10/2014,0,1,0,3,0,0,0,0,0,21,0,0,0,2.3,0,0,3,0,1.09,2.62,2.4,4,3.65,1.7,0,2.04,1,1,0,0.26,0,0,0,0,0,0,0,3,0,0,0,2,0.36,0,0,0,0,1,0.53,1.75,0.43,0.74,0,0,9,0,1,0,0,0,0,0,10,0,0,0,0,1,0,8,0,2.56,0,2,0,0,0,0,2,2,1,0,0,1,6,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,5,0,9,2,3,0,0,0,0,8.99,0.51,0,2.1,3,5,1.25,0,0,0,0,10.56,0,0,7,0,2,1,0,0,0,0,8,7.08,0,0,0,0,1,0,0,14.6,0,16.07,0,0,0,2,1.57,0,0,0,0,0,0,0,0,1,1,4,0,2,0,0,1.66,0,1,0,14.75,9.83,0,0,0,0,0,0,0
8/11/2014,0,1,0,2,0,0.76,0,0,0,17,0,0.32,0,1,0,2,3,0,2.3,2.91,1.93,5,1.25,3,0,1.63,6,6,0,2.58,1.01,0,2.35,0,0,0,0,1,0,0,0,2,1.23,0,0,0,0.63,0,0.57,1.07,3.03,0.65,0,0,14,0,9,2,0,0,0,1,7,0,0,0,0.26,0,0,10,0,2.36,0,6,0,0,2,0,1,3,0,1,0,0,0,0,10,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,15,0,3,17,2,0,0,0,0,15.99,0,0,0,6,3,4.21,2,0,0,0,11.28,0,0,0,0,5,1,0,0,0,0,10,5.27,0,0,0,0,1,0,0,6.57,0,11.19,0,0,0,2,1.97,0,0,2.13,1.17,0,0,0,1.34,0,0,4,0,4,0,1,0,0,0,0,13.87,5.59,0,0,0,0,0,0,0
8/12/2014,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,1,0,1.26,0.69,2.98,2,0,0,0,1.77,8,1,0,2.86,0.43,0,2.36,0,0,1,0,4,0,0,0,6,0,0,0,0,1.93,0,0.77,1.5,2.68,0.4,0,0,7,0,2,0,0,0,0,0,10,0,3.05,0,0.41,0,9,10,0,3.21,0,0,0,0,3,0,0,2,0,0,2,3,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,2,11,1,0,0,0,0,5.45,0,0,3.93,0,0,0.35,3,0,0,0,6.9,0,0,2,1,5,2,1,0,0,0,0,10.92,0,0,0,0,0,0,0,7.3,0,11.02,0,0,0,4,0,0,0,0.92,0,0,3,0,2.2,1,1,2,0,2,0,2,0,0,0,0,13.75,5.5,0,0,0,0,0,0,0
8/13/2014,0,2,0,0,0,1.27,0,0,0,7,0,0,3.29,4,0,1,0,1,2.35,1.15,4.52,3,2.48,2.58,0,1.71,0,2,0,0.57,0,0,0.68,0,0,2,0,2,0,0,0,0,0,0.48,0,0.75,0,1,0,2.14,0.89,0.8,0,1,8,0,0,0,0,0,0,2,10,0.09,1.08,0,0,0,0,6,0,4.32,0,1,1,0,5,1,0,4,0,0,3,3,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.49,7,0,4,9,0,0,0,0,0,0,0,0,3.56,0,0,2.49,0,0,0,0,9.53,0,0,5,0,4,0,1.5,0,0,0,6,4.02,0,0,0,0,0,0,0.45,2.28,0,6.12,0,0,0,1,0,0,0,0.67,0,0,0,0,0,0,1,5,0,0,0,0,1.3,0,2,1,10.3,4.75,0,0,0,1,0,0,0
8/14/2014,0,10,0,0,0,0,0,0,0,7,0,0,3.61,3.94,0,0,0,1,2.29,0.95,1.42,1,1.02,0,0,4.23,10,0,0,1.37,0.84,0,0,0,0,0,0,2,0,0,0,6,0.76,0.25,0.63,0,0,0,0,2.24,0,0.1,0,0,15,0,14,0,0,0,0,0,5,0,1.09,0,0.56,0,8,11,0,2.96,0,3,0,0,5,0,0,0,1,0,0,16,0,0,6,4,0,0,2.31,0,1,0,0,0,0,0,0,0,0,0,0.25,21,0,10,5,0,0,0,0,0,0,0,0,0,9,7,0.81,0,0,0.79,0,18.18,0,0,0,0,2,2,1,0,0,0,10,2.19,0,0,0,0,1,0,0,3.46,0,12.11,0,1,0,1,1.67,0,0,0,1.62,0,4,0,1.09,0,2,0,0,0,0,3,0,0,0,2,15.39,10.26,0,0,0,0,0,0,0
8/15/2014,0,6,0,2,0,0,0,0,0,17,0,3.76,0.59,2.88,0,0,2,0,2.51,2.1,1.74,0,0.31,1.07,0,1.37,7,0,0.24,0.24,0,0,0.87,1,0,0,0,0,0,0,0,0,0.45,0,0.45,0.25,0,0,0,0,1.18,0.17,0,0,16,1,4,1,0,0,0,2,13,0,0,0,0,0,0,10,0,0.88,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2.69,0,8,0,0,0,0,0,0,0,0,0,0.49,3,0,4,13,1,0,0,0,0,0,0,0,3.72,7,2,1.05,1,0,0,0,10.07,0,0,5,0,1,2,1,0,1.21,0,1,2.01,0,0,0,0,1,0,0,9.73,0,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,2,0,2,0,2,0,0,0,0,15.83,8.54,0,0,0,0,0,0,0
8/16/2014,0,10,0,0,0,1.14,0,0,0,14,0,4.24,1.8,15,0,0,1,0,1.85,0.69,0.66,1,0,2.45,0,2.78,1,2,0,0.41,0.92,0,0,0,0,0,0,3,0,2,0,0,2.06,0,0,0,0,0,0,0,2.65,0.64,0,0,10,1,10,1,0,0,0,0,9,0,0,0,0.57,0,0,21,0,1.66,0,3,0,0,0,0,0,1,4,0,4,3,0,0,7,0,0.07,0,1.08,0,3,0,0,0,0,0,0,0,0,0.38,0,9,1,3,9,2,0,0,0,0,0,0,0,12.22,14,7,4.38,2,0,0,0,16.79,0,0,3,0,4,0,1,0,6.83,0,9,2.98,0,0,0,0,0,0,0,18.61,0,6.77,4,0,0,0,0,0,0,0.75,0,0,0,0,0.53,0,1,3,0,2,0,4,0,0,0,0,19.71,15.6,0,0,0,0,0,0,0
