Date,AMERICAN SHELLED CORN,AMERICAN SWEET CORN,AMERICAN SWEET CORN STEAMED PCK 1PC,AMERICAN SWEET CORN STEAMED PCK 2PC,APPLE FUJI,APPLE FUJI LOOSE,APPLE GOLDEN,APPLE KASHMIR,APPLE PACIFIC ROSE LOOSE,APPLE PACK,APPLE PINK LADY KG,APPLE RED DEL. MEDIUM,APPLE ROYAL GALA LOOSE,APPLE SHIMLA,APPLE VARIETY,BABY CORN PACK,BABY CORN PEELED PACK,BANANA FLOWER UNIT,BANANA KARPOORAVALLI,BANANA NENDRAN  - VWT,BANANA POOVAN,BANANA RAW PC,BANANA RED KG,BANANA ROBUSTA kg,BANANA STEM UNITS,BANANA YELAKKI 10-12PC VAR WT,BEANS BUSH,BEANS CLUSTER,BEANS CLUSTER kg,BEETROOT kg,BITTER GOURD,BLACK GRAPES SEEDLESS,BOTTLE GOURD LOOSE,BRINJAL LONG GREEN 250GM,BRINJAL LONG GREEN kg,BRINJAL LONG VIOLET 250GM,BRINJAL LONG VOILET kg,BRINJAL NAGPUR 250GM,BRINJAL NAGPUR kg,BRINJAL ROUND GREEN 250GM,BRINJAL ROUND VIOLET kg,BRINJAL STRIPPED(VARI) - 250 GMS PK,BRINJAL SUPHAL,BRINJAL VARI kg,BROCOLLI MEDIUM VWT,BUSH BEANS-LOOSE,CABBAGE,CABBAGE CHINESE (MEDIUM),CABBAGE RED,CABBAGE SANDOZE (MEDIUM),CAPSICUM BELL GREEN,CAPSICUM COLOURED,CARROT HILL PREMIUM,CARROT kg,CARROT PLAIN 500GM,CAULIFLOWER CUT PACK,CAULIFLOWER MEDIUM UNIT,CELERY PC,CHANNA WHITE STEAMED PCK,CHERRIES 200g,CHERRY FRESH PACK,CHERRY PACK.,CHILLI GREEN,CHILLI GREEN kg,CHOW CHOW-LOOSE,CHOW CHOW VWT,COCCINEA kg,COCONUT MEDIUM UNIT,COLACASIA,CORIANDER LEAF PC-KOL,CUCUMBER HYB ORGANIC,CUCUMBER HYBRID (MEDIUM) -VWT,CUCUMBER MALABAR,CUCUMBER PACK,CURRY LEAF UNIT,DATES RAW GOLDEN,DRUM STICK PC,FRESH TUTY FRUITY PACK,GARLIC 250 GMS,GARLIC BOLD,GARLIC CHINA,GARLIC HILL,GARLIC PEELED,GARLIC PKT,GARLIC PREMIUM PACK,GINGER (MANGO),GINGER PACK,GOOSEBERRY 250GM,GOOSEBERRY kg,GRAPES BANGALORE BLUE,GRAPES GREEN KG,GRAPES PANEER GULABI,GREEN ONION UNIT,GREEN PEAS PACK,GROUNDNUT PACK,GUAVA JAMA,JUMBO DEHYDRATED AMLA TREAT PACK 50g,JUMBO ROYAL DATES PACK 200g,JUMBO ROYAL DATES PACK 400g,KIWI,KNOL KHOL PLAIN-LOOSE,KNOOL KHOL,LADIES FINGER-OKHRA kg,LADY'S FINGER PACK,LEEK PC,LEMON PACK,LEMON PC,LETTUCE,LITCHI,MANGO ALPHONSO,MANGO BANGENPALLI,MANGO JAWAHAR PASAND,MANGO NEELAM,MANGO RAW LOOSE,MANGOSTEEN KG,MELODY MELON (MEDIUM),METHI UNIT,MINT LEAVES,MUSAMBI PREMIUM KG,MUSHROOM BUTTON 200GM,MUSK MELON KEERNI,MUSK MELON KEERNI KG,MUSK MELON KOREAN LARGE,ONION,ONION BULK PACK KG,ONION ECONOMY 1KG,ONION PREMIUM,ONION PREMIUM 1KG PK,ONION SAMBAR (PEELED),ONION SAMBAR PACK,ONION WHITE,ORANGE,ORANGE IMPORTED,ORANGE KINNOW,PALAK PC-KOL,PAPAYA kg,PAPAYA ORGANIC,PEAR CHINA,PEAR COUNTRY,PEARS COUNTRY MEDIUM 500GM,PINEAPPLE PC,PLUMS LOOSE,POMEGRANATE KABUL PREMIUM KG,POMOGRANATE - KABUL (MEDIUM),POOJA ITEM PACK 1,POTATO,POTATO BABY 500 GMS,POTATO BABY PC,POTATO LOW SUGAR PCK,POTATO PREMIUM,PUMKIN DISCO,PUMPKIN SLICE VWT,RAMBUTAN,RIDGE GOURD(HYBRID),SAN-BANANA HILL,SAPOTA-KG-AHD,SIPPY CORN COB,SIPPY CORN KERNALS 300g,SNAKE GOURD LOOSE,SP DRY COPRA 200 GMS,SPROUT CHENNA WHITE PACK,SPROUT GREEN GRAM PACK,SPROUT PEANUT 200GM,SPROUTS- NAVA RATHENA,SPROUTS - CORN,SPROUTS - MIXED,SUN MELON,SWEET CORN COMBI PACK,SWEET CORN STEAMED CHAT MASALA KERNEL PK,SWEET CORN STEAMEDPERI MASALA KERNEL PK,TOMATO,TOMATO HYBRID,TOMATO HYBRID PREMIUM-KG,WATERMELON KIRAN,WATERMELON VAR WT,WET DATES KIMIA PACK,WET DATES KRAFT 200g,WOOD APPLE PC,YAM SLICE VWT
8/17/2014,0,11,0,1,0,0.54,0,0,0,25,0,2.68,0.36,10,0,0,1,0,3.1,1.38,4.73,4,2.48,0,0,2.79,5,3,0,0,0.32,0,0,0,0,2,0,0,0,2,0,1,0.32,0,0.26,0,1.57,0,0.49,2.16,2.38,1.62,0,0,16,0,6,0,3,0,0,1,14,0,0,0,0,0,0,9,0,3.95,0,2,0,0,2,0,0,0,0,0,0,2,0,0,10,0,0.05,0,3.07,0,5,0,0,0,0,0,0,0,0,0.47,0,28,2,7,7,0,0,0,0,0,0,0.32,0,0,6,5,12.77,2,0,0.71,0,7.5,0,0,9,0,4,1,1,0,2.85,0,8,4.62,0,0,0,0,0,0,0,19.61,0,7.25,0,0,0,3,0.64,0,0,0.53,0,0,4,0,1.55,0,0,4,0,1,0,1,1.56,0,0,0,13.96,11.23,0,0,0,0,0,0,0
8/18/2014,0,5,0,0,0,0.73,1,0,0,18,0,1.83,0.97,1,0,0,0,1,2.95,2.57,3.57,1,1.53,0,0,1.75,3,3,0,1,0.48,0,2.99,0,0,7,0,2,0,0,0,0,2.19,0,0,0,0.51,0,0.74,1.63,2.5,0.33,0,1,14,0,15,1,0,0,0,0,17,0,0,0,0.64,7,0,20,0,1.83,0.48,0,0,0,10,0,0,5,0,0,0,6,0,0,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,14,0,4,18,1,0,0,0,0,0,0,0,5.1,15,6,4.35,1,0,0,0,21.45,0,0,2,0,2,3,2,0,1.36,0,15,2.54,0,0,0,0,3,0,0,10.55,0,9.66,0,1,0,2,0.65,0.64,0,0.5,2.45,0,0,0,1.77,0,0,3,0,3,0,2,0,0,2,1,19.79,18.93,0,0,0,0,0,0,0
8/19/2014,0,5,0,0,0,0.28,0,0,0,16,0,0,1.52,2,0,0,0,1,1.53,1.99,3.18,2,0.38,0,0,0.69,0,0,0,0,1.61,0,2.92,0,0,4,0,0,0,0,0,3,1.14,0,0,0,2.97,0,0,1.28,0.24,0.66,0,0,16,0,11,0,0,0,0,0,11,0,0,0,0.3,3,1,22,0,2.6,2.46,4,0,0,6,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,0,6,14,1,0,0,0,0,0,0,0,5.16,11,7,3.8,1,0,0,0,19.59,0,0,1,0,2,2,0,0,1.82,0,7,2.64,0,0,0,0,2,0,0,1.49,0,11.12,0,2,0,1,1.26,0,0,2.18,0,0,1,1,1.14,0,3,1,0,0,0,9,0,0,0,0,8.17,14.69,2,0,0,0,0,0,0
8/20/2014,0,4,0,0,0,0.27,0,0,0,3,0,1.25,2.1,11.97,0,0,1,0,1.59,2.94,4.88,3,0,1.78,0,0.79,6,0,0,0.68,0.37,0,0.49,0,0,1,0,0,0,0,0,0,2.65,0,0,0,0,0,0,2.29,0.92,0.57,0,0,8,0,1,1,0,0,0,1,6,0,0.67,0,0,10,0,13,0,0.89,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.47,0,4,0,0,0,0,0,0,0,0,0,0,4,0,5,14,3,0,0,0,0,0,0,0,7.1,6,2,4.58,1,0,0,0,7.2,0,0,4.01,2,1,1,2,0,0.65,0,9,0.74,0,0,0,0,1,0,0,5.77,0,4.07,0,0,0,5,0.88,0.88,0,1,0,0,2,0,0.81,0,1,1,0,0,0,0,0,0,0,0,4.99,7.87,6,0,0,0,0,0,0
8/21/2014,0,10,0,0,0,0.72,0,0,0,6,0,0.55,2.8,6,0,0,2,0,1.03,2.03,0.92,1,0.94,2.61,0,3.06,5,0,0,0,0.37,0,0.54,0,0,0,0,0,0,5,0,0,0.25,0,0,0,0,1,0.88,0,1.39,0.94,0,0,8,0,3,0,0,0,0,0,9,0,0,0,0,8,1,7,0,4.09,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,6,0,2,0,0,0,0,0,0,0,3.81,8,2,8.13,1,0,0,0,7.76,0,0,0,0,2,1,0,0,2.11,0,5,1.62,0,0,0,0,0,0,0,5.86,0,6.33,0,0,0,2,0,0,0,0,0.52,0,0,1,0.9,0,0,0,0,3,0,2,0,0,0,0,6.15,5.42,1,0,0,0,0,0,0
8/22/2014,1,2,0,0,0,1.61,0,0,0,1,0,0,1.44,3.14,0,0,1,0,0.26,2.45,3.5,3,0,0,0,1.12,3,0,0,0,0.36,0,1.8,0,0,2,0,0,0,0,0,0,0,0,0,0,1.31,1,0,0.99,1.18,0.47,0,0,4,0,5,0,0,0,0,0,4,0,0.26,0,0.7,6,0,12,0,0.69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,7,0,3,6,0,0,0,0,0,0,0,0,3.84,6,3,1.63,4,0,1.48,0,10.92,0,0,0,0,2,2,0,0,2.14,0,3,1.24,0,0,0,0,0,0,0,2.91,0,12.48,0,1,0,0,0,0,0,0.55,4.2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,7.56,12.78,0,0,0,0,0,0,0
8/23/2014,0,5,1,0,0,2.47,0,0.3,0,8,0,0.7,3.9,8.22,0,1,2,3,3.11,4.02,3.59,6,3.77,0,0,3.24,5,1,0,0.21,1.68,0,0.71,0,0,0,0,1,0,2,0,3,0.6,0,1.57,0,1.3,0,0,3.05,0.99,1.79,0,0,10,0,5,0,0,0,0,0,5,0,0,0.55,0,10,0,9,0,4.65,0.31,1,0,0,2,0,0,0,0,0,0,2,0,2,3,4,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,14,0,11,4,0,0,0,0,0,0,0,0,8.07,2,5,4.7,3,0,2.25,1.14,8.17,0,0,6,0,4,2,1,0,1.01,0,4,6.81,0,0,0,0,1,0,0,21.59,0,7.75,1,0,0,6,0,0,0,1.34,3.1,0,0,0,1.04,0,0,1,0,0,0,0,0,0,0,0,12.74,9.5,1,0,0,0,0,0,0
8/24/2014,1,1,0,0,0,2.11,0,0,0,0,0,4.07,1.04,10,0,0,5,0,2.02,1.87,4.13,3,0.32,0.64,0,3.83,7,3,0,0.4,0.69,0,1.65,0,0,1,0,6,0,0,0,2,0.47,0,0,0,0.52,0,0.97,3.22,1.59,0.82,0,0,14,0,7,1,0,0,0,0,9,0,0,0,0.01,14,2,9,0,7.18,0,1,0,0,4,2,0,1,1,0,0,6,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0.36,0,0,14,2,4,8,1,0,0,0,0,0,2.2,0,2.16,4,7,6.44,1,0,0,0,4.21,0,0,9,3,1,3,0,0,1.57,0,9,3.66,0,0,0,0,1,0,0.83,26.02,0,5.9,0,1,0,9,0.96,0,0,0.6,1.51,0,4,0,1.73,0,1,1,0,2,0,0,0,0,2,0,13.41,8.68,0,0,0,0,0,0,0
8/25/2014,0,3,0,0,0,2.53,0,0,0,1,0,4.2,2.66,4,0,0,4,1,2.66,0.77,4.56,2,2.16,0,0,1.23,9,1,0,0.58,0,0,2.76,0,0,1,0,6,0,0,0,1,2.71,0,0.9,0,0,1,0,1.36,1.35,1.19,0,0,3,0,7,0,0,0,0,0,10,1,0,0,0.25,12,1,7,0,3.69,0,5,0,0,0,0,2,4,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,13,2,8,10,1,0,0,0,0,0,0,0,1.79,6,1,0,6,1,0,4.35,6.79,0,0,4,0,1,1,0,0,1.06,0,11,3.41,0,0,0,0,3,0,0,5.96,0,6.96,2,0,0,4,0,0.7,0,2.1,0,0,2,0,2.37,0,1,3,0,0,0,1,0,0,0,1,10.37,11.79,0,0,0,0,0,0,0
8/26/2014,0,0,0,0,0,0.55,0,0,0,2,0,3.87,3.1,1,0,2,1,3,1.24,0.42,2.4,2,1.4,1.37,0,1.98,6,0,0,1.39,0,0,0,0,0,2,0,5,0,0,0,0,1.38,0,0.45,0,0.87,0,0,2.12,1.52,0.67,0,0,5,0,0,3,0,0,0,0,9,0,0,0,0,6,2,18,0,3.54,0,4,0,0,0,0,0,4,1,1,0,1,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.29,0,5,0,8,20,4,0,0,0,0,0,1.02,0,12.08,1,0,2.11,2,0,0,0,11.7,0,0,6,3,3,3,2,0,1.31,0,13,4.47,0,0,0,0,3,0,1.66,3.9,0,16.12,0,0,0,2,0.5,0,0,0.39,0.75,0,5,0,0.85,0,0,2,0,0,1,2,0,0,0,0,6.25,10.57,0,0,0,1,0,0,0.67
8/27/2014,0,0,0,0,0,0.53,0,0,0,0,0,2.01,3.7,5,0,0,3,0,1.48,1.72,2.18,2,0,0.6,0,0.64,6,2,0,0,0.18,0,1.39,0,0,1,0,3,0,0,0,1,1.05,0,1.27,0,0,0,0.42,1.84,1.76,1.14,0,0,4,0,5,0,0,0,0,0,6,0,0,0,1.07,12,2,10,0,4.63,0,2,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,2,4,12,1,0,0,0,0,0,0,0,11.23,10,0,3.98,1,0,0,1.6,6.03,0,0,5,0,1,0,0,0,4.78,0,0,2.88,0,0,0,0,1,0,0,8.15,0,5.78,0,0,0,0,0,0,0,0,1.35,0,1,0,0,2,1,1,0,3,0,6,0,0,0,1,3.16,4.54,0,0,0,0,0,0,0.58
8/28/2014,0,0,2,2,0,0,0,0,0,0,0,1.67,4.24,6,1,1,2,1,0.96,1.28,4.12,4,0,2.96,0,1.47,11,2,0,1.48,0,0,1.9,0,0.34,2,0,2,0,0,0,1,0.74,0,0.89,0,0.65,1,0.63,1.28,3.55,0.47,0,0,6,0,3,1,0,0,0,0,14,0,0,0,0.46,25,5,15,0,1.97,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.38,0,11,0,4,3,0,0,0,0,0,0,0.41,0,8.06,8,4,8.06,0,0,0,0,8.71,0,0,6,0,3,1,0,0,1.11,0,0,4.27,0,0,0,0,0,0,0,7.36,7,9.04,0,2,0,1,0,0,0,1.18,0,0,1,0,0.98,0,2,1,0,0,0,1,0,0,0,0,6.73,4.79,0,0,0,0,0,7,0
8/29/2014,0,0,0,1,0,0,0,0,0,1,0,0.51,0.29,4,11,2,1,0,0.65,0,2.04,2,0.71,0.15,0,1.35,8,2,0,0.97,0.56,0,0.57,0,0,3,0,5,0,0,0,1,1.02,0,0.55,0,0,1,0,0.5,0.49,0.45,0,0,12,0,4,0,0,0,0,0,10,0,0,0,0.14,14,0,4,0,1.75,0,0,0,0,7,1,0,1,0,0,4,0,0,0,2,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,8,0,7,2,0,0,0,0,0,0,0,0,6.07,4,3,3.64,0,0,3.31,1.37,9.27,0,0,2,0,4,0,0,0,0.16,0,2,5.57,0,0,0,0,0,0,0,17.64,0,4.1,0,0,0,1,0,0.67,0,0,0,0,3,0,0.58,0,0,1,0,0,0,1,0,0,0,0,4.13,2.26,0,0,0,0,0,0,0
8/30/2014,0,6,0,1,0,0.24,0,0,0,0,0,0.51,0,11.36,6,0,1,0,0,0.33,3.86,0,0,0,0,0.08,6,2,0,0.99,0.65,0,1,2,0,3,0,3,0,0,0,4,0.7,0,0,0,1.61,0,0.81,5.36,1.36,1.13,0,0,2,0,13,2,0,0,0,1,7,0,0,0,0,5,1,16,0,2.12,0,0,0,0,0,0,0,0,1,2,2,1,0,0,3,0,0,0,0.77,0,6,0,2,0,0,0,0,0,0.24,0.21,0,8,1,5,2,6,0,0,0,0,0,0,0,13.21,6,0,7.22,0,0.94,0,2.31,17.29,0,1,3,0,5,2,1,0,0,0,5,1.85,1.39,0,0,0,1,0,1.17,18.83,0,18.95,0,0,0,2,0.43,0.91,0,1.2,0,0,6,0,1.96,0,2,1,0,1,0,1,0,0,0,1,12.44,11.54,0,0,0,0,0,2,0
8/31/2014,0,0,0,0,0,0.12,1.23,0,0,1,0,0,0.55,4,8,1,4,1,1.3,0.8,1.65,3,0.91,0.55,0,1.35,5,1,0,0,0,0,1.7,0,0,2,0,1,0,0,0,2,0.76,0,0,0,0.87,2,0,0.83,1.97,0.87,0,0,7,0,9,1,0,0,0,0,9,0,0,0,1.46,4,3,8,1,3.25,0,0,0,0,6,1,0,0,4,0,1,3,1,0,3,0,0,0,0.27,0,3,0,0,0,0,0,0,0,0,0.32,0,2,0,1,1,1,0,0,0,0,0,0.52,0,3.91,10,3,8.9,5,0.99,0,3.27,7.88,0,0,0,0,0,4,0,0,0,0,0,0.1,0,0,0,0,2,0,0,12.4,0,2.55,0,1,0,1,0,0,0,1.49,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,4.87,7.63,0,0,0,0,0,0,0
9/1/2014,0,5,0,1,0,0,0,0,0,0,0,1.45,1.05,5.59,6,0,2,0,0.85,1.97,2.8,4,1,0.53,0,0,0,1,1,0.5,0,0,1.38,0,0,1,0,4,0,0,0,1,1.39,0,0,0,0.55,0,0.16,3.19,3.5,0.45,0,0,12,0,2,0,0,0,0,1,7,0,0,0,0.33,1,0,12,0,1.89,0,7,0,0,3,0,0,1,3,0,1,5,0,0,2,0,0,0,0.33,0,10,0,0,0,0,0,0,0,0,0.4,0,5,0,10,16,0,0,0,0,0,0,0,0,10.41,0,7,0.49,4,0,0,1,10.48,0,0,12,0,1,2,0,0,0,0,5,1.37,0,0,0,0,2,0,0,4.1,0,9.21,1,1,0,0,0.63,0,0,0,0,0,2,0,0.76,0,0,2,0,0,0,1,0,0,1,1,12.35,9.03,0,0,0,0,0,0,0
9/2/2014,0,6,0,2,0,0,0,0,0,0,0,1.23,5.94,3.14,1,0,0,1,0,3.68,1.53,1,0.82,0,0,0,2,0,0,0.9,0.97,0,0,0,0,0,0,3,0,0,0,2,0.68,0,0,0,0,0,0.26,0,1.72,0.54,0,0,7,0,0,0,0,0,0,1,8,0,0,0,0.35,0,0,8,0,2.5,0,2,0,0,4,0,0,0,4,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,7,1,0,0,0,0,0,0,0,0,10.7,0,2,0.84,2,0,2.9,0.8,7.32,0,0,6,0,1,2,0,0,0,0,8,1.62,0,6.18,0,0,2,0,0,5.07,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.79,11.42,0,0,0,0,0,0,0
9/3/2014,0,0,0,1,0,0,0,0,0,0,0,2.9,2.1,1,0,1,1,2,1.44,1.47,2.35,1,0.99,0,0,0.31,6,1,0,0.69,0.38,0,0,0,0,2,0,2,0,0,0,4,0.94,0,0,0,0,0,0,1.73,1.28,0.16,0,0,3,0,6,2,0,1,0,1,8,0,0,0,0.13,0,0,10,0,2.26,0,1,0,0,2,0,0,1,0,0,0,3,0,0,7,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,10,2,0,0,0,0,0,0,0,1.71,8,1,4.56,3,0,0,0,8.21,0,0,3,0,2,0,0,0,0,0,2,0,0,1.34,0,0,2,0,0,7.14,0,4.46,0,0,0,0,1.93,0,0,0.42,0.43,0,0,0,1.33,0,0,0,0,0,0,1,0,0,0,0,10.38,6.32,0,0,0,0,0,4,0
9/4/2014,0,3,0,0,0,0,0,0,0,4,0,2.83,1.34,14,2,0,0,0,1.99,1.36,3.5,4,0.3,0,0,1.33,2,1,0,0,0,0,1.99,0,0,1,0,2,0,0,0,6,2.68,0,0,0,2.45,0,0,1.81,1.55,0.98,0,0,7,0,16,0,0,0,0,0,7,0,0,0,0.43,6,3,9,0,5.27,0,2,0,0,0,0,0,1,1,2,2,9,0,0,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,23,0,9,8,0,0,0,0,0,0,0,0,18.19,6,7,0.74,3,0,0,0,8.81,6,0,7,0,2,3,0,0,0,0,7,0,0,0,0,0,5,0,0,10.76,0,7.77,2,0,0,2,0,0,0,1.03,0.37,0,1,0,0,0,1,3,0,1,0,0,0,0,1,1,7.76,17.84,0,0,0,0,0,0,0
9/5/2014,0,10,2,0,0,0,0,0,0,1,0,1.78,1.17,33,0,1,1,0,1.04,1.14,5.07,3,1.33,1.02,0,0.76,4,2,0,0.7,0,0.75,0.81,0,0,1,0,1,0,0,0,20,0,0,0,0,1.47,1,0.31,1.27,2.33,0.3,1,0,4,0,15,0,0,0,0,0,7,0,1.03,0,0.45,1,0,6,0,4.51,0,1,0,0,0,0,2,0,0,0,0,7,0,0,9,0,0,0,1.31,0,2,0,0,0,0,0,0,0,0,0,0,27,0,5,0,1,0,0,0,0,0,0,0,6.98,12,3,1.55,3,1.16,11.23,0,8,0,0,7,0,1,2,0,0,0,0,5,2.87,0,0,0,0,1,0,0.94,25.42,0,3.97,0,0,0,2,0,0,0,0,0.45,0,1,0,1.98,0,0,0,0,2,0,1,0,0,0,1,11.97,7,0,0,0,1,0,0,0
9/6/2014,0,24,0,1,0,0,0,0,0,0,0,3.97,3.35,23.81,6,1,1,1,0.32,1.7,3.61,2,1.74,0,0,1.63,3,0,0,0,0.58,0.74,0.49,0,0,0,0,2,0,0,0,19,2.48,0,0,0.38,0,0,0,1.61,2.44,1.76,0,0,7,0,18,0,0,0,0,0,9,0,0,0,0.25,12,0,9,0,8.39,0,0,0,0,3,0,0,1,0,0,2,3,0,0,4,1,0,0,1.07,0,3,0,3,0,0,0,0,0,0.17,0.55,0,60,0,6,1,2,0,0,0,0,0,0,0,6.61,10,5,4.73,3,0,0,0,7.68,6,0,6,0,1,1,0,0,0,0,5,2.31,0,0,0,0,1,0,0,33.71,0,4.56,2,0,0,8,0,0,0,0,1.72,0,0,0,0,0,2,1,0,1,0,0,0,0,2,1,6.39,9.41,0,0,0,0,0,0,0
9/7/2014,0,22,0,0,0,0,0,0,0,3,0,3.46,3.29,23,9,2,2,0,0,3.55,0.82,1,1.61,0.45,0,0.65,3,2,0,0.6,0.58,1.19,3.38,0,0,0,0,2,0,0,0,19,1.32,0,0,0,1.35,0,0,0.98,2.95,0.57,0,0,8,0,11,5,0,0,0,0,5,0,0,0,0,17,0,9,0,5.25,0,4,0,0,7,0,0,1,6,1,1,7,0,0,13,2,0.6,0.27,6.1,0,2,0,1,0,0,0,0,0,0,0,0,68,0,7,11,2,0,0,0,0,0,0,0,13.97,8,2,5.54,0,0,0.8,0.96,13.88,19.99,0,5,0,0,2,0,0,0,0,0,4.61,0,2.08,0,0,5,0,0,39.23,0,6.2,0,0,0,2,0,0,0,0.29,0,0,3,0,0.8,0,3,2,0,2,0,0,0,0,0,0,13.25,13.41,0,0,0,1,0,0,0
9/8/2014,0,3,0,0,0,0,0,0,0,3,0,3.98,0,19.27,7,0,1,0,0,1.51,2.22,6,0.44,1.1,0,1.89,1,2,0,0,0.3,1.07,0,0,0,0,0,0,0,0,0,3,2.01,0,0,0,2.14,0,0.24,1.89,1.19,0.37,0,0,1,0,4,0,0,0,0,0,10,0,1.06,0,0,6,2,7,0,6.62,0,2,0,0,0,0,1,3,6,0,0,5,0,0,0,0,0,0,1.82,0,1,0,2,0,0,0,0,0,0.23,0,0,8,0,12,5,3,0,0,0,0,0,0,0,1.75,0,2,4.57,0,0,0,0,9.48,11.99,0,3,0,0,1,0,0,0,0,8,1.23,0,0,0,0,0,0,0,9.15,0,8.53,0,0,0,7,1.33,0,0,0.52,0.45,0,2,0,0.33,0,0,1,0,0,0,0,0,0,0,0,11.56,12.82,0,0,0,0,0,0,0
9/9/2014,0,3,0,1,0,0,0,0,0,1,0,0.51,0,8.03,5,2,1,0,1.13,1.63,0.98,3,0.27,2.41,0,0.99,3,1,0,0.48,1.43,0,2.96,0,0,0,0,3,0,0,0,2,1.11,0,0.48,0,0,0,0,0.79,1.3,0.46,0,0.1,4,0,13,0,0,0,0,0,9,0,0.16,0,0.41,2,0,14,0,2.6,0,5,0,0,2,0,0,2,1,0,0,3,0,0,0,0,0,0,0.74,0,2,0,1,0,0,0,0,0,0.4,0,0,12,0,0,20,2,0,0,0,0,0,0,0,9.04,16,7,0,0,0,0.79,0,16.16,4.04,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2.64,0,10.96,0,1,0,0,0,0,0,0.22,0,0,1,0,2.12,0,0,0,0,2,0,0,0,0,0,0,8.53,17.29,0,0,0,0,0,0,0
9/10/2014,0,0,0,0,0,0,0,0,0,5,0,0.34,0.5,5.53,3,0,1,0,0.42,0.77,3.6,6,1.44,1.07,0,0.73,7,2,0,0.9,1.67,0,0.69,0,0,1,0,8,0,1,0,2,0.42,0,0,0,0,0,0,0.77,1.75,0,0,0,6,0,10,0,0,0,0,0,9,0,0.38,0,0.35,8,2,7,0,3.54,0,4,0,0,1,0,0,2,0,1,0,3,0,0,4,1,0,0,3.08,0,2,0,0,0,0,0,0,0,0,0,0,5,0,7,17,0,0,0,0,0,0,0,0,5.13,5,3,2.42,2,0,0,0,10.37,6,0,0,0,0,4,0,0,0,0,3,3.07,0,0,0,0,0,0,0,0,0,5.51,0,0,0,0,0,3.7,0,0.87,0,0,2,0,0.78,0,0,0,0,0,0,0,0,0,1,0,14.83,6.51,0,0,0,0,0,0,0
9/11/2014,0,1,0,4,0,0,0,0,0,8,0,1.03,0.11,5.18,0,1,3,0,1.6,1.41,1.81,0,0.41,0.34,0,2.33,3,1,0,0.75,0,0,1.6,0,0,1,0,0,0,0,0,2,1.71,0,0,0,1.14,0,0,0.77,1.88,0.64,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,9,1,11,0,1.75,0,4,0,0,0,0,0,2,0,3,1,1,0,0,5,0,0,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,10,0,0,0,0,0,0,0,0,7.05,7,1,4.82,3,0,0,2.55,3.39,6,0,3,0,1,0,0,0,0,0,17,5.51,0,0,0,0,1,0,0,13.24,0,4.35,4,0,0,0,0,0,0,0,0,0,1,0,0.64,0,0,1,0,0,0,1,0,0,1,2,4.55,8.43,0,0,0,0,0,0,0
9/12/2014,0,0,0,1,0,0,0,0,0,7,0,4.03,0.81,1.98,4,1,1,0,0.3,1.06,3.6,2,0.92,0.97,0,0.79,1,0,0,0,0.49,0,1.62,0,0,0,0,2,0,0,0,4,1.81,1,0,0,0,0,0.26,1.97,2.08,0,0,0,4,0,6,0,0,0,0,0,4,0,0,0,0,6,15,4,0,1.73,0,5,0,0,0,0,0,2,2,0,0,3,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,11,1,0,0,0,0,0,0,0,0,0,11,4,2.95,2,0,0,0,4.11,2,0,1,0,4,0,1,0,0,0,5,3.25,0,0,0,0,0,0,0.01,8.52,0,5.5,1,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,9.08,4.9,0,0,0,1,0,0,0
