# downloaded on 1/24/16 from
# http://www.glerl.noaa.gov/data/dashboard/data/levels/mGauge/miHuronMog.csv
# Lake Michigan-Huron:, Monthly Average Master Gauge Water Levels (1860-Present)
# Source:, NOAA/NOS
Date, Average
03/01/2003,175.726
04/01/2003,175.801
05/01/2003,175.911
06/01/2003,175.997
07/01/2003,176.045
08/01/2003,176.039
09/01/2003,175.949
10/01/2003,175.883
11/01/2003,175.895
12/01/2003,175.911
01/01/2004,175.912
02/01/2004,175.845
03/01/2004,175.905
04/01/2004,175.993
05/01/2004,176.115
06/01/2004,176.309
07/01/2004,176.379
08/01/2004,176.346
09/01/2004,176.275
10/01/2004,176.164
11/01/2004,176.111
12/01/2004,176.089
01/01/2005,176.098
02/01/2005,176.095
03/01/2005,176.106
04/01/2005,176.153
05/01/2005,176.185
06/01/2005,176.2
07/01/2005,176.209
08/01/2005,176.179
09/01/2005,176.11
10/01/2005,176.032
11/01/2005,175.927
12/01/2005,175.889
01/01/2006,175.878
02/01/2006,175.953
03/01/2006,175.949
04/01/2006,176.015
05/01/2006,176.085
06/01/2006,176.148
07/01/2006,176.156
08/01/2006,176.145
09/01/2006,176.035
10/01/2006,176.014
11/01/2006,175.955
12/01/2006,175.979
01/01/2007,176.015
02/01/2007,175.945
03/01/2007,175.919
04/01/2007,176.03
05/01/2007,176.052
06/01/2007,176.083
07/01/2007,176.075
08/01/2007,176.018
09/01/2007,175.957
10/01/2007,175.883
11/01/2007,175.794
12/01/2007,175.687
01/01/2008,175.705
02/01/2008,175.772
03/01/2008,175.798
04/01/2008,175.913
05/01/2008,176.049
06/01/2008,176.16
07/01/2008,176.258
08/01/2008,176.247
09/01/2008,176.187
10/01/2008,176.113
11/01/2008,176.02
12/01/2008,175.981
01/01/2009,176.024
02/01/2009,176.032
03/01/2009,176.095
04/01/2009,176.212
05/01/2009,176.338
06/01/2009,176.42
07/01/2009,176.459
08/01/2009,176.448
09/01/2009,176.381
10/01/2009,176.281
11/01/2009,176.273
12/01/2009,176.215
01/01/2010,176.179
02/01/2010,176.148
03/01/2010,176.107
04/01/2010,176.114
05/01/2010,176.132
06/01/2010,176.2
07/01/2010,176.275
08/01/2010,176.267
09/01/2010,176.193
10/01/2010,176.104
11/01/2010,175.956
12/01/2010,175.915
01/01/2011,175.833
02/01/2011,175.8
03/01/2011,175.829
04/01/2011,175.909
05/01/2011,176.102
06/01/2011,176.211
07/01/2011,176.277
08/01/2011,176.273
09/01/2011,176.154
10/01/2011,176.113
11/01/2011,176.072
12/01/2011,176.054
01/01/2012,176.01
02/01/2012,175.986
03/01/2012,175.996
04/01/2012,176.051
05/01/2012,176.055
06/01/2012,176.082
07/01/2012,176.051
08/01/2012,175.999
09/01/2012,175.892
10/01/2012,175.761
11/01/2012,175.696
12/01/2012,175.622
01/01/2013,175.592
02/01/2013,175.62
03/01/2013,175.664
04/01/2013,175.749
05/01/2013,175.937
06/01/2013,176.062
07/01/2013,176.112
08/01/2013,176.114
09/01/2013,176.073
10/01/2013,176.018
11/01/2013,176.036
12/01/2013,175.986
01/01/2014,175.965
02/01/2014,175.974
03/01/2014,175.972
04/01/2014,176.066
05/01/2014,176.279
06/01/2014,176.384
