"V1","V2"
15508,78.6666666666667
15509,180.958333333333
15510,183.608695652174
15511,176.695652173913
15512,182.909090909091
15513,106.041666666667
15514,168.083333333333
15515,158.695652173913
15516,90.2916666666667
15517,109.166666666667
15518,68.2916666666667
15519,117.083333333333
15520,83.2173913043478
15521,69.0833333333333
15522,137.727272727273
15523,35.2608695652174
15524,36.5217391304348
15525,85.7391304347826
15526,95.2916666666667
15527,125.375
15528,161.625
15529,142.791666666667
15530,94.6666666666667
15531,45.5833333333333
15532,64.1666666666667
15533,23.5454545454545
15534,25.625
15535,32.3333333333333
15536,40.75
15537,76.4583333333333
15538,83.2608695652174
15539,87.1304347826087
15540,125.208333333333
15541,201.875
15542,162.791666666667
15543,15.9583333333333
15544,31.9583333333333
15545,69.8333333333333
15546,82.7916666666667
15547,56.4782608695652
15548,82.4583333333333
15549,106.933333333333
15551,54.8333333333333
15552,25
15553,12.9583333333333
15554,21.0833333333333
15555,55.3478260869565
15556,25.4583333333333
15557,48.7083333333333
15558,63.6666666666667
15559,68.4166666666667
15560,74.9166666666667
15561,38.3333333333333
15562,79.0416666666667
15563,109.4375
15565,25
15566,55
15567,54.1666666666667
15568,75.5909090909091
15569,129.95652173913
15570,177.8
15573,16.8333333333333
15574,20
15575,78.2916666666667
15576,86.625
15577,126.166666666667
15578,155.916666666667
15579,64.625
15580,87.5833333333333
15581,107.583333333333
15582,236.958333333333
15583,185.541666666667
15584,157.083333333333
15585,29.7083333333333
15586,9.58333333333333
15587,14.25
15588,32.5
15589,94.7083333333333
15590,81.5416666666667
15591,50.9583333333333
15592,112.208333333333
15593,130.458333333333
15594,105.291666666667
15595,18.2916666666667
15596,14.6666666666667
15597,17
15598,34.9583333333333
15599,55.304347826087
15600,42.2083333333333
15601,31.5416666666667
15602,57.2083333333333
15603,112.708333333333
15604,147.791666666667
15605,109.666666666667
15606,105.333333333333
15607,63.125
15608,61.8333333333333
15609,27.6086956521739
15610,36.3809523809524
15611,3.18181818181818
15612,15
15613,15.4583333333333
15614,53.5833333333333
15615,155.666666666667
15616,53.9565217391304
15617,13.5416666666667
15618,50.5
15619,94.0416666666667
15620,127.958333333333
15621,263.25
15622,106.041666666667
15623,19.875
15624,131.416666666667
15625,170.916666666667
15626,35.0833333333333
15627,43.5416666666667
15628,101.958333333333
15629,39.2608695652174
15630,25.8333333333333
15631,62.5833333333333
15632,176.916666666667
15633,202.739130434783
15634,48.4583333333333
15635,26.0833333333333
15636,78.5
15637,108.666666666667
15638,196.291666666667
15639,280.333333333333
15640,146.208333333333
15641,25.8333333333333
15642,38.375
15643,31.2608695652174
15644,32.625
15645,96.3333333333333
15646,164.25
15647,139.833333333333
15648,19.8333333333333
15649,27.5416666666667
15650,83.4583333333333
15651,65
15652,56.4583333333333
15653,105.708333333333
15654,71.9166666666667
15655,11.7916666666667
15656,21
15657,13.375
15658,41.1666666666667
15659,142.5
15660,116.375
15661,70.375
15662,123
15663,23.7894736842105
15664,124.666666666667
15665,270.291666666667
15666,144.375
15667,45.9166666666667
15668,159.666666666667
15669,148.041666666667
15670,30.4545454545455
15671,183.791666666667
15672,22.2916666666667
15673,74.1666666666667
15674,31
15675,85
15676,243.166666666667
15677,57.125
15678,91.8333333333333
15679,13.875
15680,75.125
15681,54.2916666666667
15682,13.125
15683,22.9565217391304
15684,77.25
15685,136
15686,201.125
15687,220.083333333333
15688,207.75
15689,267.541666666667
15690,132.041666666667
15691,27.125
15692,40.9583333333333
15693,198.166666666667
15694,243.130434782609
15695,115
15696,24.2083333333333
15697,11.8
15702,241.833333333333
15703,32.75
15704,22
15705,84.25
15706,15.8333333333333
15707,18.625
15708,25.0833333333333
15709,85.5
15710,61.1666666666667
15711,139.958333333333
15712,146.166666666667
15713,118.833333333333
15714,61.9166666666667
15715,248.291666666667
15716,361.25
15717,568.565217391304
15718,416.260869565217
15719,299.5
15720,114.95652173913
15721,112
15722,75.7916666666667
15723,276.833333333333
15724,189.416666666667
15725,107.25
15726,147.833333333333
15727,198.875
15728,378.083333333333
15729,19.4166666666667
15730,73.9583333333333
15731,161.375
15732,312.958333333333
15733,406.375
15734,429.782608695652
15735,277.916666666667
15736,173.5
15737,34.5833333333333
15738,49.0833333333333
15739,188.875
15740,37.5416666666667
15741,93.4166666666667
15742,93.75
15743,12.6666666666667
15744,60.3333333333333
15745,188.583333333333
15746,59.8333333333333
15747,65.2916666666667
15748,119.125
15749,315.041666666667
15750,70.304347826087
15751,40.5416666666667
15752,145.375
15753,124.041666666667
15754,22.375
15755,32.9583333333333
15756,83.4166666666667
15757,212.666666666667
15758,85.0833333333333
15759,149
15760,332.875
15761,159.458333333333
15762,216.416666666667
15763,245.708333333333
15764,221.125
15765,10.5
15766,48.8333333333333
15767,101
15768,25.0869565217391
15769,183.416666666667
15770,226.04347826087
15771,318.458333333333
15772,222.166666666667
15773,64.4583333333333
15774,42.125
15775,126.583333333333
15776,147.208333333333
15777,22.0416666666667
15778,112.782608695652
15779,257.541666666667
15780,265.217391304348
15781,351.291666666667
15782,52.7083333333333
15783,56.1666666666667
15784,64.9166666666667
15785,157.625
15786,64.5
15787,55.1666666666667
15788,23.3333333333333
15789,113.652173913043
15790,196.541666666667
15791,92.7083333333333
15792,37.0833333333333
15793,95.9166666666667
15794,94.5833333333333
15795,200.458333333333
15796,95.6666666666667
15797,116.782608695652
15798,123.458333333333
15799,83.2916666666667
15800,61.5
15801,15.125
15802,79.9583333333333
15803,19.2916666666667
15804,11.4166666666667
15805,12.4583333333333
15806,18.9130434782609
15807,51.7083333333333
15808,59.25
15809,30.8333333333333
15810,68.4347826086957
15811,61.3181818181818
15812,47.125
15813,11.7916666666667
15814,54.625
15815,78.5416666666667
15816,130.875
15817,171.583333333333
15818,206.291666666667
15819,78.875
15820,17.25
15821,72.4166666666667
15822,72.7083333333333
15823,71.7083333333333
15824,30.0416666666667
15825,21.4166666666667
15826,45.7083333333333
15827,82.9166666666667
15828,64.125
15829,86.625
15830,186.291666666667
15831,214.291666666667
15832,178.958333333333
15833,124.291666666667
15834,49.7083333333333
15835,48.75
15836,53.2083333333333
15837,48.9166666666667
15838,104.5
15839,62.8333333333333
15840,67.5
15841,68.75
15842,108.8
15843,85.8823529411765
15844,54.5
15845,48.625
15846,101.541666666667
15847,62.7083333333333
15848,87.0833333333333
15849,115.541666666667
15850,63.8333333333333
15851,103.458333333333
15852,76.5416666666667
15853,83.3913043478261
15854,20.4166666666667
15855,59.375
15856,91.625
15857,73.1666666666667
15858,155.708333333333
15859,131.791666666667
15860,129.875
15861,146.958333333333
15862,153.75
15863,137.166666666667
15864,174.791666666667
15865,56.75
15866,32.2083333333333
15867,61.9583333333333
15868,67.9583333333333
15869,107.416666666667
15870,108.166666666667
15871,125.708333333333
15872,174.458333333333
15873,35.8333333333333
15874,53.7083333333333
15875,51.5
15876,91.9545454545455
15877,77.5833333333333
15878,59.7916666666667
15879,68.8333333333333
15880,108.791666666667
15881,127.375
15882,157.75
15883,92.7083333333333
15884,294.458333333333
15885,104.416666666667
15886,180.416666666667
15887,143.291666666667
15888,17.4583333333333
15889,31.8333333333333
15890,28.2916666666667
15891,23.125
15892,60.9583333333333
15893,92.375
15894,91.2916666666667
15895,83.2916666666667
15896,36.8333333333333
15897,41.25
15898,72.7083333333333
15899,107.708333333333
15900,87.5
15901,62.5
15902,26.625
15903,49.9565217391304
15904,134.958333333333
15905,123.583333333333
15906,98.625
15907,70.875
15908,100.611111111111
15909,43.3333333333333
15910,40
15911,33.2916666666667
15912,55.3333333333333
15913,111.458333333333
15914,58.375
15915,69.25
15916,99.8333333333333
15917,44.125
15918,46.5833333333333
15919,69.125
15920,34.75
15921,82.3333333333333
15922,45.4166666666667
15923,125.458333333333
15924,31.375
15925,32.2916666666667
15926,37.3333333333333
15927,88.875
15928,122.291666666667
15929,54.25
15930,78.0416666666667
15931,62.4583333333333
15932,106
15933,106.666666666667
15934,38.875
15935,15.8260869565217
15936,25.7916666666667
15937,94.304347826087
15938,100.958333333333
15939,121.238095238095
15940,58.3333333333333
15941,39.375
15942,43.7916666666667
15943,54.2083333333333
15944,53.6666666666667
15945,76.2083333333333
15946,32
15947,16.8
15948,24.625
15949,49.125
15950,60.3333333333333
15951,101.708333333333
15952,78.875
15953,25.9166666666667
15954,80.2916666666667
15955,81.7083333333333
15956,108.416666666667
15957,87.5833333333333
15958,67.1666666666667
15959,72.2083333333333
15960,150.791666666667
15961,108.227272727273
15962,69
15963,24
15964,60.5
15965,103.666666666667
15966,115.541666666667
15967,123.75
15968,65.125
15969,51.4166666666667
15970,95.6666666666667
15971,38.8333333333333
15972,14.6666666666667
15973,18.125
15974,59.9565217391304
15975,193.708333333333
15976,246.833333333333
15977,226.625
15978,147.75
15979,71.4583333333333
15980,19.5416666666667
15981,61.0416666666667
15982,168.166666666667
15983,306
15984,213.416666666667
15985,91.2916666666667
15986,63.5
15987,146.5
15988,81.5833333333333
15989,59.2916666666667
15990,70.4583333333333
15991,57.3333333333333
15992,37.8333333333333
15993,23.2916666666667
15994,64.0416666666667
15995,162.833333333333
15996,248.166666666667
15997,68
15998,29.5833333333333
15999,100.166666666667
16000,147.818181818182
16001,25.75
16002,23.75
16003,47.2916666666667
16004,73.375
16005,228.541666666667
16006,314.333333333333
16007,29.875
16008,98.7916666666667
16009,167.375
16010,217
16011,286.791666666667
16012,47.4583333333333
16013,53.25
16014,203.458333333333
16015,113.666666666667
16016,44.5
16017,162.708333333333
16018,96.875
16019,19.3333333333333
16020,41.625
16021,62.5
16022,198.291666666667
16023,66.0416666666667
16024,118.375
16025,47.3333333333333
16026,13.8333333333333
16027,11.7083333333333
16028,42.2173913043478
16029,77.625
16030,131
16031,174.166666666667
16032,221.695652173913
16033,93.9583333333333
16034,24.0833333333333
16035,26.2083333333333
16036,7.41666666666667
16037,27.1666666666667
16038,59.5416666666667
16039,34.7083333333333
16040,84.7083333333333
16041,136.583333333333
16042,89.75
16043,112.75
16044,49.2916666666667
16045,164.916666666667
16046,348.5
16047,214.416666666667
16048,19.4583333333333
16049,27.25
16050,30.7916666666667
16051,22.7083333333333
16052,69.5416666666667
16053,62.9166666666667
16054,59.375
16055,183.375
16056,77.5
16057,56.2916666666667
16058,41.25
16059,36.5
16060,91.2916666666667
16061,181.208333333333
16062,145.75
16063,316.75
16064,170.125
16065,14.625
16066,32.625
16067,21.7826086956522
16068,53.3529411764706
16069,45.2142857142857
16070,49.3333333333333
16071,58.4166666666667
16072,167.625
16073,54.4583333333333
16074,154.875
16075,101.416666666667
16076,154.583333333333
16077,112.875
16078,21.4166666666667
16079,33.125
16080,81.2916666666667
16081,152.625
16082,28.5263157894737
16083,127.875
16084,119.458333333333
16085,210.375
16086,448.416666666667
16087,154.5
16088,76.75
16089,124.75
16090,10.25
16091,47.2083333333333
16092,162.954545454545
16093,288.416666666667
16094,152.375
16095,33.7083333333333
16096,59
16097,96.1666666666667
16098,46.5833333333333
16099,149.291666666667
16100,71.3333333333333
16101,166.208333333333
16102,155.083333333333
16103,68.9166666666667
16104,7.125
16105,29.9583333333333
16106,103.833333333333
16107,143.25
16108,102.875
16109,56
16110,13.4583333333333
16111,26.2083333333333
16112,131.25
16113,145.583333333333
16114,210.958333333333
16115,299.666666666667
16116,363.791666666667
16117,264.833333333333
16118,75.7916666666667
16119,70.2608695652174
16120,79.8333333333333
16121,271
16122,330.416666666667
16123,335.541666666667
16124,295.95652173913
16125,352.583333333333
16126,449.75
16127,386.416666666667
16128,20.375
16129,102.666666666667
16130,83.125
16131,162.125
16132,243.541666666667
16133,49.2916666666667
16134,24.875
16135,20.375
16136,61.5
16137,175.75
16138,119.75
16139,108.5
16140,195.791666666667
16141,19.1666666666667
16142,22.25
16143,24.875
16144,114.583333333333
16145,122.291666666667
16146,85.8333333333333
16147,40.4166666666667
16148,58.6666666666667
16149,10.1666666666667
16150,28.5652173913043
