STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100831,293, , ,s,9999,211, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100901,278, , ,s,9999,203, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100902,298, , ,s,9999,216, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100903,266, , ,s,9999,202, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100904,286, , ,s,9999,214, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100905,296, , ,s,9999,213, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100906,313, , ,s,9999,208, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100907,277, , ,s,9999,237, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100908,273, , ,s,9999,184, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100909,266, , ,s,9999,188, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100910,311, , ,s,9999,187, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100911,326, , ,s,9999,193, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100912,324, , ,s,9999,198, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100913,324, , ,s,9999,204, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100914,322, , ,s,9999,208, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100915,296, , ,s,9999,221, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100916,274, , ,s,9999,230, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100917,230, , ,s,9999,142, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100918,184, , ,s,9999,135, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100919,239, , ,s,9999,156, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100920,214, , ,s,9999,174, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100921,179, , ,s,9999,131, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100922,223, , ,s,9999,87, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100923,258, , ,s,9999,94, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100924,242, , ,s,9999,129, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100925,218, , ,s,9999,121, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100926,249, , ,s,9999,125, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100927,227, , ,s,9999,116, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100928,197, , ,s,9999,116, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100929,207, , ,s,9999,82, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20100930,245, , ,s,9999,103, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101001,235, , ,s,9999,134, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101002,224, , ,s,9999,163, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101003,237, , ,s,9999,157, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101004,239, , ,s,9999,92, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101005,264, , ,s,9999,106, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101006,256, , ,s,9999,131, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101007,237, , ,s,9999,138, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101008,243, , ,s,9999,128, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101009,227, , ,s,9999,122, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101010,190, , ,s,9999,142, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101011,204, , ,s,9999,131, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101012,190, , ,s,9999,77, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101013,225, , ,s,9999,87, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101014,211, , ,s,9999,147, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101015,207, , ,s,9999,97, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101016,192, , ,s,9999,79, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101017,131, , ,s,9999,79, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101018,92, , ,s,9999,66, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101019,115, , ,s,9999,65, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101020,120, , ,s,9999,74, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101021,130, , ,s,9999,102, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101022,143, , ,s,9999,112, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101023,158, , ,s,9999,123, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101024,148, , ,s,9999,75, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101025,140, , ,s,9999,40, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101026,91, , ,s,9999,29, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101027,113, , ,s,9999,-2, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101028,178, , ,s,9999,4, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101029,198, , ,s,9999,26, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101030,202, , ,s,9999,34, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101031,203, , ,s,9999,37, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101101,158, , ,s,9999,54, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101102,139, , ,s,9999,12, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101103,195, , ,s,9999,16, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101104,198, , ,s,9999,40, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101105,203, , ,s,9999,37, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101106,175, , ,s,9999,56, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101107,147, , ,s,9999,85, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101108,118, , ,s,9999,30, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101109,105, , ,s,9999,-13, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101110,121, , ,s,9999,-3, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101111,121, , ,s,9999,49, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101112,127, , ,s,9999,9, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101113,99, , ,s,9999,42, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101114,78, , ,s,9999,-14, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101115,64, , ,s,9999,-35, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101116,126, , ,s,9999,-24, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101117,109, , ,s,9999,-10, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101118,99, , ,s,9999,12, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101119,138, , ,s,9999,9, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101120,136, , ,s,9999,26, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101121,114, , ,s,9999,32, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101122,107, , ,s,9999,-12, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101123,85, , ,s,9999,-15, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101124,79, , ,s,9999,-9, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101125,71, , ,s,9999,-48, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101126,42, , ,s,9999,-31, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101127,80, , ,s,9999,0, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101128,67, , ,s,9999,-34, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101129,43, , ,s,9999,-16, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101130,32, , ,s,9999,-33, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101201,22, , ,s,9999,11, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101202,81, , ,s,9999,-1, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101203,60, , ,s,9999,-50, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101204,77, , ,s,9999,-34, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101205,134, , ,s,9999,-21, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101206,56, , ,s,9999,-4, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101207,68, , ,s,9999,-45, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101208,85, , ,s,9999,-7, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101209,59, , ,s,9999,-16, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101210,87, , ,s,9999,-10, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101211,25, , ,s,9999,-50, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101212,27, , ,s,9999,-41, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101213,14, , ,s,9999,-54, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101214,-24, , ,s,9999,-88, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101215,-35, , ,s,9999,-110, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101216,20, , ,s,9999,-83, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101217,68, , ,s,9999,-68, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101218,64, , ,s,9999,-49, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101219,118, , ,s,9999,-33, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101220,120, , ,s,9999,-39, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101221,74, , ,s,9999,-21, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101222,75, , ,s,9999,-28, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101223,33, , ,s,9999,-72, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101224,-33, , ,s,9999,-113, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101225,-21, , ,s,9999,-84, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101226,19, , ,s,9999,-92, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101227,69, , ,s,9999,-78, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101228,25, , ,s,9999,-39, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101229,16, , ,s,9999,-52, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101230,-39, , ,s,9999,-77, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20101231,-29, , ,s,9999,-89, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110101,1, , ,s,9999,-69, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110102,-11, , ,s,9999,-68, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110103,1, , ,s,9999,-71, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110104,29, , ,s,9999,-89, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110105,-3, , ,s,9999,-71, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110106,0, , ,s,9999,-67, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110107,10, , ,s,9999,-92, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110108,0, , ,s,9999,-58, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110109,-19, , ,s,9999,-81, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110110,-3, , ,s,9999,-103, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110111,-4, , ,s,9999,-69, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110112,13, , ,s,9999,-103, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110113,37, , ,s,9999,-90, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110114,4, , ,s,9999,-48, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110115,-27, , ,s,9999,-105, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110116,-16, , ,s,9999,-116, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110117,-9, , ,s,9999,-105, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110118,-12, , ,s,9999,-104, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110119,8, , ,s,9999,-98, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110120,-1, , ,s,9999,-104, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110121,18, , ,s,9999,-102, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110122,9, , ,s,9999,-99, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110123,-8, , ,s,9999,-78, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110124,3, , ,s,9999,-102, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110125,-3, , ,s,9999,-85, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110126,10, , ,s,9999,-114, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110127,-19, , ,s,9999,-93, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110128,0, , ,s,9999,-83, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110129,-8, , ,s,9999,-111, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110130,38, , ,s,9999,-103, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110131,85, , ,s,9999,-94, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110201,93, , ,s,9999,-66, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110202,68, , ,s,9999,-66, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110203,69, , ,s,9999,-29, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110204,79, , ,s,9999,-53, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110205,26, , ,s,9999,-64, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110206,110, , ,s,9999,-44, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110207,47, , ,s,9999,-17, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110208,82, , ,s,9999,-58, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110209,30, , ,s,9999,-63, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110210,-5, , ,s,9999,-47, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110211,7, , ,s,9999,-83, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110212,-26, , ,s,9999,-94, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110213,-22, , ,s,9999,-66, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110214,8, , ,s,9999,-98, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110215,27, , ,s,9999,-83, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110216,30, , ,s,9999,-70, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110217,82, , ,s,9999,-46, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110218,77, , ,s,9999,-65, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110219,113, , ,s,9999,-37, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110220,88, , ,s,9999,-36, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110221,82, , ,s,9999,-22, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110222,84, , ,s,9999,-20, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110223,87, , ,s,9999,-9, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110224,118, , ,s,9999,11, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110225,67, , ,s,9999,-41, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110226,37, , ,s,9999,-25, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110227,18, , ,s,9999,-9, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110228,59, , ,s,9999,-27, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110301,75, , ,s,9999,-17, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110302,72, , ,s,9999,-38, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110303,98, , ,s,9999,-7, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110304,124, , ,s,9999,-33, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110305,132, , ,s,9999,23, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110306,113, , ,s,9999,58, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110307,110, , ,s,9999,22, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110308,111, , ,s,9999,31, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110309,126, , ,s,9999,-13, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110310,166, , ,s,9999,-5, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110311,138, , ,s,9999,19, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110312,173, , ,s,9999,35, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110313,189, , ,s,9999,50, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110314,105, , ,s,9999,50, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110315,103, , ,s,9999,11, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110316,114, , ,s,9999,-5, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110317,173, , ,s,9999,-1, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110318,151, , ,s,9999,53, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110319,142, , ,s,9999,21, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110320,120, , ,s,9999,47, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110321,93, , ,s,9999,18, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110322,112, , ,s,9999,-18, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110323,126, , ,s,9999,5, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110324,124, , ,s,9999,33, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110325,151, , ,s,9999,-3, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110326,151, , ,s,9999,23, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110327,188, , ,s,9999,35, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110328,150, , ,s,9999,46, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110329,212, , ,s,9999,17, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110330,226, , ,s,9999,48, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110331,219, , ,s,9999,70, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110401,171, , ,s,9999,41, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110402,138, , ,s,9999,34, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110403,189, , ,s,9999,18, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110404,205, , ,s,9999,35, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110405,181, , ,s,9999,67, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110406,174, , ,s,9999,108, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110407,198, , ,s,9999,91, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110408,196, , ,s,9999,37, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110409,258, , ,s,9999,84, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110410,225, , ,s,9999,114, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110411,210, , ,s,9999,74, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110412,251, , ,s,9999,82, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110413,239, , ,s,9999,103, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110414,303, , ,s,9999,112, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110415,246, , ,s,9999,162, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110416,231, , ,s,9999,91, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110417,206, , ,s,9999,156, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110418,208, , ,s,9999,116, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110419,219, , ,s,9999,75, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110420,232, , ,s,9999,100, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110421,206, , ,s,9999,109, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110422,176, , ,s,9999,70, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110423,186, , ,s,9999,87, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110424,216, , ,s,9999,74, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110425,182, , ,s,9999,111, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110426,212, , ,s,9999,98, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110427,210, , ,s,9999,70, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110428,222, , ,s,9999,118, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110429,204, , ,s,9999,130, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110430,210, , ,s,9999,129, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110501,273, , ,s,9999,151, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110502,270, , ,s,9999,104, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110503,250, , ,s,9999,145, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110504,210, , ,s,9999,147, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110505,240, , ,s,9999,130, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110506,264, , ,s,9999,97, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110507,273, , ,s,9999,143, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110508,226, , ,s,9999,124, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110509,256, , ,s,9999,119, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110510,254, , ,s,9999,144, , ,s,9999
GHCND:CHM00054511,BEIJING CH,55,39.933,116.283,20110511,275, , ,s,9999,130, , ,s,9999
