"Year","Month","Day","pm2.5"
2015,11,4,207.583333333333
2015,11,5,102.791666666667
2015,11,6,17.25
2015,11,7,15.3333333333333
2015,11,8,54.4166666666667
2015,11,9,144.208333333333
2015,11,10,136.125
2015,11,11,117.708333333333
2015,11,12,165.583333333333
2015,11,13,206.666666666667
2015,11,14,259.291666666667
2015,11,15,202.083333333333
2015,11,16,56.7083333333333
2015,11,17,55.125
2015,11,18,62.0833333333333
2015,11,19,82.75
2015,11,20,68.5416666666667
2015,11,21,47.7916666666667
2015,11,22,50.375
2015,11,23,25.625
2015,11,24,31.4166666666667
2015,11,25,49.7083333333333
2015,11,26,36.0833333333333
2015,11,27,251.375
2015,11,28,300.541666666667
2015,11,29,253.166666666667
2015,11,30,412.75
2015,12,1,464.375
2015,12,2,6.75
2015,12,3,9.54166666666667
2015,12,4,29.375
2015,12,5,40.5416666666667
2015,12,6,160
2015,12,7,183.25
2015,12,8,270.916666666667
2015,12,9,266.208333333333
2015,12,10,96.875
2015,12,11,44.8333333333333
2015,12,12,159.041666666667
2015,12,13,188.125
2015,12,14,144.375
2015,12,15,6.08333333333333
2015,12,16,7.58333333333333
2015,12,17,16.5416666666667
2015,12,18,74.2916666666667
2015,12,19,-226.75
2015,12,20,238.208333333333
2015,12,21,241.125
2015,12,22,336.958333333333
2015,12,23,254.541666666667
2015,12,24,100.416666666667
2015,12,25,537.25
2015,12,26,254.333333333333
2015,12,27,56.2083333333333
2015,12,28,112.416666666667
2015,12,29,331.875
2015,12,30,101.75
2015,12,31,70.875
