DATE/HOUR	Patients	Beds	Fractional Occupancy	0700-1500	0900-1700	1000-1800	1500-2300	1800-0200	2000-0400	2300-0700	0800-1200	0700-1500	0700-1500	0900-1700	1500-2300	1500-2300	1500-2300	2300-0700	2300-0700	0800-1200
7/1/2005 0:00	4	48	0.08	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/1/2005 1:00	4	48	0.08	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/1/2005 2:00	7	43	0.16	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/1/2005 3:00	9	43	0.21	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/1/2005 4:00	9	43	0.21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/1/2005 5:00	12	43	0.28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/1/2005 6:00	13	43	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 7:00	14	43	0.33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 8:00	14	43	0.33	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/1/2005 9:00	17	43	0.4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/1/2005 10:00	14	43	0.33	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/1/2005 11:00	15	43	0.35	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/1/2005 12:00	19	43	0.44	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 13:00	25	43	0.58	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 14:00	31	43	0.72	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 15:00	33	43	0.77	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 16:00	36	43	0.84	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 17:00	31	48	0.65	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 18:00	34	48	0.71	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 19:00	39	48	0.81	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 20:00	41	48	0.85	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 21:00	40	48	0.83	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 22:00	42	48	0.88	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/1/2005 23:00	36	48	0.75	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/2/2005 0:00	38	48	0.79	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/2/2005 1:00	38	48	0.79	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/2/2005 2:00	40	43	0.93	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/2/2005 3:00	39	43	0.91	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/2/2005 4:00	38	43	0.88	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/2/2005 5:00	41	43	0.95	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/2/2005 6:00	43	43	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/2/2005 7:00	41	43	0.95	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 8:00	41	43	0.95	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/2/2005 9:00	38	43	0.88	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/2/2005 10:00	34	43	0.79	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/2/2005 11:00	35	43	0.81	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/2/2005 12:00	40	43	0.93	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 13:00	42	48	0.88	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 14:00	40	48	0.83	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 15:00	37	48	0.77	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 16:00	37	48	0.77	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 17:00	42	48	0.88	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 18:00	41	48	0.85	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 19:00	43	48	0.9	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 20:00	50	48	1.04	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 21:00	50	48	1.04	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 22:00	49	48	1.02	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/2/2005 23:00	39	48	0.81	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/3/2005 0:00	35	48	0.73	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/3/2005 1:00	36	48	0.75	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/3/2005 2:00	26	43	0.6	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/3/2005 3:00	25	43	0.58	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/3/2005 4:00	21	43	0.49	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/3/2005 5:00	19	43	0.44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/3/2005 6:00	20	43	0.47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/3/2005 7:00	18	43	0.42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 8:00	15	43	0.35	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/3/2005 9:00	18	43	0.42	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/3/2005 10:00	22	43	0.51	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/3/2005 11:00	20	43	0.47	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/3/2005 12:00	24	43	0.56	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 13:00	30	48	0.63	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 14:00	33	48	0.69	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 15:00	36	48	0.75	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 16:00	39	48	0.81	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 17:00	40	48	0.83	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 18:00	43	48	0.9	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 19:00	43	48	0.9	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 20:00	46	48	0.96	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 21:00	40	48	0.83	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 22:00	35	48	0.73	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/3/2005 23:00	33	48	0.69	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/4/2005 0:00	29	48	0.6	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/4/2005 1:00	28	48	0.58	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/4/2005 2:00	24	43	0.56	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/4/2005 3:00	20	43	0.47	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/4/2005 4:00	20	43	0.47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/4/2005 5:00	21	43	0.49	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/4/2005 6:00	19	43	0.44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/4/2005 7:00	23	43	0.53	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 8:00	23	43	0.53	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/4/2005 9:00	26	43	0.6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/4/2005 10:00	40	43	0.93	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/4/2005 11:00	45	43	1.05	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/4/2005 12:00	54	43	1.26	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 13:00	56	43	1.3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 14:00	61	43	1.42	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 15:00	52	43	1.21	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 16:00	53	43	1.23	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 17:00	52	48	1.08	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 18:00	53	48	1.1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 19:00	46	48	0.96	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 20:00	43	48	0.9	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 21:00	36	48	0.75	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 22:00	41	48	0.85	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/4/2005 23:00	47	48	0.98	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/5/2005 0:00	47	48	0.98	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/5/2005 1:00	45	48	0.94	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/5/2005 2:00	40	43	0.93	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/5/2005 3:00	37	43	0.86	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/5/2005 4:00	31	43	0.72	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/5/2005 5:00	26	43	0.6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/5/2005 6:00	28	43	0.65	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/5/2005 7:00	29	43	0.67	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 8:00	31	43	0.72	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/5/2005 9:00	28	43	0.65	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/5/2005 10:00	26	43	0.6	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/5/2005 11:00	34	43	0.79	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/5/2005 12:00	40	43	0.93	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 13:00	48	43	1.12	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 14:00	55	43	1.28	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 15:00	59	43	1.37	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 16:00	59	43	1.37	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 17:00	64	48	1.33	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 18:00	63	48	1.31	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 19:00	67	48	1.4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 20:00	69	48	1.44	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 21:00	69	48	1.44	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 22:00	66	48	1.38	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/5/2005 23:00	70	48	1.46	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/6/2005 0:00	65	48	1.35	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/6/2005 1:00	51	48	1.06	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/6/2005 2:00	46	43	1.07	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/6/2005 3:00	41	43	0.95	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/6/2005 4:00	39	43	0.91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/6/2005 5:00	36	43	0.84	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/6/2005 6:00	34	43	0.79	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/6/2005 7:00	28	43	0.65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 8:00	28	43	0.65	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/6/2005 9:00	28	43	0.65	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/6/2005 10:00	34	43	0.79	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/6/2005 11:00	38	43	0.88	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/6/2005 12:00	41	43	0.95	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 13:00	43	43	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 14:00	39	43	0.91	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 15:00	39	43	0.91	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 16:00	42	43	0.98	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 17:00	41	48	0.85	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 18:00	43	48	0.9	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 19:00	47	48	0.98	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 20:00	47	48	0.98	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 21:00	55	48	1.15	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 22:00	50	48	1.04	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/6/2005 23:00	49	48	1.02	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/7/2005 0:00	42	48	0.88	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/7/2005 1:00	34	48	0.71	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/7/2005 2:00	32	43	0.74	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/7/2005 3:00	28	43	0.65	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/7/2005 4:00	24	43	0.56	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/7/2005 5:00	24	43	0.56	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/7/2005 6:00	20	43	0.47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/7/2005 7:00	21	43	0.49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 8:00	21	43	0.49	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/7/2005 9:00	19	43	0.44	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/7/2005 10:00	23	43	0.53	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/7/2005 11:00	33	43	0.77	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/7/2005 12:00	37	43	0.86	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 13:00	41	43	0.95	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 14:00	43	43	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 15:00	45	43	1.05	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 16:00	57	43	1.33	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 17:00	59	48	1.23	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 18:00	69	48	1.44	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 19:00	67	48	1.4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 20:00	63	48	1.31	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 21:00	59	48	1.23	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 22:00	55	48	1.15	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/7/2005 23:00	55	48	1.15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/8/2005 0:00	52	48	1.08	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/8/2005 1:00	49	48	1.02	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/8/2005 2:00	44	43	1.02	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/8/2005 3:00	39	43	0.91	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/8/2005 4:00	37	43	0.86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/8/2005 5:00	33	43	0.77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/8/2005 6:00	33	43	0.77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/8/2005 7:00	32	43	0.74	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 8:00	32	43	0.74	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/8/2005 9:00	32	43	0.74	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/8/2005 10:00	36	43	0.84	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/8/2005 11:00	43	43	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/8/2005 12:00	48	43	1.12	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 13:00	48	43	1.12	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 14:00	46	43	1.07	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 15:00	52	43	1.21	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 16:00	55	43	1.28	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 17:00	49	48	1.02	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 18:00	50	48	1.04	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 19:00	49	48	1.02	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 20:00	48	48	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 21:00	48	48	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 22:00	49	48	1.02	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/8/2005 23:00	45	48	0.94	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/9/2005 0:00	41	48	0.85	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/9/2005 1:00	41	48	0.85	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/9/2005 2:00	41	43	0.95	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/9/2005 3:00	38	43	0.88	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/9/2005 4:00	38	43	0.88	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/9/2005 5:00	34	43	0.79	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/9/2005 6:00	30	43	0.7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/9/2005 7:00	29	43	0.67	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 8:00	29	43	0.67	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/9/2005 9:00	33	43	0.77	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/9/2005 10:00	32	43	0.74	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/9/2005 11:00	41	43	0.95	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/9/2005 12:00	50	43	1.16	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 13:00	52	48	1.08	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 14:00	47	48	0.98	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 15:00	47	48	0.98	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 16:00	48	48	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 17:00	54	48	1.13	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 18:00	54	48	1.13	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 19:00	56	48	1.17	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 20:00	58	48	1.21	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 21:00	58	48	1.21	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 22:00	59	48	1.23	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/9/2005 23:00	57	48	1.19	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/10/2005 0:00	55	48	1.15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/10/2005 1:00	50	48	1.04	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/10/2005 2:00	38	43	0.88	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/10/2005 3:00	35	43	0.81	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/10/2005 4:00	33	43	0.77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/10/2005 5:00	30	43	0.7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/10/2005 6:00	28	43	0.65	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/10/2005 7:00	25	43	0.58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 8:00	29	43	0.67	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/10/2005 9:00	32	43	0.74	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/10/2005 10:00	37	43	0.86	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/10/2005 11:00	31	43	0.72	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/10/2005 12:00	34	43	0.79	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 13:00	37	48	0.77	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 14:00	37	48	0.77	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 15:00	43	48	0.9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 16:00	47	48	0.98	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 17:00	47	48	0.98	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 18:00	44	48	0.92	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 19:00	42	48	0.88	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 20:00	44	48	0.92	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 21:00	44	48	0.92	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 22:00	44	48	0.92	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/10/2005 23:00	47	48	0.98	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/11/2005 0:00	41	48	0.85	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/11/2005 1:00	39	48	0.81	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
7/11/2005 2:00	36	43	0.84	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/11/2005 3:00	38	43	0.88	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
7/11/2005 4:00	39	43	0.91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/11/2005 5:00	32	43	0.74	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/11/2005 6:00	34	43	0.79	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7/11/2005 7:00	33	43	0.77	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/11/2005 8:00	32	43	0.74	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/11/2005 9:00	35	43	0.81	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/11/2005 10:00	40	43	0.93	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/11/2005 11:00	43	43	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7/11/2005 12:00	43	43	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/11/2005 13:00	47	43	1.09	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/11/2005 14:00	61	43	1.42	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7/11/2005 15:00	65	43	1.51	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/11/2005 16:00	69	43	1.6	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/11/2005 17:00	74	48	1.54	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7/11/2005 18:00	79	48	1.65	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/11/2005 19:00	76	48	1.58	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
7/11/2005 20:00	74	48	1.54	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
7/11/2005 21:00	67	48	1.4	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
